site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
WQS9931,2017-08-09 12:29:00-05,0.25,0.1,0.11,,,,,,,,,,,,,,,,,,,,
WQS9931,2017-08-09 12:30:00-05,0.24,0.1,0.11,,,,,,,,,,,,,,,,,,,,
WQS9931,2017-08-09 12:33:00-05,0.24,0.1,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 12:45:00-05,0.23,0.09,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 13:00:00-05,0.22,0.1,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 13:15:00-05,0.23,0.1,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 13:30:00-05,0.23,0.09,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 13:45:00-05,0.23,0.1,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 14:00:00-05,0.23,0.1,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 14:15:00-05,0.22,0.09,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 14:30:00-05,0.22,0.09,0.11,,,,,,,,,,,,,,,0.23,,,,,
WQS9931,2017-08-09 14:45:00-05,0.22,0.09,0.11,,,,,,,,,,,,,,,0.33,,,,,
WQS9931,2017-08-09 15:00:00-05,0.22,0.09,0.11,,,,,,,,,,,,,,,0.33,,,,,
WQS9931,2017-08-09 15:15:00-05,0.22,0.09,0.11,,,,,,,,,,,,,,,0.33,,,,,
WQS9931,2017-08-09 15:30:00-05,0.22,0.09,0.1,,,,,,,,,,,,,,,0.33,,,,,
WQS9931,2017-08-09 15:45:00-05,0.23,0.09,0.1,,,,,,,,,,,,,,,0.33,,,,,
WQS9931,2017-08-09 16:00:00-05,0.25,0.09,0.11,,,,,,,,,,,,,,,0.33,,,,,
WQS9931,2017-08-09 16:15:00-05,0.25,0.08,0.1,,,,,,,,,,,,,,,0.33,,,,,
WQS9931,2017-08-09 16:30:00-05,0.26,0.08,0.1,,,,,,,,,,,,,,,0.33,,,,,
WQS9931,2017-08-09 16:45:00-05,0.27,0.08,0.1,,,,,,,,,,,,,,,0.34,,,,,
WQS9931,2017-08-09 17:00:00-05,0.29,0.08,0.1,,,,,,,,,,,,,,,0.34,,,,,
WQS9931,2017-08-09 17:15:00-05,0.29,0.08,0.1,,,,,,,,,,,,,,,0.34,,,,,
WQS9931,2017-08-09 17:30:00-05,0.3,0.08,0.1,,,,,,,,,,,,,,,0.24,,,,,
WQS9931,2017-08-09 17:45:00-05,0.29,0.08,0.1,,,,,,,,,,,,,,,0.24,,,,,
WQS9931,2017-08-09 18:00:00-05,0.29,0.08,0.1,,,,,,,,,,,,,,,0.24,,,,,
WQS9931,2017-08-09 18:15:00-05,0.28,0.07,0.09,,,,,,,,,,,,,,,0.24,,,,,
WQS9931,2017-08-09 18:30:00-05,0.27,0.07,0.09,,,,,,,,,,,,,,,0.24,,,,,
WQS9931,2017-08-09 18:45:00-05,0.27,0.07,0.09,,,,,,,,,,,,,,,0.24,,,,,
WQS9931,2017-08-09 19:00:00-05,0.27,0.07,0.09,,,,,,,,,,,,,,,0.24,,,,,
WQS9931,2017-08-09 19:15:00-05,0.27,0.07,0.09,,,,,,,,,,,,,,,0.24,,,,,
WQS9931,2017-08-09 19:30:00-05,0.26,0.07,0.09,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-09 19:45:00-05,0.27,0.07,0.09,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-09 20:00:00-05,0.26,0.07,0.09,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-09 20:15:00-05,0.26,0.07,0.09,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-09 20:30:00-05,0.26,0.07,0.09,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-09 20:45:00-05,0.26,0.07,0.09,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-09 21:00:00-05,0.28,0.07,0.09,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-09 21:15:00-05,0.29,0.07,0.08,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-09 21:30:00-05,0.26,0.06,0.08,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-09 21:45:00-05,0.23,0.06,0.07,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-09 22:00:00-05,0.22,0.06,0.07,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-09 22:15:00-05,0.28,0.05,0.07,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-09 22:30:00-05,0.31,0.05,0.07,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-09 22:45:00-05,0.31,0.05,0.07,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-09 23:00:00-05,0.31,0.05,0.07,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-09 23:15:00-05,0.31,0.05,0.07,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-09 23:30:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.39,,,,,
WQS9931,2017-08-09 23:45:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.39,,,,,
WQS9931,2017-08-10 00:00:00-05,0.31,0.05,0.07,,,,,,,,,,,,,,,0.39,,,,,
WQS9931,2017-08-10 00:15:00-05,0.31,0.05,0.07,,,,,,,,,,,,,,,0.39,,,,,
WQS9931,2017-08-10 00:30:00-05,0.31,0.04,0.07,,,,,,,,,,,,,,,0.39,,,,,
WQS9931,2017-08-10 00:45:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.39,,,,,
WQS9931,2017-08-10 01:00:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.39,,,,,
WQS9931,2017-08-10 01:15:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.39,,,,,
WQS9931,2017-08-10 01:30:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-10 01:45:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-10 02:00:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-10 02:15:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-10 02:30:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-10 02:45:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-10 03:00:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-10 03:15:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.36,,,,,
WQS9931,2017-08-10 03:30:00-05,0.31,0.04,0.06,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-10 03:45:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-10 04:00:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-10 04:15:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-10 04:30:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-10 04:45:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-10 05:00:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.37,,,,,
WQS9931,2017-08-10 05:15:00-05,0.3,0.04,0.06,,,,,,,,,,,,,,,0.37,,,,,
