site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
SCNOOO1,2019-11-07 15:24:00-06,,,,,,,,,,,1.9,10.74,,472.0,5.0,489.0,1.0,,,,,,
SCNOOO1,2019-11-07 15:28:00-06,,,,,,,,,,,1.7,10.27,,521.0,5.0,489.0,1.0,,,,,,
