site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
WQS9996,2018-08-26 17:32:00-05,5.73,2.91,2.81,,,,,,,,,,,,,,,,,,,,
WQS9996,2018-08-31 12:15:00-05,,,,,,,,,,,47.36,5.73,47.0,47.14,42.5,53.09,18.3,,,,,,
WQS9996,2018-08-31 12:30:00-05,6.13,0.21,0.56,,,,,,,,43.9,5.28,43.83,43.87,39.65,48.47,18.6,,,,,,
WQS9996,2018-08-31 12:45:00-05,6.14,0.2,0.56,,,,,,,,44.93,3.0,44.62,44.69,41.05,49.84,18.6,,,,,,
WQS9996,2018-08-31 13:00:00-05,6.2,0.2,0.55,,,,,,,,42.76,5.3,42.86,42.74,37.98,48.11,18.7,,,,,,
WQS9996,2018-08-31 13:15:00-05,6.15,0.19,0.55,,,,,,,,44.4,3.59,44.41,44.36,40.26,48.69,18.9,,,,,,
WQS9996,2018-08-31 13:30:00-05,6.26,0.2,0.56,,,,,,,,42.49,3.47,42.74,42.69,37.49,46.08,19.1,,,,,,
WQS9996,2018-08-31 13:45:00-05,6.2,0.19,0.55,,,,,,,,40.66,2.7,40.43,40.48,38.18,45.42,19.3,,,,,,
WQS9996,2018-08-31 14:00:00-05,6.18,0.18,0.54,,,,,,,,40.72,2.14,40.85,40.72,36.83,45.32,19.3,,,,,,
WQS9996,2018-08-31 14:15:00-05,6.18,0.19,0.55,,,,,,,,40.25,2.4,40.19,40.22,37.37,43.84,19.5,,,,,,
WQS9996,2018-08-31 14:30:00-05,6.22,0.2,0.56,,,,,,,,38.06,3.01,38.29,38.17,33.97,42.17,19.6,,,,,,
WQS9996,2018-08-31 14:45:00-05,6.28,0.2,0.56,,,,,,,,40.26,2.86,40.13,40.1,36.86,44.73,19.8,,,,,,
WQS9996,2018-08-31 15:00:00-05,6.27,0.18,0.55,,,,,,,,39.78,2.47,39.69,39.72,36.1,44.78,19.8,,,,,,
WQS9996,2018-08-31 15:15:00-05,6.19,0.18,0.54,,,,,,,,38.75,1.95,38.74,38.74,35.64,42.29,19.9,,,,,,
WQS9996,2018-08-31 15:30:00-05,6.23,0.2,0.56,,,,,,,,38.17,2.17,38.15,38.15,35.18,42.09,20.0,,,,,,
WQS9996,2018-08-31 15:45:00-05,6.28,0.18,0.54,,,,,,,,38.73,1.45,38.83,38.78,36.15,41.91,20.0,,,,,,
WQS9996,2018-08-31 16:00:00-05,6.23,0.19,0.54,,,,,,,,38.22,1.67,38.32,38.33,34.7,41.66,20.1,,,,,,
WQS9996,2018-08-31 16:15:00-05,6.18,0.19,0.54,,,,,,,,37.2,2.2,37.25,37.2,33.1,40.8,20.2,,,,,,
WQS9996,2018-08-31 16:30:00-05,6.3,0.2,0.56,,,,,,,,37.32,2.1,37.61,37.47,34.04,40.67,20.2,,,,,,
WQS9996,2018-08-31 16:45:00-05,6.34,0.2,0.56,,,,,,,,37.23,2.31,37.2,37.28,33.66,41.43,20.3,,,,,,
WQS9996,2018-08-31 17:00:00-05,6.28,0.19,0.55,,,,,,,,36.06,1.75,36.14,36.14,32.62,38.71,20.3,,,,,,
