site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
WQS0077,2017-11-07 14:10:00-06,,0.01,0.01,,,,,,,,,,,,,,,0.01,,,,,
WQS0077,2017-11-07 14:15:00-06,,0.01,0.01,,,,,,,,,,,,,,,0.01,,,,,
WQS0077,2017-11-09 11:55:00-06,1.31,0.13,0.34,,,,,,,,,,,,,,,0.04,,,,,
WQS0077,2017-11-09 12:00:00-06,1.29,0.13,0.33,,,,,,,,,,,,,,,0.04,,,,,
WQS0077,2017-11-09 13:36:00-06,5.49,0.2,0.84,,,,,,,,,,,,,,,1.1,,,,,
WQS0077,2017-11-14 10:36:00-06,6.09,0.39,1.08,,,,,,,,,,,,,,,,,,,,
WQS0077,2017-11-14 10:45:00-06,6.17,0.35,1.04,,,,,,,,,,,,,,,2.33,,,,,
WQS0077,2017-11-14 11:00:00-06,5.99,0.52,1.2,,,,,,,,,,,,,,,2.26,,,,,
WQS0077,2017-11-14 11:15:00-06,5.97,0.33,1.01,,,,,,,,,,,,,,,2.25,,,,,
WQS0077,2017-11-14 11:30:00-06,5.67,0.43,1.08,,,,,,,,,,,,,,,2.24,,,,,
WQS0077,2017-11-14 11:45:00-06,5.78,0.33,0.99,,,,,,,,,,,,,,,2.21,,,,,
WQS0077,2017-11-14 12:00:00-06,5.53,0.53,1.18,,,,,,,,,,,,,,,2.18,,,,,
WQS0077,2017-11-14 12:15:00-06,5.62,0.32,0.97,,,,,,,,,,,,,,,2.15,,,,,
WQS0077,2017-11-14 12:30:00-06,4.72,0.82,1.39,,,,,,,,,,,,,,,2.14,,,,,
WQS0077,2017-11-14 12:45:00-06,5.46,0.32,0.96,,,,,,,,,,,,,,,2.14,,,,,
WQS0077,2017-11-14 13:00:00-06,5.27,0.37,0.99,,,,,,,,,,,,,,,2.09,,,,,
WQS0077,2017-11-14 13:15:00-06,5.4,0.33,0.96,,,,,,,,,,,,,,,2.06,,,,,
WQS0077,2017-11-14 13:30:00-06,5.25,0.47,1.09,,,,,,,,,,,,,,,2.07,,,,,
WQS0077,2017-11-14 13:45:00-06,5.27,0.31,0.94,,,,,,,,,,,,,,,2.0,,,,,
WQS0077,2017-11-14 14:00:00-06,5.01,0.58,1.18,,,,,,,,,,,,,,,1.97,,,,,
WQS0077,2017-11-14 14:15:00-06,5.18,0.36,0.98,,,,,,,,,,,,,,,1.96,,,,,
WQS0077,2017-11-14 14:30:00-06,4.62,0.68,1.26,,,,,,,,,,,,,,,1.96,,,,,
WQS0077,2017-11-14 14:45:00-06,4.99,0.32,0.92,,,,,,,,,,,,,,,2.0,,,,,
WQS0077,2017-11-14 15:00:00-06,4.52,0.55,1.11,,,,,,,,,,,,,,,2.01,,,,,
WQS0077,2017-11-14 15:15:00-06,4.82,0.3,0.89,,,,,,,,,,,,,,,2.01,,,,,
WQS0077,2017-11-14 15:30:00-06,4.52,0.5,1.06,,,,,,,,,,,,,,,2.0,,,,,
WQS0077,2017-11-14 15:45:00-06,4.65,0.3,0.88,,,,,,,,,,,,,,,2.06,,,,,
WQS0077,2017-11-14 16:00:00-06,3.77,0.71,1.2,,,,,,,,,,,,,,,2.11,,,,,
WQS0077,2017-11-14 16:15:00-06,4.55,0.34,0.9,,,,,,,,,,,,,,,2.11,,,,,
WQS0077,2017-11-14 16:30:00-06,4.2,0.65,1.18,,,,,,,,,,,,,,,2.17,,,,,
WQS0077,2017-11-14 16:45:00-06,4.48,0.29,0.85,,,,,,,,,,,,,,,2.2,,,,,
WQS0077,2017-11-14 17:00:00-06,4.42,0.3,0.86,,,,,,,,,,,,,,,2.23,,,,,
WQS0077,2017-11-14 17:15:00-06,4.43,0.29,0.85,,,,,,,,,,,,,,,2.29,,,,,
WQS0077,2017-11-14 17:30:00-06,4.3,0.42,0.96,,,,,,,,,,,,,,,2.33,,,,,
WQS0077,2017-11-14 17:45:00-06,4.42,0.3,0.85,,,,,,,,,,,,,,,2.43,,,,,
WQS0077,2017-11-14 18:00:00-06,3.52,0.71,1.18,,,,,,,,,,,,,,,2.49,,,,,
WQS0077,2017-11-14 18:15:00-06,4.42,0.3,0.85,,,,,,,,,,,,,,,2.61,,,,,
WQS0077,2017-11-14 18:30:00-06,3.82,0.49,0.99,,,,,,,,,,,,,,,2.65,,,,,
WQS0077,2017-11-14 18:45:00-06,4.38,0.29,0.84,,,,,,,,,,,,,,,2.76,,,,,
WQS0077,2017-11-14 19:00:00-06,4.08,0.55,1.08,,,,,,,,,,,,,,,2.85,,,,,
WQS0077,2017-11-14 19:15:00-06,4.27,0.3,0.84,,,,,,,,,,,,,,,2.89,,,,,
WQS0077,2017-11-14 19:30:00-06,3.73,0.61,1.1,,,,,,,,,,,,,,,3.0,,,,,
WQS0077,2017-11-14 19:45:00-06,4.22,0.3,0.83,,,,,,,,,,,,,,,3.06,,,,,
WQS0077,2017-11-14 20:00:00-06,3.79,0.57,1.06,,,,,,,,,,,,,,,3.14,,,,,
WQS0077,2017-11-14 20:15:00-06,4.05,0.35,0.87,,,,,,,,,,,,,,,3.22,,,,,
WQS0077,2017-11-14 20:30:00-06,3.97,0.41,0.92,,,,,,,,,,,,,,,3.27,,,,,
WQS0077,2017-11-14 20:45:00-06,4.06,0.29,0.81,,,,,,,,,,,,,,,3.37,,,,,
WQS0077,2017-11-14 21:00:00-06,3.7,0.56,1.04,,,,,,,,,,,,,,,3.38,,,,,
WQS0077,2017-11-14 21:15:00-06,4.05,0.44,0.96,,,,,,,,,,,,,,,3.43,,,,,
WQS0077,2017-11-14 21:30:00-06,3.43,0.6,1.06,,,,,,,,,,,,,,,3.48,,,,,
WQS0077,2017-11-14 21:45:00-06,3.93,0.33,0.84,,,,,,,,,,,,,,,3.49,,,,,
WQS0077,2017-11-14 22:00:00-06,3.58,0.62,1.09,,,,,,,,,,,,,,,3.55,,,,,
WQS0077,2017-11-14 22:15:00-06,3.99,0.3,0.81,,,,,,,,,,,,,,,3.57,,,,,
WQS0077,2017-11-14 22:30:00-06,3.74,0.52,1.01,,,,,,,,,,,,,,,3.54,,,,,
WQS0077,2017-11-14 22:45:00-06,3.97,0.3,0.81,,,,,,,,,,,,,,,3.62,,,,,
WQS0077,2017-11-14 23:00:00-06,3.66,0.48,0.96,,,,,,,,,,,,,,,3.64,,,,,
WQS0077,2017-11-14 23:15:00-06,3.95,0.29,0.8,,,,,,,,,,,,,,,3.64,,,,,
WQS0077,2017-11-14 23:30:00-06,3.31,0.59,1.03,,,,,,,,,,,,,,,3.72,,,,,
WQS0077,2017-11-14 23:45:00-06,3.92,0.3,0.81,,,,,,,,,,,,,,,3.74,,,,,
WQS0077,2017-11-15 00:00:00-06,3.83,0.44,0.94,,,,,,,,,,,,,,,3.76,,,,,
WQS0077,2017-11-15 00:15:00-06,3.83,0.34,0.84,,,,,,,,,,,,,,,3.78,,,,,
WQS0077,2017-11-15 00:30:00-06,2.62,0.7,1.07,,,,,,,,,,,,,,,3.8,,,,,
WQS0077,2017-11-15 00:45:00-06,3.79,0.32,0.82,,,,,,,,,,,,,,,3.81,,,,,
