site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
WQS9903,2018-02-23 09:20:00-06,,,,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 09:31:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 09:45:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:00:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:05:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:10:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:15:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:20:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:25:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:30:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:35:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:40:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:45:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:50:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 10:55:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:00:00-06,3.93,0.12,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:05:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:10:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:15:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:20:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:25:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:30:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:35:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:40:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:45:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:50:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 11:55:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:00:00-06,3.93,0.12,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:05:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:10:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:15:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:20:00-06,3.94,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:25:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:30:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:35:00-06,3.94,0.12,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:40:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:45:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:50:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 12:55:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:00:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:05:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:10:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:15:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:20:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:25:00-06,3.92,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:30:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:35:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:40:00-06,3.94,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:45:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:50:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 13:55:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:00:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:05:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:10:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:15:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:20:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:25:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:30:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:35:00-06,3.94,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:40:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:45:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:50:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 14:55:00-06,3.93,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:00:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:05:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:10:00-06,3.94,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:15:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:20:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:25:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:30:00-06,3.95,0.12,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:35:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:40:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:45:00-06,3.94,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:50:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 15:55:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:00:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:05:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:10:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:15:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:20:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:25:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:30:00-06,3.95,0.12,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:35:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:40:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:45:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:50:00-06,3.96,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 16:55:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:00:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:05:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:10:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:15:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:20:00-06,3.94,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:25:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:30:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:35:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:40:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:45:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:50:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 17:55:00-06,3.96,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:00:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:05:00-06,3.96,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:10:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:15:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:20:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:25:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:30:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:35:00-06,3.96,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:40:00-06,3.96,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:45:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:50:00-06,3.96,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 18:55:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 19:00:00-06,3.94,0.11,0.37,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 19:05:00-06,3.96,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 19:10:00-06,3.96,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 19:15:00-06,3.95,0.11,0.38,,,,,,,,,,,,,,,,,,,,
WQS9903,2018-02-23 19:20:00-06,3.95,0.11,0.37,,,,,,,,,,,,,,,,,,,,
