GEOID,ALAND,AWATER,farm_acre_as_percent,crop_acre_as_percent,area_land_km2,area_water_km2,farm_area_km2,crop_area_km2
08013,1881281634,36521204,23.0,8.2,1881.281634,36.521204,432.69477582,154.265093988
47089,711873311,102176879,50.6,21.12,711.873311,102.176879,360.207895366,150.3476432832
40097,1697432145,72855332,64.7,21.61,1697.432145,72.855332,1098.238597815,366.8150865345
27165,1126526382,12370135,90.7,86.62,1126.526382,12.370135,1021.7594284740001,975.7971520884
16013,6831709855,44656291,12.5,3.09,6831.709855,44.656291,853.9637318749999,211.0998345195
22053,1687025362,18718206,58.4,40.24,1687.025362,18.718206,985.222811408,678.8590056688001
46119,2607664601,164384696,98.2,78.47,2607.664601,164.384696,2560.726638182,2046.2344124047
08031,397057845,4236701,0.1,0.04,397.057845,4.236701,0.397057845,0.158823138
40029,1338200617,12079759,82.7,16.44,1338.200617,12.079759,1106.691910259,220.0001814348
30011,8651792773,19503321,82.7,11.58,8651.792773,19.503321,7155.0326232709995,1001.8776031133999
48461,3215010601,464309,91.3,9.43,3215.010601,0.464309,2935.304678713,303.1754996743
18051,1262606254,30223915,70.6,65.09,1262.606254,30.223915,891.4000153239999,821.8304107286001
31105,2465269097,1448446,99.1,67.42,2465.269097,1.448446,2443.0816751269995,1662.0844251974
17093,829446935,5141326,67.3,65.2,829.446935,5.141326,558.217787255,540.79940162
08085,5804023642,4923261,23.0,4.57,5804.023642,4.923261,1334.9254376600002,265.2438804394
27171,1712598664,137298052,56.9,48.13,1712.598664,137.298052,974.4686398160001,824.2737369832
55059,704208614,1248708387,44.7,37.48,704.208614,1248.708387,314.78125045800005,263.93738852719997
08037,4362804330,18920534,14.4,1.42,4362.80433,18.920534,628.24382352,61.951821486
06075,121485107,479107241,0.3,,121.485107,479.107241,0.364455321,
08113,3332606125,5204095,16.5,1.73,3332.606125,5.204095,549.880010625,57.65408596249999
02020,4419537010,615526050,0.1,0.04,4419.53701,615.52605,4.41953701,1.767814804
12109,1555793861,571962027,8.9,4.54,1555.793861,571.962027,138.465653629,70.63304128940001
28019,1083088569,4331852,24.0,3.94,1083.088569,4.331852,259.94125656,42.6736896186
29079,1127383741,7118002,80.9,57.49,1127.383741,7.118002,912.0534464690002,648.1329127009001
26085,1470022082,17522231,5.9,3.26,1470.022082,17.522231,86.731302838,47.922719873199995
26139,1459627896,2765705477,47.6,40.26,1459.627896,2765.705477,694.7828784960001,587.6461909295999
17031,2447469694,1786452809,2.0,1.78,2447.469694,1786.452809,48.949393879999995,43.564960553199995
17059,836749960,13238356,86.0,78.03,836.74996,13.238356,719.6049656,652.9159937879999
45047,1177746759,21226294,24.8,5.18,1177.746759,21.226294,292.081196232,61.0072821162
20059,1480855486,13920174,97.1,60.82,1480.855486,13.920174,1437.9106769059997,900.6563065851999
27027,2707039036,19306174,86.2,80.45,2707.039036,19.306174,2333.467649032,2177.8129044620005
47075,1380741549,2472509,58.8,52.34,1380.741549,2.472509,811.876030812,722.6801267466002
49003,14880984762,2547651528,33.2,8.38,14880.984762,2547.651528,4940.486940984,1247.0265230556001
28139,1185725576,5551259,37.1,13.32,1185.725576,5.551259,439.90418869600006,157.9386467232
54051,791063503,17411500,38.9,11.57,791.063503,17.4115,307.72370266699994,91.52604729709999
54035,1202677932,18836099,43.0,11.25,1202.677932,18.836099,517.1515107600001,135.30126735
16039,7964192255,68555510,18.2,7.56,7964.192255,68.55551,1449.48299041,602.092934478
24005,1549830329,215909963,17.5,11.61,1549.830329,215.909963,271.220307575,179.93530119689996
38005,3596568808,131708144,84.5,66.02,3596.568808,131.708144,3039.10064276,2374.4547270416
29163,1736428536,36976453,72.4,48.44,1736.428536,36.976453,1257.174260064,841.1259828384
39087,1174224653,10110033,21.4,5.51,1174.224653,10.110033,251.284075742,64.69977838029999
29201,1087765645,15199712,82.9,75.66,1087.765645,15.199712,901.757719705,823.0034870069999
39001,1512208934,6165939,44.4,23.88,1512.208934,6.165939,671.4207666959999,361.1154934392
48143,2805191451,17394954,90.2,19.38,2805.191451,17.394954,2530.2826888020004,543.6461032038001
13137,716858330,5814561,14.5,5.5,716.85833,5.814561,103.94445784999999,39.42720815
13319,1158541310,12003359,10.6,3.86,1158.54131,12.003359,122.80537886,44.719694566
54061,932572493,15051916,26.9,8.08,932.572493,15.051916,250.86200061699998,75.3518574344
39033,1040619677,2359515,92.6,85.92,1040.619677,2.359515,963.6138209019998,894.1004264783999
12027,1649978043,6247257,82.1,18.02,1649.978043,6.247257,1354.631973303,297.3260433486
09011,1722708285,276666169,14.1,5.62,1722.708285,276.666169,242.90186818499998,96.816205617
39059,1352631185,15666075,45.4,17.69,1352.631185,15.666075,614.09455799,239.2804566265
26015,1432511156,62021519,43.7,33.67,1432.511156,62.021519,626.007375172,482.3265062252001
29209,1201843614,121059169,35.7,7.04,1201.843614,121.059169,429.058170198,84.60979042559998
37169,1162938788,17584342,32.3,11.98,1162.938788,17.584342,375.6292285239999,139.3200668024
19039,1116716130,1524746,69.9,40.67,1116.71613,1.524746,780.5845748700001,454.16845007100005
19065,1892840950,1320705,82.3,72.17,1892.84095,1.320705,1557.8081018500002,1366.063313615
06041,1347976832,797029137,42.0,4.13,1347.976832,797.029137,566.1502694400001,55.6714431616
48381,2361843607,27235708,96.0,40.08,2361.843607,27.235708,2267.3698627199997,946.6269176855999
48401,2393244478,37217197,41.0,7.79,2393.244478,37.217197,981.23023598,186.43374483620002
19181,1475875019,9095218,67.8,49.83,1475.875019,9.095218,1000.6432628819999,735.4285219677
39161,1059698928,3281853,94.8,91.94,1059.698928,3.281853,1004.5945837439999,974.2871944031999
12043,2089270942,466758592,83.0,8.51,2089.270942,466.758592,1734.09488186,177.7969571642
13199,1298162528,10832504,22.1,4.32,1298.162528,10.832504,286.89391868800004,56.080621209600004
08023,3179452304,8828906,45.5,6.44,3179.452304,8.828906,1446.65079832,204.7567283776
48099,2725199226,11781488,67.9,13.67,2725.199226,11.781488,1850.4102744540003,372.5347341942
19001,1474404199,2597996,91.9,71.78,1474.404199,2.597996,1354.977458881,1058.3273340422002
13053,644222675,6292704,1.1,0.04,644.222675,6.292704,7.0864494250000005,0.25768906999999996
06043,3752472156,36225644,32.5,0.63,3752.472156,36.225644,1219.5534507,23.6405745828
29089,1201192546,19893064,73.6,44.9,1201.192546,19.893064,884.077713856,539.335453154
41047,3057624577,26554204,38.2,31.43,3057.624577,26.554204,1168.012588414,961.0114045511
55079,625439443,2455436199,,,625.439443,2455.436199,,
27139,922693644,31374929,50.7,42.97,922.693644,31.374929,467.80567750800003,396.48145882679995
39129,1297966523,13998877,92.6,85.73,1297.966523,13.998877,1201.917000298,1112.7467001679001
51145,673915707,5449745,20.8,6.83,673.915707,5.449745,140.17446705600003,46.0284427881
08014,85478932,1411395,40.3,36.43,85.478932,1.411395,34.448009596,31.1399749276
47099,1598356130,2228678,58.3,26.76,1598.35613,2.228678,931.8416237899999,427.720100388
26009,1232000354,326539096,18.2,11.23,1232.000354,326.539096,224.224064428,138.3536397542
45069,1242867984,14488283,29.4,18.18,1242.867984,14.488283,365.40318729599994,225.9533994912
16009,2012070462,18975652,28.1,16.51,2012.070462,18.975652,565.391799822,332.1928332762
17103,1877336099,10634483,84.5,80.7,1877.336099,10.634483,1586.3490036550002,1515.010231893
31127,1055100608,5769943,100.0,88.21,1055.100608,5.769943,1055.100608,930.7042463167999
37031,1314749435,2131001182,19.3,13.75,1314.749435,2131.001182,253.746640955,180.77804731249998
20149,2177617398,54039076,75.5,29.49,2177.617398,54.039076,1644.10113549,642.1793706701999
26075,1817385089,56453210,35.7,28.01,1817.385089,56.45321,648.8064767730001,509.04956342890006
48091,1449127320,39800429,57.7,6.59,1449.12732,39.800429,836.14646364,95.497490388
25019,119431680,667032050,2.6,1.57,119.43168,667.03205,3.1052236800000004,1.8750773760000001
45009,1018815541,5685855,40.7,21.25,1018.815541,5.685855,414.65792518700005,216.4983024625
48007,652804634,714591509,33.4,0.99,652.804634,714.591509,218.03674775599995,6.462765876599999
13019,1170501546,15409110,40.4,21.14,1170.501546,15.40911,472.8826245839999,247.4440268244
18165,665311748,7904759,74.9,63.48,665.311748,7.904759,498.31849925200004,422.33989763039995
26143,1345827533,156421850,1.7,0.89,1345.827533,156.42185,22.879068060999998,11.9778650437
37005,607101004,3715040,47.1,17.49,607.101004,3.71504,285.944572884,106.18196559959999
06035,11761615611,463426050,16.3,1.94,11761.615611,463.42605,1917.1433445930002,228.17534285339997
12081,1924699210,387514585,40.5,14.96,1924.69921,387.514585,779.50318005,287.935001816
39119,1721328762,20656658,44.4,20.72,1721.328762,20.656658,764.269970328,356.65931948639997
08015,2624715691,3999975,10.2,2.64,2624.715691,3.999975,267.72100048199997,69.2924942424
08025,2039427875,33422982,96.1,6.15,2039.427875,33.422982,1959.8901878749998,125.42481431250002
08043,3970664546,2235374,28.3,1.54,3970.664546,2.235374,1123.698066518,61.1482340084
28109,2100183723,20778648,20.2,3.43,2100.183723,20.778648,424.23711204600005,72.0363016989
28111,1676259638,7754345,10.6,2.56,1676.259638,7.754345,177.683521628,42.91224673280001
31041,6670757281,932956,91.3,29.23,6670.757281,0.932956,6090.401397553,1949.8623532363001
12013,1469389207,18074798,32.5,7.01,1469.389207,18.074798,477.551492275,103.0041834107
21117,414950497,10577248,35.8,15.53,414.950497,10.577248,148.552277926,64.4418121841
19037,1306338760,3309323,90.8,83.39,1306.33876,3.309323,1186.15559408,1089.355891964
17037,1635216352,8545243,92.0,89.74,1635.216352,8.545243,1504.3990438399999,1467.4431542848
19081,1478895055,5265568,94.5,91.65,1478.895055,5.265568,1397.5558269750002,1355.4073179074999
38089,3457000613,14109003,86.1,57.79,3457.000613,14.109003,2976.477527793,1997.8006542527
26095,2328596732,2624713509,1.7,0.7,2328.596732,2624.713509,39.586144444,16.300177124
40019,2129428214,30012909,75.3,12.23,2129.428214,30.012909,1603.459445142,260.4290705722
37139,587616451,161745166,49.7,47.42,587.616451,161.745166,292.045376147,278.6477210642
35055,5704119046,3383126,20.2,1.18,5704.119046,3.383126,1152.2320472919998,67.3086047428
28011,2270541554,75515374,72.9,66.77,2270.541554,75.515374,1655.224792866,1516.0405956057998
32023,47090938928,43207981,0.8,0.19,47090.938928,43.207981,376.72751142400006,89.4727839632
47073,1261465560,32543978,45.3,15.33,1261.46556,32.543978,571.44389868,193.38267034800003
38011,3009306320,13587978,95.7,45.03,3009.30632,13.587978,2879.9061482400007,1355.090635896
42057,1133252798,1305486,35.9,18.88,1133.252798,1.305486,406.8377544819999,213.95812826239998
22055,696041521,1208724,28.9,17.36,696.041521,1.208724,201.155999569,120.83280804559999
48237,2358611822,24503945,80.2,5.87,2358.611822,24.503945,1891.606681244,138.45051395139998
17175,746121490,708705,96.9,91.79,746.12149,0.708705,722.9917238099999,684.8649156710001
40055,1655842972,11157422,80.2,32.33,1655.842972,11.157422,1327.986063544,535.3340328475999
48211,2347270020,15205585,91.0,5.53,2347.27002,15.205585,2136.0157182,129.804032106
16069,2197056674,21339031,70.3,43.06,2197.056674,21.339031,1544.530841822,946.0526038244
46129,1835347958,93215243,99.9,60.38,1835.347958,93.215243,1833.5126100420002,1108.1830970404
06055,1938165958,104249021,53.4,14.14,1938.165958,104.249021,1034.980621572,274.0566664612
40033,1638566730,24095321,99.9,50.07,1638.56673,24.095321,1636.9281632700001,820.430361711
29221,1968056216,6778977,21.3,4.2,1968.056216,6.778977,419.19597400799995,82.658361072
36011,1791190504,445708175,50.9,40.19,1791.190504,445.708175,911.7159665359999,719.8794635575999
48417,2367989256,3268209,91.7,8.44,2367.989256,3.268209,2171.446147752,199.85829320639996
48407,1474332262,151949236,23.2,4.64,1474.332262,151.949236,342.045084784,68.40901695679999
19061,1575488090,21138790,80.5,66.4,1575.48809,21.13879,1268.26791245,1046.12409176
51075,726830013,21963164,31.6,13.35,726.830013,21.963164,229.678284108,97.0318067355
20181,2735193304,548248,91.5,72.74,2735.193304,0.548248,2502.70187316,1989.5796093295999
39139,1282720846,12470881,49.2,35.68,1282.720846,12.470881,631.0986562319999,457.67479785279994
17001,2214972287,41784365,87.3,69.94,2214.972287,41.784365,1933.670806551,1549.1516175278
39021,1109624422,3638887,68.9,61.53,1109.624422,3.638887,764.5312267580001,682.7519068566002
33019,1392157812,37865613,11.5,3.18,1392.157812,37.865613,160.09814838,44.270618421600005
17075,2893780721,4225839,95.3,91.72,2893.780721,4.225839,2757.7730271130004,2654.1756773012
19157,1514929499,2977605,90.7,78.45,1514.929499,2.977605,1374.0410555930002,1188.4621919655
39169,1437086621,5055679,71.0,57.46,1437.086621,5.055679,1020.3315009099999,825.7499724266
13113,503420105,12825183,9.1,2.8,503.420105,12.825183,45.811229555,14.09576294
13141,1220058027,17479750,12.9,1.9,1220.058027,17.47975,157.387485483,23.181102513
48259,1715747530,1496797,92.9,7.65,1715.74753,1.496797,1593.9294553700001,131.25468604500003
36039,1676140490,28201061,8.4,3.31,1676.14049,28.201061,140.79580116,55.480250219
51137,883480537,6502589,43.6,18.23,883.480537,6.502589,385.197514132,161.05850189510002
40089,4793134981,133993739,28.9,7.17,4793.134981,133.993739,1385.216009509,343.6677781377
13277,675662341,20498270,72.2,46.11,675.662341,20.49827,487.828210202,311.54790543509995
31025,1443578140,22073649,97.1,85.89,1443.57814,22.073649,1401.71437394,1239.889264446
46077,2155483525,81655092,100.6,73.45,2155.483525,81.655092,2168.41642615,1583.2026491125
56009,11020250155,26204242,95.2,3.92,11020.250155,26.204242,10491.278147559999,431.99380607599994
36043,3655805548,120422420,13.0,7.69,3655.805548,120.42242,475.25472124,281.1314466412
38047,2571326104,47715596,99.4,54.72,2571.326104,47.715596,2555.8981473760005,1407.0296441088
26053,2854517985,970153168,0.8,0.26,2854.517985,970.153168,22.836143879999998,7.4217467610000005
27005,3406166398,336840617,43.7,30.42,3406.166398,336.840617,1488.494715926,1036.1558182716
01095,1465528724,148498594,40.1,12.4,1465.528724,148.498594,587.6770183240001,181.725561776
47173,579055053,61028041,30.9,8.72,579.055053,61.028041,178.928011377,50.49360062160001
54057,849173054,3502975,47.2,14.09,849.173054,3.502975,400.80968148799997,119.64848330859999
55003,2706535135,3230651989,7.8,3.69,2706.535135,3230.651989,211.10974053,99.8711464815
17053,1257719718,1640286,86.9,84.54,1257.719718,1.640286,1092.9584349420002,1063.2762495972001
38029,3912007898,115480697,84.0,51.77,3912.007898,115.480697,3286.0866343199996,2025.2464887946
06089,9778230094,186479466,17.0,1.61,9778.230094,186.479466,1662.2991159800001,157.42950451340002
22113,3038598763,955343208,54.6,28.9,3038.598763,955.343208,1659.074924598,878.1550425069998
05121,1689288878,9852495,53.4,24.98,1689.288878,9.852495,902.080260852,421.9843617244
55085,2885082781,317622270,4.9,1.62,2885.082781,317.62227,141.369056269,46.738341052200006
22035,1089619193,56273972,82.2,71.81,1089.619193,56.273972,895.666976646,782.4555424933001
22037,1174307241,6151756,45.1,8.5,1174.307241,6.151756,529.612565691,99.816115485
22087,977746424,4604207636,13.4,1.17,977.746424,4604.207636,131.01802081600002,11.4396331608
48481,2813116790,21288266,77.0,46.88,2813.11679,21.288266,2166.0999283,1318.7891511520002
48153,2569637276,983737,100.6,68.94,2569.637276,0.983737,2585.0550996559996,1771.5079380744
21151,1132603918,15425953,82.1,26.72,1132.603918,15.425953,929.8678166779999,302.6317668896
47009,1447309647,20304906,26.4,11.35,1447.309647,20.304906,382.089746808,164.26964493449998
30031,6746899240,74547800,42.0,12.5,6746.89924,74.5478,2833.6976808,843.362405
45031,1453370732,14647308,40.1,27.03,1453.370732,14.647308,582.801663532,392.84610885960006
01053,2447822304,20797758,17.5,9.15,2447.822304,20.797758,428.3689032,223.97574081599998
13143,730804590,2616530,14.9,4.28,730.80459,2.61653,108.88988391,31.278436452
20001,1295762491,13023677,74.9,41.55,1295.762491,13.023677,970.5261057590001,538.3893150104999
17041,1079156592,1448702,91.8,88.74,1079.156592,1.448702,990.665751456,957.6435597408
51079,403788487,1756849,28.6,10.02,403.788487,1.756849,115.48350728199999,40.459606397399995
55137,1621695264,29151536,33.8,25.01,1621.695264,29.151536,548.132999232,405.5859855264
05065,1503683620,8913818,51.0,8.54,1503.68362,8.913818,766.8786462,128.414581148
06053,8496680819,1270736099,63.8,17.47,8496.680819,1270.736099,5420.882362521999,1484.3701390792996
35017,10259427302,15346268,35.3,0.26,10259.427302,15.346268,3621.577837606,26.6745109852
29131,1534813236,19159074,68.0,17.96,1534.813236,19.159074,1043.6730004800002,275.6524571856
37193,1954249751,6862434,22.1,8.57,1954.249751,6.862434,431.88919497100005,167.4792036607
02110,6829216436,1423792753,0.0,0.0,6829.216436,1423.792753,0.0,0.0
29165,1088302651,17119867,60.0,47.19,1088.302651,17.119867,652.9815906,513.5700210069
29021,1056742981,17211398,70.5,56.02,1056.742981,17.211398,745.003801605,591.9874179562
01083,1450278151,122329451,62.7,42.17,1450.278151,122.329451,909.3244006770001,611.5822962767
18065,1014954735,7655289,67.2,60.57,1014.954735,7.655289,682.04958192,614.7580829895
31143,1135309852,5947394,89.5,80.2,1135.309852,5.947394,1016.1023175400001,910.5185013040001
39123,660091271,855217016,74.5,70.54,660.091271,855.217016,491.767996895,465.6283825634
27107,2260512389,10208057,94.1,89.32,2260.512389,10.208057,2127.142158049,2019.0896658548
19165,1530110554,1486125,98.0,90.85,1530.110554,1.486125,1499.5083429200001,1390.105438309
24013,1159279222,13186154,51.2,38.19,1159.279222,13.186154,593.5509616639999,442.7287348817999
19011,1855117319,5760770,91.8,83.8,1855.117319,5.76077,1702.9976988419999,1554.588313322
21159,594701951,2564962,7.5,1.57,594.701951,2.564962,44.602646325,9.3368206307
27025,1074617226,71151170,43.5,31.15,1074.617226,71.15117,467.45849331000005,334.74326589900005
21189,511282856,2285944,23.1,8.13,511.282856,2.285944,118.10633973600001,41.5672961928
42015,2971750814,35275587,41.3,24.96,2971.750814,35.275587,1227.333086182,741.7490031744
54029,213957146,13879326,15.8,6.47,213.957146,13.879326,33.805229067999996,13.8430273462
29051,1014013382,19259438,74.1,28.12,1014.013382,19.259438,751.3839160619999,285.1405630184
26021,1470473558,2625519926,39.8,34.0,1470.473558,2625.519926,585.2484760839999,499.96100972
42061,2265337403,37851955,21.5,12.06,2265.337403,37.851955,487.047541645,273.19969080180005
31045,3616823834,11921995,83.9,19.53,3616.823834,11.921995,3034.5151967260003,706.3656947802
51141,1250846053,7142208,29.5,7.0,1250.846053,7.142208,368.99958563499996,87.55922371000001
26119,1415822785,41410946,7.5,4.66,1415.822785,41.410946,106.18670887500001,65.977341781
26135,1465088065,15136485,4.5,1.8,1465.088065,15.136485,65.928962925,26.37158517
35007,9733110215,26299618,86.2,0.8,9733.110215,26.299618,8389.941005330002,77.86488172000001
17163,1703659884,42054455,56.3,51.99,1703.659884,42.054455,959.1605146919999,885.7327736916
17189,1457058107,3454759,96.9,90.46,1457.058107,3.454759,1411.8893056830002,1318.0547635921998
42009,2621836594,11935889,34.3,18.45,2621.836594,11.935889,899.2899517419999,483.72885159299994
05127,2311063525,14887193,16.4,4.54,2311.063525,14.887193,379.01441809999994,104.92228403499999
20099,1671303693,20263208,96.7,53.33,1671.303693,20.263208,1616.150671131,891.3062594769
42073,927644463,11783868,35.8,24.05,927.644463,11.783868,332.096717754,223.0984933515
39067,1042034970,21847164,38.6,15.94,1042.03497,21.847164,402.22549842,166.10037421799998
37003,673358173,9445986,32.5,13.67,673.358173,9.445986,218.841406225,92.0480622491
34009,652640195,953946819,5.0,2.39,652.640195,953.946819,32.632009749999995,15.5981006605
33005,1830338973,57617298,11.9,2.37,1830.338973,57.617298,217.81033778699998,43.379033660100006
27089,4597384434,98019666,79.4,72.54,4597.384434,98.019666,3650.3232405960002,3334.9426684236005
51101,709481149,31126025,27.1,14.98,709.481149,31.126025,192.269391379,106.2802761202
08055,4120756337,5792101,57.1,1.91,4120.756337,5.792101,2352.951868427,78.70644603669999
48255,1936008340,15671660,90.3,15.68,1936.00834,15.67166,1748.21553102,303.566107712
47023,740053456,575590,43.7,23.19,740.053456,0.57559,323.40336027200004,171.6183964464
17171,649861236,4812706,96.8,82.08,649.861236,4.812706,629.065676448,533.4061025087999
49027,17106839735,600835682,11.4,3.45,17106.839735,600.835682,1950.1797297900002,590.1859708575
49029,1577739361,4437369,62.2,4.27,1577.739361,4.437369,981.3538825420001,67.36947071469999
48257,2021962201,69763126,91.1,26.74,2021.962201,69.763126,1842.0075651109998,540.6726925474
04011,4770701078,13750461,5.6,0.42,4770.701078,13.750461,267.159260368,20.0369445276
04013,23825875275,64310266,8.1,4.37,23825.875275,64.310266,1929.895897275,1041.1907495174999
26129,1459425379,29682543,19.4,13.24,1459.425379,29.682543,283.128523526,193.2279201796
47087,799368960,28196490,40.9,9.42,799.36896,28.19649,326.94190464,75.300556032
17159,932444608,4863725,77.5,68.67,932.444608,4.863725,722.6445712000001,640.3097123136
01009,1670079465,15039864,35.9,10.61,1670.079465,15.039864,599.558527935,177.1954312365
30051,3703639185,44411469,99.8,76.36,3703.639185,44.411469,3696.2319066299997,2828.098881666
48131,4645085813,5478267,72.9,3.96,4645.085813,5.478267,3386.2675576770002,183.9453981948
29173,1216727530,36396585,80.9,60.33,1216.72753,36.396585,984.33257177,734.0517188489998
48251,1877223454,25002941,88.6,29.47,1877.223454,25.002941,1663.2199802439998,553.2177518937999
13061,506035793,56605066,36.1,18.41,506.035793,56.605066,182.67892127300001,93.16118949130001
41023,11726927790,1893807,21.7,2.17,11726.92779,1.893807,2544.74333043,254.47433304299997
41011,4133690002,544752776,13.5,1.6,4133.690002,544.752776,558.0481502700001,66.13904003200001
48159,736570306,26874743,56.4,15.58,736.570306,26.874743,415.425652584,114.75765367479998
36113,2246154434,166682934,1.8,0.16,2246.154434,166.682934,40.430779812,3.5938470944
51113,830426508,3228803,52.1,21.98,830.426508,3.228803,432.65221066800007,182.5277464584
40005,2526582870,37283827,57.2,10.71,2526.58287,37.283827,1445.20540164,270.597025377
17129,814389209,2641080,83.5,69.08,814.389209,2.64108,680.014989515,562.5800655772
13015,1190154332,27368202,26.3,5.76,1190.154332,27.368202,313.01058931600005,68.55288952320001
12069,2436872973,559601970,30.5,7.22,2436.872973,559.60197,743.246256765,175.94222865060001
40111,1806123424,12915763,66.3,16.22,1806.123424,12.915763,1197.459830112,292.9532193728
38083,2518459184,86143152,88.6,63.94,2518.459184,86.143152,2231.3548370239996,1610.3028022495998
18049,954146361,7426329,91.0,83.76,954.146361,7.426329,868.2731885099998,799.1929919736
20091,1226262480,16736159,28.7,18.61,1226.26248,16.736159,351.93733176,228.20744752800002
24009,552178309,341560885,18.4,9.27,552.178309,341.560885,101.600808856,51.186929244299996
55129,2064513622,145566159,14.5,6.68,2064.513622,145.566159,299.35447518999996,137.9095099496
53031,4671790710,994835543,1.2,0.32,4671.79071,994.835543,56.061488520000005,14.949730272000002
27169,1621558336,40131783,67.0,45.12,1621.558336,40.131783,1086.4440851200002,731.6471212032
28149,1524245417,77800995,26.4,10.72,1524.245417,77.800995,402.400790088,163.3991087024
29003,1120659795,9686701,74.0,57.27,1120.659795,9.686701,829.2882483,641.8018645965
29139,1385765331,14100636,64.6,42.27,1385.765331,14.100636,895.2044038259999,585.7630054137001
20021,1521791027,8951473,84.9,62.48,1521.791027,8.951473,1292.000581923,950.8150336696
37083,1874459064,16933522,45.1,29.82,1874.459064,16.933522,845.381037864,558.9636928847999
35043,9609139504,10854361,33.0,0.74,9609.139504,10.854361,3171.0160363200002,71.1076323296
21051,1215461477,4763611,14.8,2.76,1215.461477,4.763611,179.88829859600003,33.546736765199995
42035,2299868230,23178794,7.0,4.67,2299.86823,23.178794,160.9907761,107.403846341
41043,5923493230,50497756,21.5,16.58,5923.49323,50.497756,1273.55104445,982.1151775339999
55065,1640985307,2539100,84.5,65.46,1640.985307,2.5391,1386.6325844149999,1074.1889819622
40147,1076019752,22829398,82.5,19.0,1076.019752,22.829398,887.7162953999999,204.44375288
54077,1680406633,6681831,34.4,11.61,1680.406633,6.681831,578.059881752,195.0952100913
55135,1936513136,45278485,42.1,29.79,1936.513136,45.278485,815.272030256,576.8872632144
48137,5485259829,5199800,74.8,0.92,5485.259829,5.1998,4102.974352091999,50.4643904268
41037,21078875989,568514572,14.5,3.2,21078.875989,568.514572,3056.437018405,674.5240316480001
29153,1929467329,26575007,47.6,6.38,1929.467329,26.575007,918.426448604,123.1000155902
48473,1329535289,11622560,77.1,21.74,1329.535289,11.62256,1025.0717078189998,289.0409718286
01099,2656517454,22609680,21.5,6.41,2656.517454,22.60968,571.1512526099999,170.28276880139998
50009,1718717381,28683328,10.1,1.87,1718.717381,28.683328,173.590455481,32.1400150247
51111,1118051114,1795027,26.4,9.31,1118.051114,1.795027,295.165494096,104.09055871340003
38097,2232438250,1462184,97.7,95.36,2232.43825,1.462184,2181.09217025,2128.8531152
13139,1017805267,94061469,16.2,5.47,1017.805267,94.061469,164.884453254,55.67394810489999
13283,516529395,7805621,29.0,9.01,516.529395,7.805621,149.79352455,46.5392984895
13037,726147254,8315719,64.6,36.96,726.147254,8.315719,469.09112608399994,268.3840250784
55125,2221447085,414426793,1.0,0.61,2221.447085,414.426793,22.214470849999998,13.550827218499998
27007,6487120495,1426321738,10.5,4.98,6487.120495,1426.321738,681.147651975,323.05860065100006
24019,1400542024,1145384767,38.2,28.02,1400.542024,1145.384767,535.0070531680001,392.4318751248
42037,1251240776,18266225,34.5,25.53,1251.240776,18.266225,431.67806772000006,319.44177011280004
39023,1029475869,13070242,67.2,59.52,1029.475869,13.070242,691.8077839680002,612.7440372288
48323,3313819221,31869807,53.1,2.6,3313.819221,31.869807,1759.6380063510003,86.15929974600002
04019,23794788865,5259325,44.5,0.69,23794.788865,5.259325,10588.681044924999,164.18404316849998
35006,11758240020,5819738,54.8,0.19,11758.24002,5.819738,6443.515530959999,22.340656038
34005,2069239325,55032009,18.8,9.73,2069.239325,55.032009,389.01699310000004,201.33698632250002
50021,2408212536,38758591,16.6,5.82,2408.212536,38.758591,399.76328097600003,140.1579695952
13099,1327612139,9717177,51.1,24.38,1327.612139,9.717177,678.409803029,323.6718394882
25007,267309256,1004275270,11.7,1.23,267.309256,1004.27527,31.275182952,3.2879038487999996
38049,4853553119,97384707,86.7,52.48,4853.553119,97.384707,4208.030554173,2547.1446768512
31179,1147143905,1087702,99.2,89.48,1147.143905,1.087702,1137.96675376,1026.464366194
38045,2967976309,12813378,99.1,86.3,2967.976309,12.813378,2941.264522219,2561.3635546670002
16023,5792509562,5260331,9.1,5.49,5792.509562,5.260331,527.118370142,318.0087749538
33007,4647904964,92563568,4.1,1.34,4647.904964,92.563568,190.564103524,62.281926517600006
38043,3499507647,211725374,86.5,49.03,3499.507647,211.725374,3027.0741146550004,1715.8085993241
48273,2282572442,541041664,85.5,11.64,2282.572442,541.041664,1951.59943791,265.6914322488
18127,1082777926,268688087,45.8,42.87,1082.777926,268.688087,495.9122901079999,464.18689687619997
28101,1496636739,4525334,28.4,6.8,1496.636739,4.525334,425.044833876,101.771298252
37163,2449357429,4923826,49.8,34.63,2449.357429,4.923826,1219.7799996420001,848.2124776627002
47127,334684865,3093435,70.6,21.13,334.684865,3.093435,236.28751469,70.7189119745
12103,709243774,865801424,1.4,0.39,709.243774,865.801424,9.929412836000001,2.7660507186000003
17065,1125780248,3172680,72.1,62.69,1125.780248,3.17268,811.6875588079998,705.7516374712
05105,1428543051,23226441,22.0,8.97,1428.543051,23.226441,314.27947122,128.14031167470003
20023,2641501922,2738021,81.1,52.2,2641.501922,2.738021,2142.258058742,1378.8640032839999
08029,2958099789,16777978,32.4,9.49,2958.099789,16.777978,958.424331636,280.7236699761
19185,1360940440,4347639,84.8,60.01,1360.94044,4.347639,1154.07749312,816.700358044
