"Footslope"|"43128787"|"17992912"
"Footslope"|"43128793"|"17992913"
"Summit"|"43128795"|"17992914"
"Summit"|"43128797"|"17992915"
"Summit"|"43128801"|"17992916"
"Footslope"|"43128808"|"17992917"
"Summit"|"43128818"|"17992918"
"Footslope"|"43128785"|"17992911"
"Toeslope"|"43128783"|"17992910"
"Footslope"|"43128781"|"17992909"
"Summit"|"43128722"|"17992908"
"Toeslope"|"43128719"|"17992907"
"Toeslope"|"43128717"|"17992906"
"Toeslope"|"43128715"|"17992905"
"Footslope"|"43128699"|"17992904"
"Summit"|"43128693"|"17992903"
"Footslope"|"43128688"|"17992902"
"Footslope"|"43128677"|"17992901"
"Summit"|"43128669"|"17992900"
"Toeslope"|"43128666"|"17992899"
"Toeslope"|"43128664"|"17992898"
"Summit"|"43128658"|"17992897"
"Footslope"|"43128654"|"17992896"
"Footslope"|"43128651"|"17992895"
"Footslope"|"43128649"|"17992894"
"Summit"|"43128648"|"17992893"
"Toeslope"|"43128645"|"17992892"
"Toeslope"|"43128644"|"17992891"
"Toeslope"|"43128642"|"17992890"
"Toeslope"|"43128630"|"17992889"
"Toeslope"|"43128622"|"17992888"
"Toeslope"|"43128614"|"17992887"
"Toeslope"|"43128604"|"17992886"
"Toeslope"|"43128600"|"17992885"
"Toeslope"|"43128596"|"17992884"
"Toeslope"|"43128592"|"17992883"
"Toeslope"|"43128588"|"17992882"
"Toeslope"|"43128584"|"17992881"
"Toeslope"|"43128575"|"17992880"
"Toeslope"|"43128562"|"17992879"
"Toeslope"|"43128558"|"17992878"
"Toeslope"|"43128552"|"17992877"
"Toeslope"|"43128548"|"17992876"
"Toeslope"|"43128546"|"17992875"
"Toeslope"|"43128543"|"17992874"
"Toeslope"|"43128541"|"17992873"
"Footslope"|"43128536"|"17992872"
"Toeslope"|"43128534"|"17992871"
"Toeslope"|"43128530"|"17992870"
"Toeslope"|"43128526"|"17992869"
"Toeslope"|"43128524"|"17992868"
"Toeslope"|"43128522"|"17992867"
"Toeslope"|"43128520"|"17992866"
"Footslope"|"43128518"|"17992865"
"Footslope"|"43128516"|"17992864"
"Toeslope"|"43128514"|"17992863"
"Footslope"|"43128510"|"17992862"
"Toeslope"|"43128508"|"17992861"
"Footslope"|"43128506"|"17992860"
"Footslope"|"43128504"|"17992859"
"Footslope"|"43128501"|"17992858"
"Footslope"|"43128499"|"17992857"
"Footslope"|"43128496"|"17992856"
"Footslope"|"43128494"|"17992855"
"Footslope"|"43128490"|"17992854"
"Footslope"|"43128488"|"17992853"
"Footslope"|"43128486"|"17992852"
"Footslope"|"43128484"|"17992851"
