"4"|"26782905"|"6036916"
"2"|"26782908"|"6036917"
"4"|"26782910"|"6036918"
"2"|"26782913"|"6036919"
"4"|"26782915"|"6036920"
"2"|"26782918"|"6036921"
"4"|"26782920"|"6036922"
"4"|"26782924"|"6036923"
"4"|"26782928"|"6036924"
"2"|"26782901"|"6036915"
"4"|"26782900"|"6036914"
"4"|"26782895"|"6036913"
"4"|"26782892"|"6036912"
"4"|"26782891"|"6036911"
"4"|"26782887"|"6036910"
"4"|"26782886"|"6036909"
"4"|"26782880"|"6036908"
"4"|"26782875"|"6036907"
"4"|"26782874"|"6036906"
"4"|"26782873"|"6036905"
"4"|"26782872"|"6036904"
"4"|"26782871"|"6036903"
"4"|"26782870"|"6036902"
"4"|"26782866"|"6036901"
"4"|"26782864"|"6036900"
"4"|"26782863"|"6036899"
"4"|"26782862"|"6036898"
"4"|"26782861"|"6036897"
"4"|"26782860"|"6036896"
"2"|"26782857"|"6036895"
"4"|"26782856"|"6036894"
"4"|"26782855"|"6036893"
"4"|"26782854"|"6036892"
"4"|"26782853"|"6036891"
"4"|"26782852"|"6036890"
"4"|"26782848"|"6036889"
"4"|"26782842"|"6036888"
"4"|"26782838"|"6036887"
"4"|"26782837"|"6036886"
"4"|"26782833"|"6036885"
"4"|"26782830"|"6036884"
"4"|"26782827"|"6036883"
"4"|"26782826"|"6036882"
"4"|"26782821"|"6036881"
"4"|"26782817"|"6036880"
"4"|"26782816"|"6036879"
"4"|"26782813"|"6036878"
"4"|"26782804"|"6036877"
"2"|"26782802"|"6036876"
"4"|"26782802"|"6036875"
"4"|"26782800"|"6036874"
"2"|"26782798"|"6036873"
"4"|"26782798"|"6036872"
"4"|"26782797"|"6036871"
"4"|"26782796"|"6036870"
"4"|"26782795"|"6036869"
"2"|"26782794"|"6036868"
"4"|"26782794"|"6036867"
"4"|"26782792"|"6036866"
"4"|"26782788"|"6036865"
"4"|"26782784"|"6036864"
"4"|"26782780"|"6036863"
"4"|"26782778"|"6036862"
"4"|"26782777"|"6036861"
"4"|"26782776"|"6036860"
"4"|"26782775"|"6036859"
"2"|"26782774"|"6036858"
"4"|"26782774"|"6036857"
"2"|"26782772"|"6036855"
"4"|"26782772"|"6036856"
"4"|"26782770"|"6036854"
"2"|"26782768"|"6036853"
"4"|"26782768"|"6036852"
"2"|"26782767"|"6036851"
"4"|"26782767"|"6036850"
"4"|"26782765"|"6036849"
"2"|"26782763"|"6036848"
"4"|"26782763"|"6036847"
"2"|"26782762"|"6036846"
"4"|"26782762"|"6036845"
"4"|"26782761"|"6036844"
"2"|"26782760"|"6036841"
"3"|"26782760"|"6036842"
"4"|"26782760"|"6036843"
"2"|"26782759"|"6036840"
"4"|"26782759"|"6036839"
"2"|"26782758"|"6036838"
"4"|"26782758"|"6036837"
"4"|"26782757"|"6036836"
"2"|"26782756"|"6036834"
"4"|"26782756"|"6036835"
"4"|"26782755"|"6036833"
"2"|"26782754"|"6036831"
"4"|"26782754"|"6036832"
"4"|"26782753"|"6036830"
"2"|"26782752"|"6036829"
"4"|"26782752"|"6036828"
"2"|"26782749"|"6036826"
"3"|"26782749"|"6036827"
"4"|"26782745"|"6036825"
"2"|"26782743"|"6036824"
"4"|"26782743"|"6036823"
"4"|"26782740"|"6036822"
"4"|"26782735"|"6036821"
"4"|"26782730"|"6036820"
"2"|"26782728"|"6036819"
"4"|"26782728"|"6036818"
"4"|"26782727"|"6036817"
"4"|"26782726"|"6036816"
"2"|"26782725"|"6036814"
"4"|"26782725"|"6036815"
"4"|"26782722"|"6036813"
"2"|"26782721"|"6036812"
"4"|"26782721"|"6036811"
"4"|"26782718"|"6036810"
"2"|"26782717"|"6036809"
"4"|"26782717"|"6036808"
"2"|"26782716"|"6036807"
"4"|"26782716"|"6036806"
"2"|"26782715"|"6036805"
"4"|"26782715"|"6036804"
"4"|"26782713"|"6036803"
"2"|"26782712"|"6036802"
"4"|"26782712"|"6036801"
"2"|"26782711"|"6036800"
"4"|"26782711"|"6036799"
"2"|"26782710"|"6036798"
"4"|"26782710"|"6036797"
"4"|"26782708"|"6036796"
"2"|"26782707"|"6036795"
"4"|"26782707"|"6036794"
"2"|"26782706"|"6036793"
"4"|"26782706"|"6036792"
"4"|"26782705"|"6036791"
"4"|"26782704"|"6036790"
"4"|"26782703"|"6036789"
"2"|"26782702"|"6036787"
"4"|"26782702"|"6036788"
"2"|"26782700"|"6036786"
"4"|"26782700"|"6036785"
"4"|"26782699"|"6036784"
"4"|"26782698"|"6036783"
"3"|"26782697"|"6036782"
"2"|"26782695"|"6036781"
"4"|"26782695"|"6036780"
"4"|"26782691"|"6036779"
"2"|"26782687"|"6036777"
"4"|"26782687"|"6036778"
"4"|"26782686"|"6036776"
"4"|"26782935"|"6036925"
"4"|"26782943"|"6036926"
"4"|"26782953"|"6036927"
"4"|"26782960"|"6036928"
"4"|"26782969"|"6036929"
"4"|"26782975"|"6036930"
"4"|"26782981"|"6036931"
"4"|"26782986"|"6036932"
"4"|"26782990"|"6036933"
"4"|"26782991"|"6036934"
"4"|"26782995"|"6036935"
"4"|"26782998"|"6036936"
"4"|"26783004"|"6036937"
"4"|"26783012"|"6036938"
"4"|"26783017"|"6036939"
"4"|"26783021"|"6036940"
"4"|"26783028"|"6036941"
"2"|"26783031"|"6036942"
"4"|"26783035"|"6036943"
"4"|"26783040"|"6036944"
"4"|"26783046"|"6036945"
"2"|"26783049"|"6036946"
"4"|"26783049"|"6036947"
"4"|"26783054"|"6036948"
"4"|"26783062"|"6036949"
"4"|"26783068"|"6036950"
"4"|"26783073"|"6036951"
"4"|"26783081"|"6036952"
"4"|"26783083"|"6036953"
"4"|"26783088"|"6036954"
"4"|"26783092"|"6036955"
"4"|"26783098"|"6036956"
"4"|"26783103"|"6036957"
"4"|"26783109"|"6036958"
"4"|"26783113"|"6036959"
"4"|"26783119"|"6036960"
"4"|"26783124"|"6036961"
"4"|"26783131"|"6036962"
"4"|"26783140"|"6036963"
"4"|"26783145"|"6036964"
"2"|"26783149"|"6036965"
"4"|"26783151"|"6036966"
"4"|"26783156"|"6036967"
"4"|"26783160"|"6036968"
"2"|"26783163"|"6036969"
"4"|"26783166"|"6036970"
"4"|"26783174"|"6036971"
"4"|"26783184"|"6036972"
"4"|"26783185"|"6036973"
"4"|"26783188"|"6036974"
"4"|"26783190"|"6036975"
"4"|"26783202"|"6036976"
"4"|"26783215"|"6036977"
"4"|"26783222"|"6036978"
"4"|"26783228"|"6036979"
"4"|"26783234"|"6036980"
"4"|"26783240"|"6036981"
"2"|"26783245"|"6036983"
"3"|"26783245"|"6036982"
"4"|"26783251"|"6036984"
"4"|"26783260"|"6036985"
"4"|"26783267"|"6036986"
"4"|"26783272"|"6036987"
"4"|"26783278"|"6036988"
"4"|"26783282"|"6036989"
"4"|"26783287"|"6036990"
"4"|"26783292"|"6036991"
"4"|"26783299"|"6036992"
"4"|"26783305"|"6036993"
"4"|"26783310"|"6036994"
"4"|"26783316"|"6036995"
"4"|"26783329"|"6036996"
"4"|"26783333"|"6036997"
"4"|"26783337"|"6036998"
"4"|"26783343"|"6036999"
"2"|"26783349"|"6037001"
"4"|"26783349"|"6037000"
"2"|"26783351"|"6037002"
"4"|"26783351"|"6037003"
"3"|"26783353"|"6037005"
"4"|"26783353"|"6037004"
"2"|"26783354"|"6037007"
"4"|"26783354"|"6037006"
"4"|"26783355"|"6037008"
"4"|"26783356"|"6037009"
"4"|"26783357"|"6037010"
"4"|"26783358"|"6037011"
"4"|"26783359"|"6037012"
"4"|"26783360"|"6037013"
"4"|"26783361"|"6037014"
"4"|"26783363"|"6037015"
"4"|"26783364"|"6037016"
"4"|"26783369"|"6037017"
"2"|"26783370"|"6037020"
"3"|"26783370"|"6037018"
"4"|"26783370"|"6037019"
"4"|"26783373"|"6037021"
"4"|"26783374"|"6037022"
"4"|"26783375"|"6037023"
"4"|"26783376"|"6037024"
"4"|"26783378"|"6037025"
