"Silt loam"||"162260658"|"165023894"
"Loam"||"162260660"|"165023896"
"Silt loam"||"162260700"|"165023936"
"Clay loam"||"162260710"|"165023946"
"Clay loam"||"162260711"|"165023947"
"Silt loam"||"162260712"|"165023948"
"Silt loam"||"162260706"|"165023942"
"Loam"||"162260707"|"165023943"
"Silt loam"||"162260708"|"165023944"
"Loam"||"162260709"|"165023945"
"Silt loam"||"162260704"|"165023940"
"Loam"||"162260705"|"165023941"
"Clay loam"||"162260714"|"165023950"
"Clay loam"||"162260715"|"165023951"
"Silt loam"||"162260716"|"165023952"
"Loam"||"162260717"|"165023953"
"Silt loam"||"162260718"|"165023954"
"Loam"||"162260719"|"165023955"
"Silt loam"||"162260713"|"165023949"
"Silt loam"||"162260720"|"165023956"
"Loam"||"162260721"|"165023957"
"Clay loam"||"162260723"|"165023959"
"Clay loam"||"162260724"|"165023960"
"Silt loam"||"162260725"|"165023961"
"Loam"||"162260726"|"165023962"
"Silt loam"||"162260727"|"165023963"
"Loam"||"162260728"|"165023964"
"Silt loam"||"162260722"|"165023958"
"Silt loam"||"162260729"|"165023965"
"Loam"||"162260730"|"165023966"
"Clay"||"162260733"|"165023969"
"Clay"||"162260734"|"165023970"
"Silty clay"||"162260732"|"165023968"
"Silty clay"||"162260737"|"165023973"
"Silt loam"||"162260659"|"165023895"
"Clay loam"||"162260657"|"165023893"
"Clay loam"||"162260656"|"165023892"
"Clay loam"||"162260646"|"165023882"
"Clay"||"162260645"|"165023881"
"Silty clay"||"162260644"|"165023880"
"Clay"||"162260655"|"165023891"
"Silty clay"||"162260654"|"165023890"
"Clay"||"162260653"|"165023889"
"Silty clay"||"162260652"|"165023888"
"Clay"||"162260651"|"165023887"
"Silty clay"||"162260650"|"165023886"
"Clay"||"162260649"|"165023885"
"Silty clay"||"162260648"|"165023884"
"Clay loam"||"162260647"|"165023883"
"Silty clay"||"162260643"|"165023879"
"Silty clay"||"162260642"|"165023878"
"Silty clay"||"162260637"|"165023873"
"Clay"||"162260636"|"165023872"
"Silty clay"||"162260639"|"165023875"
"Silty clay"||"162260638"|"165023874"
"Clay"||"162260633"|"165023869"
"Silty clay"||"162260632"|"165023868"
"Silty clay"||"162260641"|"165023877"
"Silty clay"||"162260640"|"165023876"
"Clay"||"162260635"|"165023871"
"Silty clay"||"162260634"|"165023870"
"Silty clay"||"162260629"|"165023865"
"Silty clay"||"162260628"|"165023864"
"Silty clay"||"162260621"|"165023857"
"Clay"||"162260620"|"165023856"
"Silty clay"||"162260627"|"165023863"
"Silty clay"||"162260626"|"165023862"
"Clay"||"162260631"|"165023867"
"Silty clay"||"162260630"|"165023866"
"Silty clay"||"162260625"|"165023861"
"Silty clay"||"162260624"|"165023860"
"Clay"||"162260623"|"165023859"
"Silty clay"||"162260622"|"165023858"
"Silty clay"||"162260611"|"165023847"
"Clay"||"162260610"|"165023846"
"Silty clay"||"162260617"|"165023853"
"Silty clay"||"162260616"|"165023852"
"Clay"||"162260613"|"165023849"
"Silty clay"||"162260612"|"165023848"
"Silty clay"||"162260609"|"165023845"
"Silty clay"||"162260608"|"165023844"
"Silty clay"||"162260619"|"165023855"
"Silty clay"||"162260618"|"165023854"
"Clay"||"162260615"|"165023851"
"Silty clay"||"162260614"|"165023850"
"Silt loam"||"162260607"|"165023843"
"Loam"||"162260600"|"165023836"
"Silt loam"||"162260599"|"165023835"
"Clay loam"||"162260606"|"165023842"
"Clay loam"||"162260605"|"165023841"
"Loam"||"162260604"|"165023840"
"Silt loam"||"162260603"|"165023839"
"Loam"||"162260602"|"165023838"
"Silt loam"||"162260601"|"165023837"
"Clay loam"||"162260595"|"165023831"
"Clay"||"162260594"|"165023830"
"Silty clay"||"162260593"|"165023829"
"Clay"||"162260592"|"165023828"
"Silty clay"||"162260591"|"165023827"
"Clay"||"162260590"|"165023826"
"Silty clay"||"162260589"|"165023825"
"Clay"||"162260588"|"165023824"
"Silty clay"||"162260587"|"165023823"
"Clay"||"162260598"|"165023834"
"Silty clay"||"162260597"|"165023833"
"Clay loam"||"162260596"|"165023832"
"Silty clay"||"162260586"|"165023822"
"Silty clay"||"162260585"|"165023821"
"Silty clay"||"162260580"|"165023816"
"Clay"||"162260579"|"165023815"
"Silty clay"||"162260582"|"165023818"
"Silty clay"||"162260581"|"165023817"
"Clay"||"162260576"|"165023812"
"Silty clay"||"162260575"|"165023811"
"Silty clay"||"162260584"|"165023820"
"Silty clay"||"162260583"|"165023819"
"Clay"||"162260578"|"165023814"
"Silty clay"||"162260577"|"165023813"
"Silty clay"||"162260572"|"165023808"
"Clay"||"162260571"|"165023807"
"Silty clay"||"162260568"|"165023804"
"Silty clay"||"162260567"|"165023803"
"Silty clay"||"162260566"|"165023802"
"Silty clay"||"162260565"|"165023801"
"Clay"||"162260570"|"165023806"
"Silty clay"||"162260569"|"165023805"
"Silty clay"||"162260564"|"165023800"
"Silty clay"||"162260563"|"165023799"
"Clay"||"162260574"|"165023810"
