"smectitic"|"26782685"|"21190762"
"smectitic"|"26782687"|"21190763"
"mixed"|"26782688"|"21190764"
"smectitic"|"26782689"|"21190765"
"mixed"|"26782690"|"21190766"
"smectitic"|"26782692"|"21190767"
"mixed"|"26782693"|"21190768"
"smectitic"|"26782694"|"21190769"
"smectitic"|"26782695"|"21190770"
"smectitic"|"26782696"|"21190771"
"smectitic"|"26782697"|"21190772"
"smectitic"|"26782700"|"21190773"
"smectitic"|"26782702"|"21190774"
"smectitic"|"26782704"|"21190775"
"mixed"|"26782705"|"21190776"
"smectitic"|"26782706"|"21190777"
"smectitic"|"26782707"|"21190778"
"smectitic"|"26782709"|"21190779"
"mixed"|"26782710"|"21190780"
"smectitic"|"26782711"|"21190781"
"smectitic"|"26782712"|"21190782"
"smectitic"|"26782714"|"21190783"
"mixed"|"26782715"|"21190784"
"smectitic"|"26782716"|"21190785"
"mixed"|"26782717"|"21190786"
"mixed"|"26782719"|"21190787"
"mixed"|"26782720"|"21190788"
"mixed"|"26782721"|"21190789"
"mixed"|"26782723"|"21190790"
"mixed"|"26782724"|"21190791"
"mixed"|"26782725"|"21190792"
"mixed"|"26782727"|"21190793"
"smectitic"|"26782728"|"21190794"
"mixed"|"26782729"|"21190795"
"mixed"|"26782731"|"21190796"
"mixed"|"26782732"|"21190797"
"mixed"|"26782733"|"21190798"
"mixed"|"26782734"|"21190799"
"mixed"|"26782736"|"21190800"
"mixed"|"26782737"|"21190801"
"mixed"|"26782738"|"21190802"
"mixed"|"26782739"|"21190803"
"mixed"|"26782741"|"21190804"
"mixed"|"26782742"|"21190805"
"smectitic"|"26782743"|"21190806"
"mixed"|"26782744"|"21190807"
"smectitic"|"26782746"|"21190808"
"mixed"|"26782747"|"21190809"
"mixed"|"26782748"|"21190810"
"smectitic"|"26782749"|"21190811"
"smectitic"|"26782750"|"21190812"
"mixed"|"26782751"|"21190813"
"smectitic"|"26782752"|"21190814"
"smectitic"|"26782754"|"21190815"
"smectitic"|"26782756"|"21190816"
"mixed"|"26782757"|"21190817"
"mixed"|"26782758"|"21190818"
"smectitic"|"26782759"|"21190819"
"smectitic"|"26782760"|"21190820"
"smectitic"|"26782762"|"21190821"
"smectitic"|"26782763"|"21190822"
"mixed"|"26782764"|"21190823"
"mixed"|"26782766"|"21190824"
"mixed"|"26782767"|"21190825"
"smectitic"|"26782768"|"21190826"
"mixed"|"26782769"|"21190827"
"mixed"|"26782771"|"21190828"
"mixed"|"26782772"|"21190829"
"mixed"|"26782773"|"21190830"
"smectitic"|"26782774"|"21190831"
"mixed"|"26782775"|"21190832"
"mixed"|"26782776"|"21190833"
"mixed"|"26782778"|"21190834"
"mixed"|"26782779"|"21190835"
"smectitic"|"26782781"|"21190836"
"mixed"|"26782782"|"21190837"
"mixed"|"26782783"|"21190838"
"smectitic"|"26782785"|"21190839"
"mixed"|"26782786"|"21190840"
"mixed"|"26782787"|"21190841"
"smectitic"|"26782789"|"21190842"
"mixed"|"26782790"|"21190843"
"mixed"|"26782791"|"21190844"
"mixed"|"26782793"|"21190845"
"smectitic"|"26782794"|"21190846"
"mixed"|"26782795"|"21190847"
"mixed"|"26782797"|"21190848"
"smectitic"|"26782798"|"21190849"
"mixed"|"26782799"|"21190850"
"mixed"|"26782801"|"21190851"
"smectitic"|"26782802"|"21190852"
"mixed"|"26782803"|"21190853"
"mixed"|"26782805"|"21190854"
"mixed"|"26782806"|"21190855"
"mixed"|"26782807"|"21190856"
"smectitic"|"26782808"|"21190857"
"smectitic"|"26782809"|"21190858"
"smectitic"|"26782810"|"21190859"
"mixed"|"26782811"|"21190860"
"smectitic"|"26782812"|"21190861"
"mixed"|"26782814"|"21190862"
"smectitic"|"26782815"|"21190863"
"mixed"|"26782818"|"21190864"
"smectitic"|"26782819"|"21190865"
"smectitic"|"26782820"|"21190866"
"mixed"|"26782822"|"21190867"
"mixed"|"26782823"|"21190868"
"mixed"|"26782824"|"21190869"
"mixed"|"26782825"|"21190870"
"mixed"|"26782828"|"21190871"
"mixed"|"26782829"|"21190872"
"mixed"|"26782831"|"21190873"
"smectitic"|"26782832"|"21190874"
"mixed"|"26782834"|"21190875"
"mixed"|"26782835"|"21190876"
"mixed"|"26782836"|"21190877"
"mixed"|"26782839"|"21190878"
"mixed"|"26782840"|"21190879"
"smectitic"|"26782841"|"21190880"
"smectitic"|"26782843"|"21190881"
"smectitic"|"26782844"|"21190882"
"smectitic"|"26782845"|"21190883"
"smectitic"|"26782846"|"21190884"
"mixed"|"26782847"|"21190885"
"mixed"|"26782849"|"21190886"
"mixed"|"26782850"|"21190887"
"mixed"|"26782851"|"21190888"
"mixed"|"26782852"|"21190889"
"mixed"|"26782853"|"21190890"
"mixed"|"26782855"|"21190891"
"mixed"|"26782857"|"21190892"
"mixed"|"26782858"|"21190893"
"mixed"|"26782859"|"21190894"
"mixed"|"26782860"|"21190895"
"mixed"|"26782861"|"21190896"
"mixed"|"26782863"|"21190897"
"mixed"|"26782864"|"21190898"
"mixed"|"26782865"|"21190899"
"mixed"|"26782867"|"21190900"
"mixed"|"26782868"|"21190901"
"mixed"|"26782869"|"21190902"
"mixed"|"26782870"|"21190903"
"mixed"|"26782873"|"21190904"
"mixed"|"26782876"|"21190905"
"smectitic"|"26782877"|"21190906"
"mixed"|"26782878"|"21190907"
