"Xeric"|"26783084"|"11735776"
"Xeric"|"26783085"|"11735777"
"Xeric"|"26783086"|"11735778"
"Xeric"|"26783087"|"11735779"
"Aquic"|"26783088"|"11735780"
"Xeric"|"26783089"|"11735781"
"Xeric"|"26783090"|"11735782"
"Xeric"|"26783091"|"11735783"
"Aquic"|"26783092"|"11735784"
"Xeric"|"26783093"|"11735785"
"Xeric"|"26783094"|"11735786"
"Xeric"|"26783095"|"11735787"
"Xeric"|"26783096"|"11735788"
"Xeric"|"26783097"|"11735789"
"Aquic"|"26783098"|"11735790"
"Xeric"|"26783099"|"11735791"
"Xeric"|"26783100"|"11735792"
"Xeric"|"26783101"|"11735793"
"Xeric"|"26783102"|"11735794"
"Aquic"|"26783103"|"11735795"
"Xeric"|"26783104"|"11735796"
"Xeric"|"26783105"|"11735797"
"Xeric"|"26783106"|"11735798"
"Xeric"|"26783107"|"11735799"
"Xeric"|"26783108"|"11735800"
"Aquic"|"26783109"|"11735801"
"Xeric"|"26783110"|"11735802"
"Xeric"|"26783111"|"11735803"
"Xeric"|"26783112"|"11735804"
"Aquic"|"26783113"|"11735805"
"Xeric"|"26783114"|"11735806"
"Xeric"|"26783115"|"11735807"
"Xeric"|"26783116"|"11735808"
"Aquic"|"26783083"|"11735775"
"Xeric"|"26783082"|"11735774"
"Aquic"|"26783081"|"11735773"
"Xeric"|"26783080"|"11735772"
"Xeric"|"26783079"|"11735771"
"Xeric"|"26783078"|"11735770"
"Xeric"|"26783077"|"11735769"
"Xeric"|"26783076"|"11735768"
"Xeric"|"26783075"|"11735767"
"Xeric"|"26783074"|"11735766"
"Aquic"|"26783073"|"11735765"
"Xeric"|"26783072"|"11735764"
"Xeric"|"26783071"|"11735763"
"Xeric"|"26783070"|"11735762"
"Xeric"|"26783069"|"11735761"
"Aquic"|"26783068"|"11735760"
"Xeric"|"26783067"|"11735759"
"Xeric"|"26783066"|"11735758"
"Xeric"|"26783065"|"11735757"
"Xeric"|"26783064"|"11735756"
"Xeric"|"26783063"|"11735755"
"Aquic"|"26783062"|"11735754"
"Xeric"|"26783061"|"11735753"
"Xeric"|"26783060"|"11735752"
"Xeric"|"26783059"|"11735751"
"Xeric"|"26783058"|"11735750"
"Xeric"|"26783057"|"11735749"
"Xeric"|"26783056"|"11735748"
"Xeric"|"26783055"|"11735747"
"Aquic"|"26783054"|"11735746"
"Xeric"|"26783053"|"11735745"
"Xeric"|"26783052"|"11735744"
"Xeric"|"26783051"|"11735743"
"Xeric"|"26783050"|"11735742"
"Aquic"|"26783049"|"11735741"
"Xeric"|"26783048"|"11735740"
"Xeric"|"26783047"|"11735739"
"Aquic"|"26783046"|"11735738"
"Xeric"|"26783045"|"11735737"
"Xeric"|"26783044"|"11735736"
"Xeric"|"26783043"|"11735735"
"Xeric"|"26783042"|"11735734"
"Xeric"|"26783041"|"11735733"
"Aquic"|"26783040"|"11735732"
"Xeric"|"26783039"|"11735731"
"Xeric"|"26783038"|"11735730"
"Xeric"|"26783037"|"11735729"
"Xeric"|"26783036"|"11735728"
"Aquic"|"26783035"|"11735727"
"Xeric"|"26783034"|"11735726"
"Xeric"|"26783033"|"11735725"
"Xeric"|"26783032"|"11735724"
"Aquic"|"26783031"|"11735723"
"Aquic"|"26783030"|"11735722"
"Xeric"|"26783029"|"11735721"
"Aquic"|"26783028"|"11735720"
"Xeric"|"26783027"|"11735719"
"Xeric"|"26783026"|"11735718"
"Xeric"|"26783025"|"11735717"
"Xeric"|"26783024"|"11735716"
"Xeric"|"26783023"|"11735715"
"Xeric"|"26783022"|"11735714"
"Aquic"|"26783021"|"11735713"
"Xeric"|"26783020"|"11735712"
"Xeric"|"26783019"|"11735711"
"Xeric"|"26783018"|"11735710"
"Aquic"|"26783017"|"11735709"
"Xeric"|"26783016"|"11735708"
"Xeric"|"26783015"|"11735707"
"Xeric"|"26783014"|"11735706"
"Xeric"|"26783013"|"11735705"
"Aquic"|"26783012"|"11735704"
"Xeric"|"26783011"|"11735703"
"Xeric"|"26783010"|"11735702"
"Xeric"|"26783009"|"11735701"
"Xeric"|"26783008"|"11735700"
"Xeric"|"26783007"|"11735699"
"Xeric"|"26783006"|"11735698"
"Xeric"|"26783005"|"11735697"
"Aquic"|"26783004"|"11735696"
"Xeric"|"26783003"|"11735695"
"Xeric"|"26783002"|"11735694"
"Xeric"|"26783001"|"11735693"
"Xeric"|"26783000"|"11735692"
"Xeric"|"26782999"|"11735691"
"Aquic"|"26782998"|"11735690"
"Xeric"|"26782997"|"11735689"
"Aquic"|"26782996"|"11735688"
"Aquic"|"26782995"|"11735687"
"Xeric"|"26782994"|"11735686"
"Xeric"|"26782993"|"11735685"
"Xeric"|"26782992"|"11735684"
"Aquic"|"26782991"|"11735683"
"Aquic"|"26782990"|"11735682"
"Xeric"|"26782989"|"11735681"
"Xeric"|"26782988"|"11735680"
"Xeric"|"26782987"|"11735679"
"Aquic"|"26782986"|"11735678"
"Xeric"|"26782985"|"11735677"
"Xeric"|"26782984"|"11735676"
"Xeric"|"26782983"|"11735675"
"Xeric"|"26782982"|"11735674"
"Aquic"|"26782981"|"11735673"
"Xeric"|"26782980"|"11735672"
"Xeric"|"26782979"|"11735671"
"Xeric"|"26782978"|"11735670"
"Xeric"|"26782977"|"11735669"
"Xeric"|"26782976"|"11735668"
"Aquic"|"26782975"|"11735667"
"Xeric"|"26782974"|"11735666"
"Xeric"|"26782973"|"11735665"
"Xeric"|"26782972"|"11735664"
"Xeric"|"26782971"|"11735663"
"Xeric"|"26782970"|"11735662"
"Aquic"|"26782969"|"11735661"
"Xeric"|"26782968"|"11735660"
