datetime,site_uid,temp_water,nitrate_con,diss_oxy_con,ph,spec_cond,discharge,stage
2010-12-11 12:15:00+00:00,USGS-05451210,0.1,,,,691.0,,3.32
2010-12-11 12:30:00+00:00,USGS-05451210,0.1,,,,689.0,,3.33
2010-12-11 12:45:00+00:00,USGS-05451210,0.1,,,,690.0,,3.31
2010-12-11 13:00:00+00:00,USGS-05451210,0.1,,,,689.0,,3.3
2010-12-11 13:15:00+00:00,USGS-05451210,0.1,,,,688.0,,3.3
2010-12-11 13:30:00+00:00,USGS-05451210,0.1,,,,689.0,,3.32
2010-12-11 13:45:00+00:00,USGS-05451210,0.1,,,,690.0,,3.3
2010-12-11 14:00:00+00:00,USGS-05451210,0.1,,,,689.0,,3.3
2010-12-11 14:15:00+00:00,USGS-05451210,0.1,,,,688.0,,3.3
2010-12-11 14:30:00+00:00,USGS-05451210,0.1,,,,686.0,,3.34
2010-12-11 14:45:00+00:00,USGS-05451210,0.1,,,,684.0,,3.31
2010-12-11 15:00:00+00:00,USGS-05451210,0.1,,,,682.0,,3.33
2010-12-11 15:15:00+00:00,USGS-05451210,0.1,,,,679.0,,3.33
2010-12-11 15:30:00+00:00,USGS-05451210,0.1,,,,675.0,,3.32
2010-12-11 15:45:00+00:00,USGS-05451210,0.1,,,,673.0,,3.35
2010-12-11 16:00:00+00:00,USGS-05451210,0.1,,,,673.0,,3.32
2010-12-11 16:15:00+00:00,USGS-05451210,0.1,,,,674.0,,3.34
2010-12-11 16:30:00+00:00,USGS-05451210,0.1,,,,675.0,,3.33
2010-12-11 16:45:00+00:00,USGS-05451210,0.1,,,,676.0,,3.35
2010-12-11 17:00:00+00:00,USGS-05451210,0.1,,,,676.0,,3.35
2010-12-11 17:15:00+00:00,USGS-05451210,0.2,,,,675.0,,3.33
2010-12-11 17:30:00+00:00,USGS-05451210,0.1,,,,676.0,,3.34
2010-12-11 17:45:00+00:00,USGS-05451210,0.1,,,,676.0,,3.34
2010-12-11 18:00:00+00:00,USGS-05451210,0.1,,,,675.0,,3.34
2010-12-11 18:15:00+00:00,USGS-05451210,0.1,,,,675.0,,3.34
2010-12-11 18:30:00+00:00,USGS-05451210,0.1,,,,674.0,,3.36
2010-12-11 18:45:00+00:00,USGS-05451210,0.1,,,,673.0,,3.31
2010-12-11 19:00:00+00:00,USGS-05451210,0.1,,,,674.0,,3.33
2010-12-11 19:15:00+00:00,USGS-05451210,0.1,,,,672.0,,3.31
2010-12-11 19:30:00+00:00,USGS-05451210,0.2,,,,672.0,,3.31
2010-12-11 19:45:00+00:00,USGS-05451210,0.2,,,,670.0,,3.34
2010-12-11 20:00:00+00:00,USGS-05451210,0.2,,,,670.0,,3.33
2010-12-11 20:15:00+00:00,USGS-05451210,0.1,,,,670.0,,3.34
2010-12-11 20:30:00+00:00,USGS-05451210,0.1,,,,670.0,,3.31
2010-12-11 20:45:00+00:00,USGS-05451210,0.1,,,,670.0,,3.32
2010-12-11 21:00:00+00:00,USGS-05451210,0.1,,,,670.0,,3.3
2010-12-11 21:15:00+00:00,USGS-05451210,0.1,,,,670.0,,3.3
2010-12-11 21:30:00+00:00,USGS-05451210,0.1,,,,670.0,,3.3
2010-12-11 21:45:00+00:00,USGS-05451210,0.1,,,,670.0,,3.32
2010-12-11 22:00:00+00:00,USGS-05451210,0.1,,,,670.0,,3.31
2010-12-11 22:15:00+00:00,USGS-05451210,0.1,,,,671.0,,3.32
2010-12-11 22:30:00+00:00,USGS-05451210,0.1,,,,670.0,,3.32
2010-12-11 22:45:00+00:00,USGS-05451210,0.1,,,,670.0,,3.34
2010-12-11 23:00:00+00:00,USGS-05451210,0.0,,,,670.0,,3.35
2010-12-11 23:15:00+00:00,USGS-05451210,0.0,,,,670.0,,3.33
2010-12-11 23:30:00+00:00,USGS-05451210,0.1,,,,669.0,,3.34
2010-12-11 23:45:00+00:00,USGS-05451210,0.0,,,,670.0,,3.36
2010-12-12 00:00:00+00:00,USGS-05451210,0.0,,,,669.0,,3.32
2010-12-12 00:15:00+00:00,USGS-05451210,0.0,,,,669.0,,3.31
2010-12-12 00:30:00+00:00,USGS-05451210,0.0,,,,670.0,,3.35
2010-12-12 00:45:00+00:00,USGS-05451210,0.0,,,,670.0,,3.34
2010-12-12 01:00:00+00:00,USGS-05451210,0.0,,,,671.0,,3.34
2010-12-12 01:15:00+00:00,USGS-05451210,0.0,,,,670.0,,3.33
2010-12-12 01:30:00+00:00,USGS-05451210,0.0,,,,671.0,,3.31
2010-12-12 01:45:00+00:00,USGS-05451210,0.0,,,,671.0,,3.31
2010-12-12 02:00:00+00:00,USGS-05451210,0.0,,,,672.0,,3.28
2010-12-12 02:15:00+00:00,USGS-05451210,0.0,,,,672.0,,3.3
2010-12-12 02:30:00+00:00,USGS-05451210,0.0,,,,672.0,,3.3
2010-12-12 02:45:00+00:00,USGS-05451210,0.0,,,,672.0,,3.31
2010-12-12 03:00:00+00:00,USGS-05451210,0.0,,,,673.0,,3.31
2010-12-12 03:15:00+00:00,USGS-05451210,0.0,,,,673.0,,3.29
2010-12-12 03:30:00+00:00,USGS-05451210,0.0,,,,673.0,,3.32
2010-12-12 03:45:00+00:00,USGS-05451210,0.0,,,,673.0,,3.29
2010-12-12 04:00:00+00:00,USGS-05451210,0.0,,,,673.0,,3.3
2010-12-12 04:15:00+00:00,USGS-05451210,0.0,,,,673.0,,3.26
2010-12-12 04:30:00+00:00,USGS-05451210,0.0,,,,674.0,,3.24
2010-12-12 04:45:00+00:00,USGS-05451210,0.0,,,,674.0,,3.2
2010-12-12 05:00:00+00:00,USGS-05451210,0.0,,,,674.0,,3.22
2010-12-12 05:15:00+00:00,USGS-05451210,0.0,,,,674.0,,3.24
2010-12-12 05:30:00+00:00,USGS-05451210,0.0,,,,674.0,,3.22
2010-12-12 05:45:00+00:00,USGS-05451210,0.0,,,,674.0,,3.24
2010-12-12 06:00:00+00:00,USGS-05451210,0.0,,,,675.0,,3.22
2010-12-12 06:15:00+00:00,USGS-05451210,0.0,,,,675.0,,3.23
2010-12-12 06:30:00+00:00,USGS-05451210,0.0,,,,675.0,,3.2
2010-12-12 06:45:00+00:00,USGS-05451210,0.0,,,,676.0,,3.21
2010-12-12 07:00:00+00:00,USGS-05451210,0.0,,,,676.0,,3.21
2010-12-12 07:15:00+00:00,USGS-05451210,0.0,,,,676.0,,3.22
2010-12-12 07:30:00+00:00,USGS-05451210,0.0,,,,677.0,,3.18
2010-12-12 07:45:00+00:00,USGS-05451210,0.0,,,,677.0,,3.17
2010-12-12 08:00:00+00:00,USGS-05451210,0.0,,,,677.0,,3.17
2010-12-12 08:15:00+00:00,USGS-05451210,0.0,,,,678.0,,3.2
2010-12-12 08:30:00+00:00,USGS-05451210,0.0,,,,678.0,,3.15
2010-12-12 08:45:00+00:00,USGS-05451210,0.0,,,,678.0,,3.17
2010-12-12 09:00:00+00:00,USGS-05451210,0.0,,,,679.0,,3.21
2010-12-12 09:15:00+00:00,USGS-05451210,0.0,,,,679.0,,3.18
2010-12-12 09:30:00+00:00,USGS-05451210,0.0,,,,680.0,,3.2
2010-12-12 09:45:00+00:00,USGS-05451210,0.0,,,,680.0,,3.25
2010-12-12 10:00:00+00:00,USGS-05451210,0.0,,,,680.0,,3.28
2010-12-12 10:15:00+00:00,USGS-05451210,0.0,,,,680.0,,3.31
2010-12-12 10:30:00+00:00,USGS-05451210,0.0,,,,680.0,,3.36
2010-12-12 10:45:00+00:00,USGS-05451210,0.1,,,,680.0,,3.36
2010-12-12 11:00:00+00:00,USGS-05451210,0.1,,,,680.0,,3.38
2010-12-12 11:15:00+00:00,USGS-05451210,0.1,,,,681.0,,3.43
2010-12-12 11:30:00+00:00,USGS-05451210,0.0,,,,682.0,,3.55
2010-12-12 11:45:00+00:00,USGS-05451210,0.0,,,,682.0,,3.61
2010-12-12 12:00:00+00:00,USGS-05451210,0.0,,,,683.0,,3.69
2010-12-12 12:15:00+00:00,USGS-05451210,0.0,,,,683.0,,3.75
2010-12-12 12:30:00+00:00,USGS-05451210,0.0,,,,684.0,,3.81
2010-12-12 12:45:00+00:00,USGS-05451210,0.0,,,,684.0,,3.84
2010-12-12 13:00:00+00:00,USGS-05451210,0.0,,,,685.0,,3.9
2010-12-12 13:15:00+00:00,USGS-05451210,0.0,,,,686.0,,3.93
2010-12-12 13:30:00+00:00,USGS-05451210,0.0,,,,687.0,,3.89
2010-12-12 13:45:00+00:00,USGS-05451210,0.0,,,,687.0,,3.87
2010-12-12 14:00:00+00:00,USGS-05451210,0.0,,,,688.0,,3.86
2010-12-12 14:15:00+00:00,USGS-05451210,0.0,,,,689.0,,3.85
2010-12-12 14:30:00+00:00,USGS-05451210,0.0,,,,689.0,,3.84
2010-12-12 14:45:00+00:00,USGS-05451210,0.0,,,,690.0,,3.84
2010-12-12 15:00:00+00:00,USGS-05451210,0.0,,,,690.0,,3.82
2010-12-12 15:15:00+00:00,USGS-05451210,0.0,,,,691.0,,3.81
2010-12-12 15:30:00+00:00,USGS-05451210,0.0,,,,691.0,,3.79
2010-12-12 15:45:00+00:00,USGS-05451210,0.0,,,,691.0,,3.78
2010-12-12 16:00:00+00:00,USGS-05451210,0.0,,,,692.0,,3.73
2010-12-12 16:15:00+00:00,USGS-05451210,0.0,,,,692.0,,3.72
2010-12-12 16:30:00+00:00,USGS-05451210,0.0,,,,693.0,,3.73
2010-12-12 16:45:00+00:00,USGS-05451210,0.0,,,,693.0,,3.75
2010-12-12 17:00:00+00:00,USGS-05451210,0.0,,,,693.0,,3.78
2010-12-12 17:15:00+00:00,USGS-05451210,0.0,,,,693.0,,3.76
2010-12-12 17:30:00+00:00,USGS-05451210,0.0,,,,693.0,,3.77
2010-12-12 17:45:00+00:00,USGS-05451210,0.0,,,,693.0,,3.74
2010-12-12 18:00:00+00:00,USGS-05451210,0.0,,,,693.0,,3.75
2010-12-12 18:15:00+00:00,USGS-05451210,0.0,,,,693.0,,3.77
2010-12-12 18:30:00+00:00,USGS-05451210,0.0,,,,693.0,,3.75
2010-12-12 18:45:00+00:00,USGS-05451210,0.0,,,,692.0,,3.77
2010-12-12 19:00:00+00:00,USGS-05451210,0.0,,,,692.0,,3.75
2010-12-12 19:15:00+00:00,USGS-05451210,0.0,,,,692.0,,3.75
2010-12-12 19:30:00+00:00,USGS-05451210,0.0,,,,692.0,,3.73
2010-12-12 19:45:00+00:00,USGS-05451210,0.0,,,,692.0,,3.74
2010-12-12 20:00:00+00:00,USGS-05451210,0.0,,,,691.0,,3.72
2010-12-12 20:15:00+00:00,USGS-05451210,0.0,,,,691.0,,3.71
2010-12-12 20:30:00+00:00,USGS-05451210,0.0,,,,691.0,,3.69
2010-12-12 20:45:00+00:00,USGS-05451210,0.0,,,,692.0,,3.68
2010-12-12 21:00:00+00:00,USGS-05451210,0.0,,,,692.0,,3.69
2010-12-12 21:15:00+00:00,USGS-05451210,0.0,,,,692.0,,3.7
2010-12-12 21:30:00+00:00,USGS-05451210,0.0,,,,692.0,,3.65
2010-12-12 21:45:00+00:00,USGS-05451210,0.0,,,,693.0,,3.68
2010-12-12 22:00:00+00:00,USGS-05451210,0.0,,,,694.0,,3.64
2010-12-12 22:15:00+00:00,USGS-05451210,0.0,,,,694.0,,3.65
2010-12-12 22:30:00+00:00,USGS-05451210,0.0,,,,695.0,,3.62
2010-12-12 22:45:00+00:00,USGS-05451210,0.0,,,,695.0,,3.61
2010-12-12 23:00:00+00:00,USGS-05451210,0.0,,,,696.0,,3.62
2010-12-12 23:15:00+00:00,USGS-05451210,0.0,,,,697.0,,3.57
2010-12-12 23:30:00+00:00,USGS-05451210,0.0,,,,697.0,,3.59
2010-12-12 23:45:00+00:00,USGS-05451210,0.0,,,,698.0,,3.55
2010-12-13 00:00:00+00:00,USGS-05451210,0.0,,,,699.0,,3.56
2010-12-13 00:15:00+00:00,USGS-05451210,0.0,,,,699.0,,3.56
2010-12-13 00:30:00+00:00,USGS-05451210,0.0,,,,700.0,,3.53
2010-12-13 00:45:00+00:00,USGS-05451210,0.0,,,,701.0,,3.53
2010-12-13 01:00:00+00:00,USGS-05451210,0.0,,,,701.0,,3.51
2010-12-13 01:15:00+00:00,USGS-05451210,0.0,,,,702.0,,3.49
2010-12-13 01:30:00+00:00,USGS-05451210,0.0,,,,703.0,,3.48
2010-12-13 01:45:00+00:00,USGS-05451210,0.0,,,,703.0,,3.47
2010-12-13 02:00:00+00:00,USGS-05451210,0.0,,,,704.0,,3.47
2010-12-13 02:15:00+00:00,USGS-05451210,0.0,,,,704.0,,3.49
2010-12-13 02:30:00+00:00,USGS-05451210,0.0,,,,705.0,,3.48
2010-12-13 02:45:00+00:00,USGS-05451210,0.0,,,,705.0,,3.49
2010-12-13 03:00:00+00:00,USGS-05451210,0.0,,,,706.0,,3.47
2010-12-13 03:15:00+00:00,USGS-05451210,0.0,,,,706.0,,3.49
2010-12-13 03:30:00+00:00,USGS-05451210,0.0,,,,706.0,,3.49
2010-12-13 03:45:00+00:00,USGS-05451210,0.0,,,,707.0,,3.47
2010-12-13 04:00:00+00:00,USGS-05451210,0.0,,,,708.0,,3.44
2010-12-13 04:15:00+00:00,USGS-05451210,0.0,,,,708.0,,3.47
2010-12-13 04:30:00+00:00,USGS-05451210,0.0,,,,709.0,,3.44
2010-12-13 04:45:00+00:00,USGS-05451210,0.0,,,,709.0,,3.45
2010-12-13 05:00:00+00:00,USGS-05451210,0.0,,,,710.0,,3.44
2010-12-13 05:15:00+00:00,USGS-05451210,0.0,,,,711.0,,3.46
2010-12-13 05:30:00+00:00,USGS-05451210,0.0,,,,711.0,,3.46
2010-12-13 05:45:00+00:00,USGS-05451210,0.0,,,,712.0,,3.47
2010-12-13 06:00:00+00:00,USGS-05451210,0.0,,,,712.0,,3.44
2010-12-13 06:15:00+00:00,USGS-05451210,0.0,,,,713.0,,3.47
2010-12-13 06:30:00+00:00,USGS-05451210,0.0,,,,713.0,,3.44
2010-12-13 06:45:00+00:00,USGS-05451210,0.0,,,,713.0,,3.44
2010-12-13 07:00:00+00:00,USGS-05451210,0.0,,,,714.0,,3.47
2010-12-13 07:15:00+00:00,USGS-05451210,0.0,,,,714.0,,3.47
2010-12-13 07:30:00+00:00,USGS-05451210,0.0,,,,715.0,,3.47
2010-12-13 07:45:00+00:00,USGS-05451210,0.0,,,,715.0,,3.44
2010-12-13 08:00:00+00:00,USGS-05451210,0.0,,,,716.0,,3.44
2010-12-13 08:15:00+00:00,USGS-05451210,0.0,,,,716.0,,3.44
2010-12-13 08:30:00+00:00,USGS-05451210,0.0,,,,717.0,,3.45
2010-12-13 08:45:00+00:00,USGS-05451210,0.0,,,,717.0,,3.45
2010-12-13 09:00:00+00:00,USGS-05451210,0.0,,,,718.0,,3.44
2010-12-13 09:15:00+00:00,USGS-05451210,0.0,,,,718.0,,3.47
2010-12-13 09:30:00+00:00,USGS-05451210,0.0,,,,719.0,,3.47
2010-12-13 09:45:00+00:00,USGS-05451210,0.0,,,,719.0,,3.47
2010-12-13 10:00:00+00:00,USGS-05451210,0.0,,,,719.0,,3.45
2010-12-13 10:15:00+00:00,USGS-05451210,0.0,,,,720.0,,3.46
2010-12-13 10:30:00+00:00,USGS-05451210,0.0,,,,720.0,,3.46
2010-12-13 10:45:00+00:00,USGS-05451210,0.0,,,,721.0,,3.48
2010-12-13 11:00:00+00:00,USGS-05451210,0.0,,,,721.0,,3.46
2010-12-13 11:15:00+00:00,USGS-05451210,0.0,,,,721.0,,3.47
2010-12-13 11:30:00+00:00,USGS-05451210,0.0,,,,722.0,,3.47
2010-12-13 11:45:00+00:00,USGS-05451210,0.0,,,,722.0,,3.48
2010-12-13 12:00:00+00:00,USGS-05451210,0.0,,,,723.0,,3.5
2010-12-13 12:15:00+00:00,USGS-05451210,0.0,,,,723.0,,3.47
2010-12-13 12:30:00+00:00,USGS-05451210,0.0,,,,724.0,,3.5
2010-12-13 12:45:00+00:00,USGS-05451210,0.0,,,,724.0,,3.48
2010-12-13 13:00:00+00:00,USGS-05451210,0.0,,,,725.0,,3.48
2010-12-13 13:15:00+00:00,USGS-05451210,0.0,,,,726.0,,3.49
2010-12-13 13:30:00+00:00,USGS-05451210,0.0,,,,726.0,,3.51
2010-12-13 13:45:00+00:00,USGS-05451210,0.0,,,,727.0,,3.49
2010-12-13 14:00:00+00:00,USGS-05451210,0.0,,,,727.0,,3.5
2010-12-13 14:15:00+00:00,USGS-05451210,0.0,,,,728.0,,3.53
2010-12-13 14:30:00+00:00,USGS-05451210,0.0,,,,728.0,,3.51
2010-12-13 14:45:00+00:00,USGS-05451210,0.0,,,,729.0,,3.52
2010-12-13 15:00:00+00:00,USGS-05451210,0.0,,,,729.0,,3.53
2010-12-13 15:15:00+00:00,USGS-05451210,0.0,,,,730.0,,3.55
2010-12-13 15:30:00+00:00,USGS-05451210,0.0,,,,730.0,,3.57
2010-12-13 15:45:00+00:00,USGS-05451210,0.0,,,,730.0,,3.55
2010-12-13 16:00:00+00:00,USGS-05451210,0.0,,,,730.0,,3.58
2010-12-13 16:15:00+00:00,USGS-05451210,0.0,,,,731.0,,3.57
2010-12-13 16:30:00+00:00,USGS-05451210,0.0,,,,731.0,,3.57
2010-12-13 16:45:00+00:00,USGS-05451210,0.0,,,,731.0,,3.62
2010-12-13 17:00:00+00:00,USGS-05451210,0.0,,,,731.0,,3.61
2010-12-13 17:15:00+00:00,USGS-05451210,0.0,,,,731.0,,3.63
2010-12-13 17:30:00+00:00,USGS-05451210,0.0,,,,731.0,,3.66
2010-12-13 17:45:00+00:00,USGS-05451210,0.0,,,,731.0,,3.65
2010-12-13 18:00:00+00:00,USGS-05451210,0.0,,,,731.0,,3.64
2010-12-13 18:15:00+00:00,USGS-05451210,0.0,,,,731.0,,3.69
2010-12-13 18:30:00+00:00,USGS-05451210,0.0,,,,731.0,,3.69
2010-12-13 18:45:00+00:00,USGS-05451210,0.0,,,,731.0,,3.72
2010-12-13 19:00:00+00:00,USGS-05451210,0.0,,,,731.0,,3.73
2010-12-13 19:15:00+00:00,USGS-05451210,0.0,,,,731.0,,3.72
2010-12-13 19:30:00+00:00,USGS-05451210,0.0,,,,731.0,,3.74
2010-12-13 19:45:00+00:00,USGS-05451210,0.0,,,,731.0,,3.72
2010-12-13 20:00:00+00:00,USGS-05451210,0.0,,,,731.0,,3.72
2010-12-13 20:15:00+00:00,USGS-05451210,0.0,,,,732.0,,3.72
2010-12-13 20:30:00+00:00,USGS-05451210,0.0,,,,732.0,,3.7
2010-12-13 20:45:00+00:00,USGS-05451210,0.0,,,,732.0,,3.7
2010-12-13 21:00:00+00:00,USGS-05451210,0.0,,,,733.0,,3.7
2010-12-13 21:15:00+00:00,USGS-05451210,0.0,,,,733.0,,3.7
2010-12-13 21:30:00+00:00,USGS-05451210,0.0,,,,734.0,,3.65
2010-12-13 21:45:00+00:00,USGS-05451210,0.0,,,,734.0,,3.66
2010-12-13 22:00:00+00:00,USGS-05451210,0.0,,,,734.0,,3.62
2010-12-13 22:15:00+00:00,USGS-05451210,0.0,,,,735.0,,3.63
2010-12-13 22:30:00+00:00,USGS-05451210,0.0,,,,735.0,,3.63
2010-12-13 22:45:00+00:00,USGS-05451210,0.0,,,,735.0,,3.58
2010-12-13 23:00:00+00:00,USGS-05451210,0.0,,,,736.0,,3.6
2010-12-13 23:15:00+00:00,USGS-05451210,0.0,,,,737.0,,3.59
2010-12-13 23:30:00+00:00,USGS-05451210,0.0,,,,737.0,,3.59
2010-12-13 23:45:00+00:00,USGS-05451210,0.0,,,,738.0,,3.54
2010-12-14 00:00:00+00:00,USGS-05451210,0.0,,,,738.0,,3.55
2010-12-14 00:15:00+00:00,USGS-05451210,0.0,,,,739.0,,3.52
2010-12-14 00:30:00+00:00,USGS-05451210,0.0,,,,739.0,,3.52
2010-12-14 00:45:00+00:00,USGS-05451210,0.0,,,,740.0,,3.53
2010-12-14 01:00:00+00:00,USGS-05451210,0.0,,,,740.0,,3.5
2010-12-14 01:15:00+00:00,USGS-05451210,0.0,,,,741.0,,3.51
2010-12-14 01:30:00+00:00,USGS-05451210,0.0,,,,742.0,,3.5
2010-12-14 01:45:00+00:00,USGS-05451210,0.0,,,,742.0,,3.48
2010-12-14 02:00:00+00:00,USGS-05451210,0.0,,,,743.0,,3.5
2010-12-14 02:15:00+00:00,USGS-05451210,0.0,,,,743.0,,3.47
2010-12-14 02:30:00+00:00,USGS-05451210,0.0,,,,744.0,,3.46
2010-12-14 02:45:00+00:00,USGS-05451210,0.0,,,,744.0,,3.47
2010-12-14 03:00:00+00:00,USGS-05451210,0.0,,,,745.0,,3.45
2010-12-14 03:15:00+00:00,USGS-05451210,0.0,,,,745.0,,3.45
2010-12-14 03:30:00+00:00,USGS-05451210,0.0,,,,746.0,,3.46
2010-12-14 03:45:00+00:00,USGS-05451210,0.0,,,,746.0,,3.45
2010-12-14 04:00:00+00:00,USGS-05451210,0.0,,,,746.0,,3.44
2010-12-14 04:15:00+00:00,USGS-05451210,0.0,,,,747.0,,3.42
2010-12-14 04:30:00+00:00,USGS-05451210,0.0,,,,748.0,,3.41
2010-12-14 04:45:00+00:00,USGS-05451210,0.0,,,,748.0,,3.42
2010-12-14 05:00:00+00:00,USGS-05451210,0.0,,,,748.0,,3.44
2010-12-14 05:15:00+00:00,USGS-05451210,0.0,,,,749.0,,3.39
2010-12-14 05:30:00+00:00,USGS-05451210,0.0,,,,749.0,,3.43
2010-12-14 05:45:00+00:00,USGS-05451210,0.0,,,,749.0,,3.4
2010-12-14 06:00:00+00:00,USGS-05451210,0.0,,,,750.0,,3.41
2010-12-14 06:15:00+00:00,USGS-05451210,0.0,,,,750.0,,3.39
2010-12-14 06:30:00+00:00,USGS-05451210,0.0,,,,750.0,,3.4
2010-12-14 06:45:00+00:00,USGS-05451210,0.0,,,,751.0,,3.41
2010-12-14 07:00:00+00:00,USGS-05451210,0.0,,,,751.0,,3.41
2010-12-14 07:15:00+00:00,USGS-05451210,0.0,,,,752.0,,3.39
2010-12-14 07:30:00+00:00,USGS-05451210,0.0,,,,752.0,,3.37
2010-12-14 07:45:00+00:00,USGS-05451210,0.0,,,,752.0,,3.39
2010-12-14 08:00:00+00:00,USGS-05451210,0.0,,,,753.0,,3.39
2010-12-14 08:15:00+00:00,USGS-05451210,0.0,,,,753.0,,3.37
2010-12-14 08:30:00+00:00,USGS-05451210,0.0,,,,754.0,,3.39
2010-12-14 08:45:00+00:00,USGS-05451210,0.0,,,,754.0,,3.36
2010-12-14 09:00:00+00:00,USGS-05451210,0.0,,,,755.0,,3.36
2010-12-14 09:15:00+00:00,USGS-05451210,0.0,,,,756.0,,3.37
2010-12-14 09:30:00+00:00,USGS-05451210,0.0,,,,756.0,,3.36
2010-12-14 09:45:00+00:00,USGS-05451210,0.0,,,,757.0,,3.33
2010-12-14 10:00:00+00:00,USGS-05451210,0.0,,,,757.0,,3.43
2010-12-14 10:15:00+00:00,USGS-05451210,0.0,,,,757.0,,3.46
2010-12-14 10:30:00+00:00,USGS-05451210,0.0,,,,758.0,,3.48
2010-12-14 10:45:00+00:00,USGS-05451210,0.0,,,,758.0,,3.48
2010-12-14 11:00:00+00:00,USGS-05451210,0.0,,,,759.0,,3.49
2010-12-14 11:15:00+00:00,USGS-05451210,0.0,,,,760.0,,3.49
2010-12-14 11:30:00+00:00,USGS-05451210,0.0,,,,760.0,,3.49
2010-12-14 11:45:00+00:00,USGS-05451210,0.0,,,,760.0,,3.52
2010-12-14 12:00:00+00:00,USGS-05451210,0.0,,,,761.0,,3.52
2010-12-14 12:15:00+00:00,USGS-05451210,0.0,,,,761.0,,3.53
2010-12-14 12:30:00+00:00,USGS-05451210,0.0,,,,761.0,,3.52
2010-12-14 12:45:00+00:00,USGS-05451210,0.0,,,,761.0,,3.5
2010-12-14 13:00:00+00:00,USGS-05451210,0.0,,,,763.0,,3.5
2010-12-14 13:15:00+00:00,USGS-05451210,0.0,,,,762.0,,3.5
2010-12-14 13:30:00+00:00,USGS-05451210,0.0,,,,762.0,,3.51
2010-12-14 13:45:00+00:00,USGS-05451210,0.0,,,,762.0,,3.55
2010-12-14 14:00:00+00:00,USGS-05451210,0.0,,,,762.0,,3.55
2010-12-14 14:15:00+00:00,USGS-05451210,0.0,,,,762.0,,3.52
2010-12-14 14:30:00+00:00,USGS-05451210,0.0,,,,763.0,,3.55
2010-12-14 14:45:00+00:00,USGS-05451210,0.0,,,,762.0,,3.54
2010-12-14 15:00:00+00:00,USGS-05451210,0.0,,,,762.0,,3.57
2010-12-14 15:15:00+00:00,USGS-05451210,0.0,,,,763.0,,3.57
2010-12-14 15:30:00+00:00,USGS-05451210,0.0,,,,763.0,,3.56
2010-12-14 15:45:00+00:00,USGS-05451210,0.0,,,,762.0,,3.57
2010-12-14 16:00:00+00:00,USGS-05451210,0.0,,,,762.0,,3.56
2010-12-14 16:15:00+00:00,USGS-05451210,0.0,,,,764.0,,3.57
2010-12-14 16:30:00+00:00,USGS-05451210,0.0,,,,762.0,,3.54
2010-12-14 16:45:00+00:00,USGS-05451210,0.0,,,,762.0,,3.56
2010-12-14 17:00:00+00:00,USGS-05451210,0.0,,,,762.0,,3.57
2010-12-14 17:15:00+00:00,USGS-05451210,0.0,,,,762.0,,3.57
2010-12-14 17:30:00+00:00,USGS-05451210,0.0,,,,762.0,,3.57
2010-12-14 17:45:00+00:00,USGS-05451210,0.0,,,,761.0,,3.55
2010-12-14 18:00:00+00:00,USGS-05451210,0.0,,,,761.0,,3.53
2010-12-14 18:15:00+00:00,USGS-05451210,0.0,,,,761.0,,3.52
2010-12-14 18:30:00+00:00,USGS-05451210,0.0,,,,761.0,,3.53
2010-12-14 18:45:00+00:00,USGS-05451210,0.0,,,,761.0,,3.53
2010-12-14 19:00:00+00:00,USGS-05451210,0.0,,,,761.0,,3.55
2010-12-14 19:15:00+00:00,USGS-05451210,0.0,,,,761.0,,3.53
2010-12-14 19:30:00+00:00,USGS-05451210,0.0,,,,761.0,,3.52
2010-12-14 19:45:00+00:00,USGS-05451210,0.0,,,,760.0,,3.51
2010-12-14 20:00:00+00:00,USGS-05451210,0.0,,,,760.0,,3.51
2010-12-14 20:15:00+00:00,USGS-05451210,0.0,,,,760.0,,3.52
2010-12-14 20:30:00+00:00,USGS-05451210,0.0,,,,759.0,,3.5
2010-12-14 20:45:00+00:00,USGS-05451210,0.0,,,,759.0,,3.51
2010-12-14 21:00:00+00:00,USGS-05451210,0.0,,,,759.0,,3.52
2010-12-14 21:15:00+00:00,USGS-05451210,0.0,,,,759.0,,3.51
2010-12-14 21:30:00+00:00,USGS-05451210,0.0,,,,759.0,,3.51
2010-12-14 21:45:00+00:00,USGS-05451210,0.0,,,,759.0,,3.51
2010-12-14 22:00:00+00:00,USGS-05451210,0.0,,,,758.0,,3.48
2010-12-14 22:15:00+00:00,USGS-05451210,0.0,,,,758.0,,3.49
2010-12-14 22:30:00+00:00,USGS-05451210,0.0,,,,760.0,,3.47
2010-12-14 22:45:00+00:00,USGS-05451210,0.0,,,,757.0,,3.46
2010-12-14 23:00:00+00:00,USGS-05451210,0.0,,,,756.0,,3.46
2010-12-14 23:15:00+00:00,USGS-05451210,0.0,,,,757.0,,3.46
2010-12-14 23:30:00+00:00,USGS-05451210,0.0,,,,757.0,,3.46
2010-12-14 23:45:00+00:00,USGS-05451210,0.0,,,,756.0,,3.49
2010-12-15 00:00:00+00:00,USGS-05451210,0.0,,,,756.0,,3.48
2010-12-15 00:15:00+00:00,USGS-05451210,0.0,,,,755.0,,3.45
2010-12-15 00:30:00+00:00,USGS-05451210,0.0,,,,754.0,,3.49
2010-12-15 00:45:00+00:00,USGS-05451210,0.0,,,,756.0,,3.45
2010-12-15 01:00:00+00:00,USGS-05451210,0.0,,,,755.0,,3.47
