datetime,site_uid,temp_water,nitrate_con,discharge,stage
2009-04-14 05:00:00+00:00,USGS-05464500,,5.77,3430.0,5.03
2009-04-14 05:15:00+00:00,USGS-05464500,,5.76,3430.0,5.03
2009-04-14 05:30:00+00:00,USGS-05464500,,5.76,3430.0,5.03
2009-04-14 05:45:00+00:00,USGS-05464500,,5.76,3430.0,5.03
2009-04-14 06:00:00+00:00,USGS-05464500,,5.76,3430.0,5.03
2009-04-14 06:15:00+00:00,USGS-05464500,,5.75,3430.0,5.03
2009-04-14 06:30:00+00:00,USGS-05464500,,5.76,3430.0,5.03
2009-04-14 06:45:00+00:00,USGS-05464500,,5.76,3430.0,5.03
2009-04-14 07:00:00+00:00,USGS-05464500,,5.76,3430.0,5.03
2009-04-14 07:15:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 07:30:00+00:00,USGS-05464500,,5.75,3410.0,5.02
2009-04-14 07:45:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 08:00:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 08:15:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 08:30:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 08:45:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 09:00:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 09:15:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 09:30:00+00:00,USGS-05464500,,5.76,3410.0,5.02
2009-04-14 09:45:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 10:00:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 10:15:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 10:30:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 10:45:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 11:00:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 11:15:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 11:30:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 11:45:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 12:00:00+00:00,USGS-05464500,,5.75,3380.0,5.01
2009-04-14 12:15:00+00:00,USGS-05464500,,5.75,3380.0,5.01
2009-04-14 12:30:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 12:45:00+00:00,USGS-05464500,,5.76,3380.0,5.01
2009-04-14 13:00:00+00:00,USGS-05464500,,5.74,3360.0,5.0
2009-04-14 13:15:00+00:00,USGS-05464500,,5.74,3360.0,5.0
2009-04-14 13:30:00+00:00,USGS-05464500,,5.73,3360.0,5.0
2009-04-14 13:45:00+00:00,USGS-05464500,,5.72,3360.0,5.0
2009-04-14 14:00:00+00:00,USGS-05464500,,5.72,3360.0,5.0
2009-04-14 14:15:00+00:00,USGS-05464500,,5.72,3360.0,5.0
2009-04-14 14:30:00+00:00,USGS-05464500,,5.71,3360.0,5.0
2009-04-14 14:45:00+00:00,USGS-05464500,,5.69,3360.0,5.0
2009-04-14 15:00:00+00:00,USGS-05464500,,5.69,3360.0,5.0
2009-04-14 15:15:00+00:00,USGS-05464500,,5.69,3330.0,4.99
2009-04-14 15:30:00+00:00,USGS-05464500,,5.66,3330.0,4.99
2009-04-14 15:45:00+00:00,USGS-05464500,,5.65,3330.0,4.99
2009-04-14 16:00:00+00:00,USGS-05464500,,5.66,3330.0,4.99
2009-04-14 16:15:00+00:00,USGS-05464500,,5.65,3330.0,4.99
2009-04-14 16:30:00+00:00,USGS-05464500,,5.67,3330.0,4.99
2009-04-14 16:45:00+00:00,USGS-05464500,,5.65,3330.0,4.99
2009-04-14 17:00:00+00:00,USGS-05464500,,5.65,3330.0,4.99
2009-04-14 17:15:00+00:00,USGS-05464500,,5.63,3330.0,4.99
2009-04-14 17:30:00+00:00,USGS-05464500,,5.62,3330.0,4.99
2009-04-14 17:45:00+00:00,USGS-05464500,,5.62,3310.0,4.98
2009-04-14 18:00:00+00:00,USGS-05464500,,5.62,3330.0,4.99
2009-04-14 18:15:00+00:00,USGS-05464500,,5.6,3360.0,4.99
2009-04-14 18:30:00+00:00,USGS-05464500,,5.58,3360.0,4.99
2009-04-14 18:45:00+00:00,USGS-05464500,,5.58,3360.0,4.99
2009-04-14 19:00:00+00:00,USGS-05464500,,5.57,3360.0,4.99
2009-04-14 19:15:00+00:00,USGS-05464500,,5.58,3360.0,4.99
2009-04-14 19:30:00+00:00,USGS-05464500,,5.56,3360.0,4.99
2009-04-14 19:45:00+00:00,USGS-05464500,,5.55,3330.0,4.98
2009-04-14 20:00:00+00:00,USGS-05464500,,5.55,3330.0,4.98
2009-04-14 20:15:00+00:00,USGS-05464500,,5.54,3330.0,4.98
2009-04-14 20:30:00+00:00,USGS-05464500,,5.54,3330.0,4.98
2009-04-14 20:45:00+00:00,USGS-05464500,,5.54,3330.0,4.98
2009-04-14 21:00:00+00:00,USGS-05464500,,5.53,3330.0,4.98
2009-04-14 21:15:00+00:00,USGS-05464500,,5.54,3330.0,4.98
2009-04-14 21:30:00+00:00,USGS-05464500,,5.54,3330.0,4.98
2009-04-14 21:45:00+00:00,USGS-05464500,,5.52,3330.0,4.98
2009-04-14 22:00:00+00:00,USGS-05464500,,5.52,3330.0,4.98
2009-04-14 22:15:00+00:00,USGS-05464500,,5.5,3360.0,4.99
2009-04-14 22:30:00+00:00,USGS-05464500,,5.49,3330.0,4.98
2009-04-14 22:45:00+00:00,USGS-05464500,,5.49,3310.0,4.97
2009-04-14 23:00:00+00:00,USGS-05464500,,5.48,3330.0,4.98
2009-04-14 23:15:00+00:00,USGS-05464500,,5.48,3310.0,4.97
2009-04-14 23:30:00+00:00,USGS-05464500,,5.49,3310.0,4.97
2009-04-14 23:45:00+00:00,USGS-05464500,,5.49,3310.0,4.97
2009-04-15 00:00:00+00:00,USGS-05464500,,5.49,3310.0,4.97
2009-04-15 00:15:00+00:00,USGS-05464500,,5.47,3310.0,4.97
2009-04-15 00:30:00+00:00,USGS-05464500,,5.46,3310.0,4.97
2009-04-15 00:45:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 01:00:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 01:15:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 01:30:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 01:45:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 02:00:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 02:15:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 02:30:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 02:45:00+00:00,USGS-05464500,,5.45,3310.0,4.97
2009-04-15 03:00:00+00:00,USGS-05464500,,5.45,3280.0,4.96
2009-04-15 03:15:00+00:00,USGS-05464500,,5.44,3310.0,4.97
2009-04-15 03:30:00+00:00,USGS-05464500,,5.44,3310.0,4.97
2009-04-15 03:45:00+00:00,USGS-05464500,,5.42,3280.0,4.96
2009-04-15 04:00:00+00:00,USGS-05464500,,5.42,3280.0,4.96
2009-04-15 04:15:00+00:00,USGS-05464500,,5.4,3280.0,4.96
2009-04-15 04:30:00+00:00,USGS-05464500,,5.4,3280.0,4.96
