datetime,site_uid,temp_water,nitrate_con,discharge,stage
2009-04-15 04:45:00+00:00,USGS-05464500,,5.39,3280.0,4.96
2009-04-15 05:00:00+00:00,USGS-05464500,,5.38,3280.0,4.96
2009-04-15 05:15:00+00:00,USGS-05464500,,5.38,3280.0,4.96
2009-04-15 05:30:00+00:00,USGS-05464500,,5.37,3280.0,4.96
2009-04-15 05:45:00+00:00,USGS-05464500,,5.36,3280.0,4.96
2009-04-15 06:00:00+00:00,USGS-05464500,,5.36,3280.0,4.96
2009-04-15 06:15:00+00:00,USGS-05464500,,5.36,3280.0,4.96
2009-04-15 06:30:00+00:00,USGS-05464500,,5.36,3260.0,4.95
2009-04-15 06:45:00+00:00,USGS-05464500,,5.36,3280.0,4.96
2009-04-15 07:00:00+00:00,USGS-05464500,,5.35,3260.0,4.95
2009-04-15 07:15:00+00:00,USGS-05464500,,5.35,3260.0,4.95
2009-04-15 07:30:00+00:00,USGS-05464500,,5.35,3260.0,4.95
2009-04-15 07:45:00+00:00,USGS-05464500,,5.35,3260.0,4.95
2009-04-15 08:00:00+00:00,USGS-05464500,,5.34,3260.0,4.95
2009-04-15 08:15:00+00:00,USGS-05464500,,5.33,3260.0,4.95
2009-04-15 08:30:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 08:45:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 09:00:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 09:15:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 09:30:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 09:45:00+00:00,USGS-05464500,,5.33,3260.0,4.95
2009-04-15 10:00:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 10:15:00+00:00,USGS-05464500,,5.33,3260.0,4.95
2009-04-15 10:30:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 10:45:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 11:00:00+00:00,USGS-05464500,,5.32,3260.0,4.95
2009-04-15 11:15:00+00:00,USGS-05464500,,5.33,3260.0,4.95
2009-04-15 11:30:00+00:00,USGS-05464500,,5.34,3260.0,4.95
2009-04-15 11:45:00+00:00,USGS-05464500,,5.33,3230.0,4.94
2009-04-15 12:00:00+00:00,USGS-05464500,,5.32,3230.0,4.94
2009-04-15 12:15:00+00:00,USGS-05464500,,5.32,3230.0,4.94
2009-04-15 12:30:00+00:00,USGS-05464500,,5.32,3230.0,4.94
2009-04-15 12:45:00+00:00,USGS-05464500,,5.32,3230.0,4.94
2009-04-15 13:00:00+00:00,USGS-05464500,,5.32,3230.0,4.94
2009-04-15 13:15:00+00:00,USGS-05464500,,5.32,3200.0,4.93
2009-04-15 13:30:00+00:00,USGS-05464500,,5.32,3200.0,4.93
2009-04-15 13:45:00+00:00,USGS-05464500,,5.32,3200.0,4.93
2009-04-15 14:00:00+00:00,USGS-05464500,,5.31,3200.0,4.93
2009-04-15 14:15:00+00:00,USGS-05464500,,5.31,3200.0,4.93
2009-04-15 14:30:00+00:00,USGS-05464500,,5.3,3200.0,4.93
2009-04-15 14:45:00+00:00,USGS-05464500,,5.31,3200.0,4.93
2009-04-15 15:00:00+00:00,USGS-05464500,,5.3,3200.0,4.93
2009-04-15 15:15:00+00:00,USGS-05464500,,5.3,3200.0,4.93
2009-04-15 15:30:00+00:00,USGS-05464500,,5.29,3200.0,4.93
2009-04-15 15:45:00+00:00,USGS-05464500,,5.3,3180.0,4.92
2009-04-15 16:00:00+00:00,USGS-05464500,,5.29,3200.0,4.93
2009-04-15 16:15:00+00:00,USGS-05464500,,5.29,3200.0,4.93
2009-04-15 16:30:00+00:00,USGS-05464500,,5.28,3200.0,4.93
2009-04-15 16:45:00+00:00,USGS-05464500,,5.28,3230.0,4.94
2009-04-15 17:00:00+00:00,USGS-05464500,,5.26,3230.0,4.94
2009-04-15 17:15:00+00:00,USGS-05464500,,5.26,3230.0,4.94
2009-04-15 17:30:00+00:00,USGS-05464500,,5.26,3230.0,4.94
2009-04-15 17:45:00+00:00,USGS-05464500,,5.26,3230.0,4.94
2009-04-15 18:00:00+00:00,USGS-05464500,,5.24,3230.0,4.94
2009-04-15 18:15:00+00:00,USGS-05464500,,5.22,3230.0,4.94
2009-04-15 18:30:00+00:00,USGS-05464500,,5.22,3260.0,4.95
2009-04-15 18:45:00+00:00,USGS-05464500,,5.2,3230.0,4.94
2009-04-15 19:00:00+00:00,USGS-05464500,,5.2,3230.0,4.94
2009-04-15 19:15:00+00:00,USGS-05464500,,5.19,3200.0,4.93
2009-04-15 19:30:00+00:00,USGS-05464500,,5.18,3200.0,4.93
2009-04-15 19:45:00+00:00,USGS-05464500,,5.17,3200.0,4.93
2009-04-15 20:00:00+00:00,USGS-05464500,,5.16,3230.0,4.94
2009-04-15 20:15:00+00:00,USGS-05464500,,5.16,3230.0,4.94
2009-04-15 20:30:00+00:00,USGS-05464500,,5.15,3200.0,4.93
2009-04-15 20:45:00+00:00,USGS-05464500,,5.15,3200.0,4.93
2009-04-15 21:00:00+00:00,USGS-05464500,,5.14,3200.0,4.93
2009-04-15 21:15:00+00:00,USGS-05464500,,5.14,3200.0,4.93
2009-04-15 21:30:00+00:00,USGS-05464500,,5.12,3200.0,4.93
2009-04-15 21:45:00+00:00,USGS-05464500,,5.12,3200.0,4.93
2009-04-15 22:00:00+00:00,USGS-05464500,,5.12,3200.0,4.93
2009-04-15 22:15:00+00:00,USGS-05464500,,5.11,3200.0,4.93
2009-04-15 22:30:00+00:00,USGS-05464500,,5.1,3200.0,4.93
2009-04-15 22:45:00+00:00,USGS-05464500,,5.1,3200.0,4.93
2009-04-15 23:00:00+00:00,USGS-05464500,,5.09,3200.0,4.93
2009-04-15 23:15:00+00:00,USGS-05464500,,5.08,3200.0,4.93
2009-04-15 23:30:00+00:00,USGS-05464500,,5.07,3200.0,4.93
2009-04-15 23:45:00+00:00,USGS-05464500,,5.07,3200.0,4.93
2009-04-16 00:00:00+00:00,USGS-05464500,,5.06,3200.0,4.93
2009-04-16 00:15:00+00:00,USGS-05464500,,5.06,3200.0,4.93
2009-04-16 00:30:00+00:00,USGS-05464500,,5.05,3200.0,4.93
2009-04-16 00:45:00+00:00,USGS-05464500,,5.04,3180.0,4.92
2009-04-16 01:00:00+00:00,USGS-05464500,,5.03,3180.0,4.92
2009-04-16 01:15:00+00:00,USGS-05464500,,5.03,3180.0,4.92
2009-04-16 01:30:00+00:00,USGS-05464500,,5.03,3180.0,4.92
2009-04-16 01:45:00+00:00,USGS-05464500,,5.02,3180.0,4.92
2009-04-16 02:00:00+00:00,USGS-05464500,,5.02,3180.0,4.92
2009-04-16 02:15:00+00:00,USGS-05464500,,5.01,3180.0,4.92
2009-04-16 02:30:00+00:00,USGS-05464500,,5.01,3180.0,4.92
2009-04-16 02:45:00+00:00,USGS-05464500,,5.0,3180.0,4.92
2009-04-16 03:00:00+00:00,USGS-05464500,,5.0,3180.0,4.92
2009-04-16 03:15:00+00:00,USGS-05464500,,5.0,3180.0,4.92
2009-04-16 03:30:00+00:00,USGS-05464500,,5.0,3150.0,4.91
2009-04-16 03:45:00+00:00,USGS-05464500,,4.99,3150.0,4.91
2009-04-16 04:00:00+00:00,USGS-05464500,,4.99,3150.0,4.91
2009-04-16 04:15:00+00:00,USGS-05464500,,4.98,3150.0,4.91
2009-04-16 04:30:00+00:00,USGS-05464500,,4.98,3150.0,4.91
2009-04-16 04:45:00+00:00,USGS-05464500,,4.97,3150.0,4.91
2009-04-16 05:00:00+00:00,USGS-05464500,,4.97,3150.0,4.91
2009-04-16 05:15:00+00:00,USGS-05464500,,4.97,3150.0,4.91
2009-04-16 05:30:00+00:00,USGS-05464500,,4.97,3150.0,4.91
2009-04-16 05:45:00+00:00,USGS-05464500,,4.97,3150.0,4.91
2009-04-16 06:00:00+00:00,USGS-05464500,,4.96,3150.0,4.91
2009-04-16 06:15:00+00:00,USGS-05464500,,4.96,3150.0,4.91
2009-04-16 06:30:00+00:00,USGS-05464500,,4.95,3150.0,4.91
2009-04-16 06:45:00+00:00,USGS-05464500,,4.94,3130.0,4.9
2009-04-16 07:00:00+00:00,USGS-05464500,,4.94,3130.0,4.9
2009-04-16 07:15:00+00:00,USGS-05464500,,4.94,3130.0,4.9
2009-04-16 07:30:00+00:00,USGS-05464500,,4.94,3130.0,4.9
2009-04-16 07:45:00+00:00,USGS-05464500,,4.94,3130.0,4.9
2009-04-16 08:00:00+00:00,USGS-05464500,,4.94,3100.0,4.89
2009-04-16 08:15:00+00:00,USGS-05464500,,4.93,3100.0,4.89
2009-04-16 08:30:00+00:00,USGS-05464500,,4.93,3130.0,4.9
2009-04-16 08:45:00+00:00,USGS-05464500,,4.93,3130.0,4.9
2009-04-16 09:00:00+00:00,USGS-05464500,,4.93,3130.0,4.9
2009-04-16 09:15:00+00:00,USGS-05464500,,4.92,3130.0,4.9
2009-04-16 09:30:00+00:00,USGS-05464500,,4.93,3130.0,4.9
2009-04-16 09:45:00+00:00,USGS-05464500,,4.93,3130.0,4.9
2009-04-16 10:00:00+00:00,USGS-05464500,,4.92,3130.0,4.9
2009-04-16 10:15:00+00:00,USGS-05464500,,4.91,3100.0,4.89
2009-04-16 10:30:00+00:00,USGS-05464500,,4.91,3130.0,4.9
2009-04-16 10:45:00+00:00,USGS-05464500,,4.92,3130.0,4.9
2009-04-16 11:00:00+00:00,USGS-05464500,,4.91,3100.0,4.89
2009-04-16 11:15:00+00:00,USGS-05464500,,4.91,3100.0,4.89
2009-04-16 11:30:00+00:00,USGS-05464500,,4.91,3100.0,4.89
2009-04-16 11:45:00+00:00,USGS-05464500,,4.89,3100.0,4.89
2009-04-16 12:00:00+00:00,USGS-05464500,,4.89,3100.0,4.89
2009-04-16 12:15:00+00:00,USGS-05464500,,4.89,3100.0,4.89
2009-04-16 12:30:00+00:00,USGS-05464500,,4.88,3100.0,4.89
2009-04-16 12:45:00+00:00,USGS-05464500,,4.88,3100.0,4.89
2009-04-16 13:00:00+00:00,USGS-05464500,,4.88,3100.0,4.89
2009-04-16 13:15:00+00:00,USGS-05464500,,4.88,3100.0,4.89
2009-04-16 13:30:00+00:00,USGS-05464500,,4.87,3080.0,4.88
2009-04-16 13:45:00+00:00,USGS-05464500,,4.88,3080.0,4.88
2009-04-16 14:00:00+00:00,USGS-05464500,,4.87,3080.0,4.88
2009-04-16 14:15:00+00:00,USGS-05464500,,4.87,3080.0,4.88
2009-04-16 14:30:00+00:00,USGS-05464500,,4.86,3080.0,4.88
2009-04-16 14:45:00+00:00,USGS-05464500,,4.85,3080.0,4.88
2009-04-16 15:00:00+00:00,USGS-05464500,,4.85,3080.0,4.88
2009-04-16 15:15:00+00:00,USGS-05464500,,4.85,3100.0,4.89
2009-04-16 15:30:00+00:00,USGS-05464500,,4.85,3080.0,4.88
2009-04-16 15:45:00+00:00,USGS-05464500,,4.84,3080.0,4.88
2009-04-16 16:00:00+00:00,USGS-05464500,,4.82,3080.0,4.88
2009-04-16 16:15:00+00:00,USGS-05464500,,4.82,3080.0,4.88
2009-04-16 16:30:00+00:00,USGS-05464500,,4.82,3080.0,4.88
2009-04-16 16:45:00+00:00,USGS-05464500,,4.82,3080.0,4.88
2009-04-16 17:00:00+00:00,USGS-05464500,,4.81,3080.0,4.88
2009-04-16 17:15:00+00:00,USGS-05464500,,4.81,3080.0,4.88
2009-04-16 17:30:00+00:00,USGS-05464500,,4.81,3080.0,4.88
2009-04-16 17:45:00+00:00,USGS-05464500,,4.8,3080.0,4.88
2009-04-16 18:00:00+00:00,USGS-05464500,,4.8,3080.0,4.88
2009-04-16 18:15:00+00:00,USGS-05464500,,4.79,3080.0,4.88
2009-04-16 18:30:00+00:00,USGS-05464500,,4.79,3080.0,4.88
2009-04-16 18:45:00+00:00,USGS-05464500,,4.78,3080.0,4.88
2009-04-16 19:00:00+00:00,USGS-05464500,,4.77,3130.0,4.9
2009-04-16 19:15:00+00:00,USGS-05464500,,4.77,3130.0,4.9
2009-04-16 19:30:00+00:00,USGS-05464500,,4.76,3130.0,4.9
2009-04-16 19:45:00+00:00,USGS-05464500,,4.76,3130.0,4.9
2009-04-16 20:00:00+00:00,USGS-05464500,,4.76,3130.0,4.9
2009-04-16 20:15:00+00:00,USGS-05464500,,4.75,3130.0,4.9
2009-04-16 20:30:00+00:00,USGS-05464500,,4.73,3130.0,4.9
2009-04-16 20:45:00+00:00,USGS-05464500,,4.73,3130.0,4.9
2009-04-16 21:00:00+00:00,USGS-05464500,,4.72,3130.0,4.9
2009-04-16 21:15:00+00:00,USGS-05464500,,4.72,3130.0,4.9
2009-04-16 21:30:00+00:00,USGS-05464500,,4.71,3130.0,4.9
2009-04-16 21:45:00+00:00,USGS-05464500,,4.7,3100.0,4.89
2009-04-16 22:00:00+00:00,USGS-05464500,,4.7,3130.0,4.9
2009-04-16 22:15:00+00:00,USGS-05464500,,4.7,3130.0,4.9
2009-04-16 22:30:00+00:00,USGS-05464500,,4.69,3130.0,4.9
2009-04-16 22:45:00+00:00,USGS-05464500,,4.68,3100.0,4.89
2009-04-16 23:00:00+00:00,USGS-05464500,,4.68,3100.0,4.89
2009-04-16 23:15:00+00:00,USGS-05464500,,4.67,3130.0,4.9
2009-04-16 23:30:00+00:00,USGS-05464500,,4.67,3100.0,4.89
2009-04-16 23:45:00+00:00,USGS-05464500,,4.66,3100.0,4.89
2009-04-17 00:00:00+00:00,USGS-05464500,,4.65,3100.0,4.89
2009-04-17 00:15:00+00:00,USGS-05464500,,4.65,3100.0,4.89
2009-04-17 00:30:00+00:00,USGS-05464500,,4.64,3100.0,4.89
2009-04-17 00:45:00+00:00,USGS-05464500,,4.63,3100.0,4.89
2009-04-17 01:00:00+00:00,USGS-05464500,,4.63,3100.0,4.89
2009-04-17 01:15:00+00:00,USGS-05464500,,4.63,3100.0,4.89
2009-04-17 01:30:00+00:00,USGS-05464500,,4.63,3100.0,4.89
2009-04-17 01:45:00+00:00,USGS-05464500,,4.63,3100.0,4.89
2009-04-17 02:00:00+00:00,USGS-05464500,,4.62,3100.0,4.89
2009-04-17 02:15:00+00:00,USGS-05464500,,4.61,3100.0,4.89
2009-04-17 02:30:00+00:00,USGS-05464500,,4.6,3100.0,4.89
2009-04-17 02:45:00+00:00,USGS-05464500,,4.59,3100.0,4.89
2009-04-17 03:00:00+00:00,USGS-05464500,,4.59,3100.0,4.89
2009-04-17 03:15:00+00:00,USGS-05464500,,4.59,3100.0,4.89
2009-04-17 03:30:00+00:00,USGS-05464500,,4.59,3100.0,4.89
2009-04-17 03:45:00+00:00,USGS-05464500,,4.59,3100.0,4.89
2009-04-17 04:00:00+00:00,USGS-05464500,,4.6,3100.0,4.89
2009-04-17 04:15:00+00:00,USGS-05464500,,4.61,3100.0,4.89
2009-04-17 04:30:00+00:00,USGS-05464500,,4.6,3080.0,4.88
2009-04-17 04:45:00+00:00,USGS-05464500,,4.59,3100.0,4.89
2009-04-17 05:00:00+00:00,USGS-05464500,,4.59,3080.0,4.88
2009-04-17 05:15:00+00:00,USGS-05464500,,4.58,3080.0,4.88
2009-04-17 05:30:00+00:00,USGS-05464500,,4.58,3080.0,4.88
2009-04-17 05:45:00+00:00,USGS-05464500,,4.57,3080.0,4.88
2009-04-17 06:00:00+00:00,USGS-05464500,,4.56,3080.0,4.88
2009-04-17 06:15:00+00:00,USGS-05464500,,4.57,3080.0,4.88
2009-04-17 06:30:00+00:00,USGS-05464500,,4.57,3080.0,4.88
2009-04-17 06:45:00+00:00,USGS-05464500,,4.56,3080.0,4.88
2009-04-17 07:00:00+00:00,USGS-05464500,,4.56,3080.0,4.88
2009-04-17 07:15:00+00:00,USGS-05464500,,4.57,3080.0,4.88
2009-04-17 07:30:00+00:00,USGS-05464500,,4.57,3080.0,4.88
2009-04-17 07:45:00+00:00,USGS-05464500,,4.57,3080.0,4.88
2009-04-17 08:00:00+00:00,USGS-05464500,,4.58,3080.0,4.88
2009-04-17 08:15:00+00:00,USGS-05464500,,4.58,3080.0,4.88
2009-04-17 08:30:00+00:00,USGS-05464500,,4.58,3080.0,4.88
2009-04-17 08:45:00+00:00,USGS-05464500,,4.58,3080.0,4.88
2009-04-17 09:00:00+00:00,USGS-05464500,,4.59,3080.0,4.88
2009-04-17 09:15:00+00:00,USGS-05464500,,4.6,3080.0,4.88
2009-04-17 09:30:00+00:00,USGS-05464500,,4.6,3080.0,4.88
2009-04-17 09:45:00+00:00,USGS-05464500,,4.6,3080.0,4.88
2009-04-17 10:00:00+00:00,USGS-05464500,,4.6,3080.0,4.88
2009-04-17 10:15:00+00:00,USGS-05464500,,4.6,3080.0,4.88
2009-04-17 10:30:00+00:00,USGS-05464500,,4.6,3080.0,4.88
2009-04-17 10:45:00+00:00,USGS-05464500,,4.61,3080.0,4.88
2009-04-17 11:00:00+00:00,USGS-05464500,,4.61,3080.0,4.88
2009-04-17 11:15:00+00:00,USGS-05464500,,4.61,3080.0,4.88
2009-04-17 11:30:00+00:00,USGS-05464500,,4.61,3080.0,4.88
2009-04-17 11:45:00+00:00,USGS-05464500,,4.6,3080.0,4.88
2009-04-17 12:00:00+00:00,USGS-05464500,,4.59,3050.0,4.87
2009-04-17 12:15:00+00:00,USGS-05464500,,4.58,3050.0,4.87
2009-04-17 12:30:00+00:00,USGS-05464500,,4.58,3050.0,4.87
2009-04-17 12:45:00+00:00,USGS-05464500,,4.58,3050.0,4.87
2009-04-17 13:00:00+00:00,USGS-05464500,,4.58,3050.0,4.87
2009-04-17 13:15:00+00:00,USGS-05464500,,4.58,3050.0,4.87
2009-04-17 13:30:00+00:00,USGS-05464500,,4.58,3030.0,4.86
2009-04-17 13:45:00+00:00,USGS-05464500,,4.58,3030.0,4.86
2009-04-17 14:00:00+00:00,USGS-05464500,,4.57,3030.0,4.86
2009-04-17 14:15:00+00:00,USGS-05464500,,4.58,3030.0,4.86
2009-04-17 14:30:00+00:00,USGS-05464500,,4.57,3030.0,4.86
2009-04-17 14:45:00+00:00,USGS-05464500,,4.57,3030.0,4.86
2009-04-17 15:00:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 15:15:00+00:00,USGS-05464500,,4.56,3030.0,4.86
2009-04-17 15:30:00+00:00,USGS-05464500,,4.57,3050.0,4.87
2009-04-17 15:45:00+00:00,USGS-05464500,,4.57,3030.0,4.86
2009-04-17 16:00:00+00:00,USGS-05464500,,4.56,3030.0,4.86
2009-04-17 16:15:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 16:30:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 16:45:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 17:00:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 17:15:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 17:30:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 17:45:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 18:00:00+00:00,USGS-05464500,,4.55,3030.0,4.86
2009-04-17 18:15:00+00:00,USGS-05464500,,4.55,3080.0,4.88
2009-04-17 18:30:00+00:00,USGS-05464500,,4.55,3150.0,4.91
2009-04-17 18:45:00+00:00,USGS-05464500,,4.54,3150.0,4.91
2009-04-17 19:00:00+00:00,USGS-05464500,,4.54,3230.0,4.94
2009-04-17 19:15:00+00:00,USGS-05464500,,4.53,3260.0,4.95
2009-04-17 19:30:00+00:00,USGS-05464500,,4.52,3380.0,5.0
2009-04-17 19:45:00+00:00,USGS-05464500,,4.52,3480.0,5.03
2009-04-17 20:00:00+00:00,USGS-05464500,,4.52,3510.0,5.04
2009-04-17 20:15:00+00:00,USGS-05464500,,4.52,3580.0,5.07
2009-04-17 20:30:00+00:00,USGS-05464500,,4.52,3510.0,5.04
2009-04-17 20:45:00+00:00,USGS-05464500,,4.51,3460.0,5.02
2009-04-17 21:00:00+00:00,USGS-05464500,,4.51,3410.0,5.0
2009-04-17 21:15:00+00:00,USGS-05464500,,4.51,3380.0,4.99
2009-04-17 21:30:00+00:00,USGS-05464500,,4.5,3330.0,4.97
2009-04-17 21:45:00+00:00,USGS-05464500,,4.49,3330.0,4.97
2009-04-17 22:00:00+00:00,USGS-05464500,,4.49,3380.0,4.99
