datetime,site_uid,temp_water,nitrate_con,discharge
2012-05-26 01:30:00+00:00,USGS-05418110,18.0,7.84,60.5
2012-05-26 01:45:00+00:00,USGS-05418110,18.0,7.84,60.5
2012-05-26 02:00:00+00:00,USGS-05418110,17.9,7.84,60.5
2012-05-26 02:15:00+00:00,USGS-05418110,17.9,7.84,60.5
2012-05-26 02:30:00+00:00,USGS-05418110,17.8,7.84,60.5
2012-05-26 02:45:00+00:00,USGS-05418110,17.8,7.84,60.5
2012-05-26 03:00:00+00:00,USGS-05418110,17.7,7.85,60.5
2012-05-26 03:15:00+00:00,USGS-05418110,17.7,7.85,60.5
2012-05-26 03:30:00+00:00,USGS-05418110,17.6,7.86,60.5
2012-05-26 03:45:00+00:00,USGS-05418110,17.6,7.86,60.5
2012-05-26 04:00:00+00:00,USGS-05418110,17.5,7.86,60.5
2012-05-26 04:15:00+00:00,USGS-05418110,17.4,7.86,59.2
2012-05-26 04:30:00+00:00,USGS-05418110,17.4,7.85,60.5
2012-05-26 04:45:00+00:00,USGS-05418110,17.3,7.85,60.5
2012-05-26 05:00:00+00:00,USGS-05418110,17.3,7.83,59.2
2012-05-26 05:15:00+00:00,USGS-05418110,17.2,7.83,59.2
2012-05-26 05:30:00+00:00,USGS-05418110,17.1,7.82,59.2
2012-05-26 05:45:00+00:00,USGS-05418110,17.1,7.8,57.9
2012-05-26 06:00:00+00:00,USGS-05418110,17.0,7.8,57.9
2012-05-26 06:15:00+00:00,USGS-05418110,16.8,7.74,64.6
2012-05-26 06:30:00+00:00,USGS-05418110,16.7,7.29,104.0
2012-05-26 06:45:00+00:00,USGS-05418110,16.4,6.91,138.0
2012-05-26 07:00:00+00:00,USGS-05418110,16.3,4.43,134.0
2012-05-26 07:15:00+00:00,USGS-05418110,16.3,4.98,122.0
2012-05-26 07:30:00+00:00,USGS-05418110,16.3,5.56,113.0
2012-05-26 07:45:00+00:00,USGS-05418110,16.1,5.87,110.0
2012-05-26 08:00:00+00:00,USGS-05418110,16.1,5.09,104.0
2012-05-26 08:15:00+00:00,USGS-05418110,16.0,4.37,94.9
2012-05-26 08:30:00+00:00,USGS-05418110,15.9,4.69,108.0
2012-05-26 08:45:00+00:00,USGS-05418110,15.8,4.93,157.0
2012-05-26 09:00:00+00:00,USGS-05418110,15.7,4.28,178.0
2012-05-26 09:15:00+00:00,USGS-05418110,15.8,3.53,168.0
2012-05-26 09:30:00+00:00,USGS-05418110,15.8,4.31,150.0
2012-05-26 09:45:00+00:00,USGS-05418110,15.8,4.75,131.0
2012-05-26 10:00:00+00:00,USGS-05418110,15.7,4.88,119.0
2012-05-26 10:15:00+00:00,USGS-05418110,15.7,4.61,111.0
2012-05-26 10:30:00+00:00,USGS-05418110,15.7,4.66,105.0
2012-05-26 10:45:00+00:00,USGS-05418110,15.7,5.11,102.0
2012-05-26 11:00:00+00:00,USGS-05418110,15.7,5.56,97.8
2012-05-26 11:15:00+00:00,USGS-05418110,15.7,5.81,94.9
2012-05-26 11:30:00+00:00,USGS-05418110,15.7,5.86,90.6
2012-05-26 11:45:00+00:00,USGS-05418110,15.6,5.82,86.4
2012-05-26 12:00:00+00:00,USGS-05418110,15.6,5.84,85.1
2012-05-26 12:15:00+00:00,USGS-05418110,15.6,5.92,82.3
2012-05-26 12:30:00+00:00,USGS-05418110,15.6,6.03,80.9
2012-05-26 12:45:00+00:00,USGS-05418110,15.6,6.09,79.5
2012-05-26 13:00:00+00:00,USGS-05418110,15.6,6.17,79.5
2012-05-26 13:15:00+00:00,USGS-05418110,15.6,6.23,79.5
2012-05-26 13:30:00+00:00,USGS-05418110,15.7,6.31,79.5
2012-05-26 13:45:00+00:00,USGS-05418110,15.7,6.45,78.1
2012-05-26 14:00:00+00:00,USGS-05418110,15.8,6.59,79.5
2012-05-26 14:15:00+00:00,USGS-05418110,15.9,6.67,78.1
2012-05-26 14:30:00+00:00,USGS-05418110,16.0,6.77,79.5
2012-05-26 14:45:00+00:00,USGS-05418110,16.1,6.8,82.3
2012-05-26 15:00:00+00:00,USGS-05418110,16.3,6.88,82.3
2012-05-26 15:15:00+00:00,USGS-05418110,16.4,7.04,83.7
2012-05-26 15:30:00+00:00,USGS-05418110,16.5,7.11,86.4
2012-05-26 15:45:00+00:00,USGS-05418110,16.6,7.18,89.2
2012-05-26 16:00:00+00:00,USGS-05418110,16.8,7.18,90.6
2012-05-26 16:15:00+00:00,USGS-05418110,17.0,7.2,94.9
2012-05-26 16:30:00+00:00,USGS-05418110,17.2,7.22,94.9
2012-05-26 16:45:00+00:00,USGS-05418110,17.4,7.23,96.3
2012-05-26 17:00:00+00:00,USGS-05418110,17.7,7.28,97.8
2012-05-26 17:15:00+00:00,USGS-05418110,17.9,7.34,96.3
2012-05-26 17:30:00+00:00,USGS-05418110,18.0,7.41,97.8
2012-05-26 17:45:00+00:00,USGS-05418110,18.2,7.54,99.3
2012-05-26 18:00:00+00:00,USGS-05418110,18.3,7.62,99.3
2012-05-26 18:15:00+00:00,USGS-05418110,18.6,7.74,101.0
2012-05-26 18:30:00+00:00,USGS-05418110,19.0,7.84,101.0
2012-05-26 18:45:00+00:00,USGS-05418110,19.3,7.98,101.0
2012-05-26 19:00:00+00:00,USGS-05418110,19.4,8.17,101.0
2012-05-26 19:15:00+00:00,USGS-05418110,19.6,8.41,101.0
2012-05-26 19:30:00+00:00,USGS-05418110,19.8,8.62,99.3
2012-05-26 19:45:00+00:00,USGS-05418110,19.9,8.82,101.0
2012-05-26 20:00:00+00:00,USGS-05418110,20.0,9.04,101.0
2012-05-26 20:15:00+00:00,USGS-05418110,20.0,9.31,101.0
2012-05-26 20:30:00+00:00,USGS-05418110,20.0,9.49,102.0
2012-05-26 20:45:00+00:00,USGS-05418110,20.2,9.72,104.0
2012-05-26 21:00:00+00:00,USGS-05418110,20.4,9.96,104.0
2012-05-26 21:15:00+00:00,USGS-05418110,20.6,10.2,105.0
2012-05-26 21:30:00+00:00,USGS-05418110,20.7,10.4,107.0
2012-05-26 21:45:00+00:00,USGS-05418110,20.8,10.6,107.0
2012-05-26 22:00:00+00:00,USGS-05418110,20.9,10.7,110.0
2012-05-26 22:15:00+00:00,USGS-05418110,21.0,10.7,111.0
2012-05-26 22:30:00+00:00,USGS-05418110,21.1,10.8,113.0
2012-05-26 22:45:00+00:00,USGS-05418110,21.1,10.7,111.0
2012-05-26 23:00:00+00:00,USGS-05418110,21.1,10.7,113.0
2012-05-26 23:15:00+00:00,USGS-05418110,21.1,10.6,114.0
2012-05-26 23:30:00+00:00,USGS-05418110,21.1,10.5,114.0
2012-05-26 23:45:00+00:00,USGS-05418110,21.1,10.4,113.0
2012-05-27 00:00:00+00:00,USGS-05418110,21.0,10.3,114.0
2012-05-27 00:15:00+00:00,USGS-05418110,20.9,10.2,114.0
2012-05-27 00:30:00+00:00,USGS-05418110,20.9,10.2,114.0
2012-05-27 00:45:00+00:00,USGS-05418110,20.8,10.1,114.0
2012-05-27 01:00:00+00:00,USGS-05418110,20.8,10.0,114.0
2012-05-27 01:15:00+00:00,USGS-05418110,20.7,10.0,114.0
2012-05-27 01:30:00+00:00,USGS-05418110,20.6,9.96,114.0
2012-05-27 01:45:00+00:00,USGS-05418110,20.6,9.94,114.0
2012-05-27 02:00:00+00:00,USGS-05418110,20.5,9.89,114.0
2012-05-27 02:15:00+00:00,USGS-05418110,20.4,9.85,114.0
2012-05-27 02:30:00+00:00,USGS-05418110,20.4,9.82,114.0
2012-05-27 02:45:00+00:00,USGS-05418110,20.2,9.78,113.0
2012-05-27 03:00:00+00:00,USGS-05418110,20.2,9.76,113.0
2012-05-27 03:15:00+00:00,USGS-05418110,20.1,9.73,113.0
2012-05-27 03:30:00+00:00,USGS-05418110,20.0,9.7,113.0
2012-05-27 03:45:00+00:00,USGS-05418110,20.0,9.66,110.0
2012-05-27 04:00:00+00:00,USGS-05418110,19.9,9.62,111.0
2012-05-27 04:15:00+00:00,USGS-05418110,19.8,9.59,111.0
2012-05-27 04:30:00+00:00,USGS-05418110,19.7,9.59,110.0
2012-05-27 04:45:00+00:00,USGS-05418110,19.6,9.58,110.0
2012-05-27 05:00:00+00:00,USGS-05418110,19.6,9.53,110.0
2012-05-27 05:15:00+00:00,USGS-05418110,19.5,9.53,108.0
2012-05-27 05:30:00+00:00,USGS-05418110,19.4,9.51,107.0
2012-05-27 05:45:00+00:00,USGS-05418110,19.3,9.49,108.0
2012-05-27 06:00:00+00:00,USGS-05418110,19.2,9.49,107.0
2012-05-27 06:15:00+00:00,USGS-05418110,19.1,9.46,107.0
2012-05-27 06:30:00+00:00,USGS-05418110,19.0,9.43,105.0
2012-05-27 06:45:00+00:00,USGS-05418110,19.0,9.46,105.0
2012-05-27 07:00:00+00:00,USGS-05418110,18.9,9.42,104.0
2012-05-27 07:15:00+00:00,USGS-05418110,18.8,9.42,104.0
2012-05-27 07:30:00+00:00,USGS-05418110,18.7,9.42,104.0
2012-05-27 07:45:00+00:00,USGS-05418110,18.6,9.41,102.0
2012-05-27 08:00:00+00:00,USGS-05418110,18.6,9.42,102.0
2012-05-27 08:15:00+00:00,USGS-05418110,18.5,9.4,102.0
2012-05-27 08:30:00+00:00,USGS-05418110,18.4,9.37,101.0
2012-05-27 08:45:00+00:00,USGS-05418110,18.4,9.36,101.0
2012-05-27 09:00:00+00:00,USGS-05418110,18.3,9.36,101.0
2012-05-27 09:15:00+00:00,USGS-05418110,18.2,9.37,97.8
2012-05-27 09:30:00+00:00,USGS-05418110,18.1,9.36,99.3
2012-05-27 09:45:00+00:00,USGS-05418110,18.1,9.36,97.8
2012-05-27 10:00:00+00:00,USGS-05418110,18.0,9.38,99.3
2012-05-27 10:15:00+00:00,USGS-05418110,18.0,9.39,96.3
2012-05-27 10:30:00+00:00,USGS-05418110,17.9,9.43,96.3
2012-05-27 10:45:00+00:00,USGS-05418110,17.9,9.44,97.8
2012-05-27 11:00:00+00:00,USGS-05418110,17.8,9.48,96.3
2012-05-27 11:15:00+00:00,USGS-05418110,17.8,9.51,94.9
2012-05-27 11:30:00+00:00,USGS-05418110,17.8,9.52,96.3
2012-05-27 11:45:00+00:00,USGS-05418110,17.7,9.59,94.9
2012-05-27 12:00:00+00:00,USGS-05418110,17.7,9.6,94.9
2012-05-27 12:15:00+00:00,USGS-05418110,17.7,9.63,93.4
2012-05-27 12:30:00+00:00,USGS-05418110,17.7,9.63,93.4
2012-05-27 12:45:00+00:00,USGS-05418110,17.7,9.65,92.0
2012-05-27 13:00:00+00:00,USGS-05418110,17.7,9.65,92.0
2012-05-27 13:15:00+00:00,USGS-05418110,17.7,9.64,93.4
2012-05-27 13:30:00+00:00,USGS-05418110,17.8,9.64,93.4
2012-05-27 13:45:00+00:00,USGS-05418110,17.9,9.64,92.0
2012-05-27 14:00:00+00:00,USGS-05418110,18.0,9.64,92.0
2012-05-27 14:15:00+00:00,USGS-05418110,18.1,9.64,92.0
2012-05-27 14:30:00+00:00,USGS-05418110,18.2,9.65,92.0
2012-05-27 14:45:00+00:00,USGS-05418110,18.4,9.65,90.6
2012-05-27 15:00:00+00:00,USGS-05418110,18.6,9.64,90.6
2012-05-27 15:15:00+00:00,USGS-05418110,18.8,9.64,90.6
2012-05-27 15:30:00+00:00,USGS-05418110,19.1,9.65,90.6
2012-05-27 15:45:00+00:00,USGS-05418110,19.4,9.69,90.6
2012-05-27 16:00:00+00:00,USGS-05418110,19.6,9.71,90.6
2012-05-27 16:15:00+00:00,USGS-05418110,19.9,9.72,90.6
2012-05-27 16:30:00+00:00,USGS-05418110,20.2,9.72,90.6
2012-05-27 16:45:00+00:00,USGS-05418110,20.6,9.76,89.2
2012-05-27 17:00:00+00:00,USGS-05418110,20.9,9.76,89.2
2012-05-27 17:15:00+00:00,USGS-05418110,21.2,9.78,89.2
2012-05-27 17:30:00+00:00,USGS-05418110,21.5,9.81,87.8
2012-05-27 17:45:00+00:00,USGS-05418110,21.8,9.83,87.8
2012-05-27 18:00:00+00:00,USGS-05418110,22.1,9.86,87.8
2012-05-27 18:15:00+00:00,USGS-05418110,22.4,9.87,87.8
2012-05-27 18:30:00+00:00,USGS-05418110,22.7,9.92,86.4
2012-05-27 18:45:00+00:00,USGS-05418110,22.9,9.93,86.4
2012-05-27 19:00:00+00:00,USGS-05418110,23.2,9.93,86.4
2012-05-27 19:15:00+00:00,USGS-05418110,23.5,9.97,85.1
2012-05-27 19:30:00+00:00,USGS-05418110,23.7,10.0,85.1
2012-05-27 19:45:00+00:00,USGS-05418110,23.9,10.0,86.4
2012-05-27 20:00:00+00:00,USGS-05418110,24.1,10.0,85.1
2012-05-27 20:15:00+00:00,USGS-05418110,24.3,10.1,85.1
2012-05-27 20:30:00+00:00,USGS-05418110,24.5,10.1,85.1
2012-05-27 20:45:00+00:00,USGS-05418110,24.6,10.1,85.1
2012-05-27 21:00:00+00:00,USGS-05418110,24.7,10.1,83.7
2012-05-27 21:15:00+00:00,USGS-05418110,24.8,10.1,83.7
2012-05-27 21:30:00+00:00,USGS-05418110,24.9,10.1,83.7
2012-05-27 21:45:00+00:00,USGS-05418110,24.9,10.1,82.3
2012-05-27 22:00:00+00:00,USGS-05418110,25.0,10.1,83.7
2012-05-27 22:15:00+00:00,USGS-05418110,,,82.3
2012-05-27 22:30:00+00:00,USGS-05418110,,,82.3
2012-05-27 22:45:00+00:00,USGS-05418110,,,82.3
2012-05-27 23:00:00+00:00,USGS-05418110,,,82.3
2012-05-27 23:15:00+00:00,USGS-05418110,,10.2,82.3
2012-05-27 23:30:00+00:00,USGS-05418110,,,80.9
2012-05-27 23:45:00+00:00,USGS-05418110,24.7,10.1,80.9
2012-05-28 00:00:00+00:00,USGS-05418110,,,80.9
2012-05-28 00:15:00+00:00,USGS-05418110,,,80.9
2012-05-28 00:30:00+00:00,USGS-05418110,,10.2,80.9
2012-05-28 00:45:00+00:00,USGS-05418110,,,82.3
2012-05-28 01:00:00+00:00,USGS-05418110,24.1,10.2,79.5
2012-05-28 01:15:00+00:00,USGS-05418110,24.0,10.2,80.9
2012-05-28 01:30:00+00:00,USGS-05418110,23.8,10.2,80.9
2012-05-28 01:45:00+00:00,USGS-05418110,23.8,10.2,80.9
2012-05-28 02:00:00+00:00,USGS-05418110,23.6,10.1,79.5
2012-05-28 02:15:00+00:00,USGS-05418110,23.5,10.1,79.5
2012-05-28 02:30:00+00:00,USGS-05418110,23.3,10.1,79.5
2012-05-28 02:45:00+00:00,USGS-05418110,23.2,10.0,78.1
2012-05-28 03:00:00+00:00,USGS-05418110,23.1,10.0,78.1
2012-05-28 03:15:00+00:00,USGS-05418110,22.9,9.98,78.1
2012-05-28 03:30:00+00:00,USGS-05418110,22.8,9.97,79.5
2012-05-28 03:45:00+00:00,USGS-05418110,22.6,9.98,78.1
2012-05-28 04:00:00+00:00,USGS-05418110,22.5,9.96,78.1
2012-05-28 04:15:00+00:00,USGS-05418110,,,78.1
2012-05-28 04:30:00+00:00,USGS-05418110,22.3,9.97,76.8
2012-05-28 04:45:00+00:00,USGS-05418110,22.1,9.95,78.1
2012-05-28 05:00:00+00:00,USGS-05418110,22.1,9.96,78.1
2012-05-28 05:15:00+00:00,USGS-05418110,21.9,9.95,76.8
2012-05-28 05:30:00+00:00,USGS-05418110,21.8,9.97,76.8
2012-05-28 05:45:00+00:00,USGS-05418110,21.8,9.96,78.1
2012-05-28 06:00:00+00:00,USGS-05418110,21.7,9.97,78.1
2012-05-28 06:15:00+00:00,USGS-05418110,21.6,9.97,76.8
2012-05-28 06:30:00+00:00,USGS-05418110,21.5,9.95,76.8
2012-05-28 06:45:00+00:00,USGS-05418110,21.4,9.96,78.1
2012-05-28 07:00:00+00:00,USGS-05418110,21.3,9.96,76.8
2012-05-28 07:15:00+00:00,USGS-05418110,21.2,9.96,76.8
2012-05-28 07:30:00+00:00,USGS-05418110,21.1,9.97,76.8
2012-05-28 07:45:00+00:00,USGS-05418110,21.1,9.96,76.8
2012-05-28 08:00:00+00:00,USGS-05418110,21.0,9.98,76.8
2012-05-28 08:15:00+00:00,USGS-05418110,20.9,9.97,76.8
2012-05-28 08:30:00+00:00,USGS-05418110,20.8,9.96,76.8
2012-05-28 08:45:00+00:00,USGS-05418110,20.8,9.97,76.8
2012-05-28 09:00:00+00:00,USGS-05418110,20.7,9.97,76.8
2012-05-28 09:15:00+00:00,USGS-05418110,20.6,9.98,75.4
2012-05-28 09:30:00+00:00,USGS-05418110,20.6,9.97,76.8
2012-05-28 09:45:00+00:00,USGS-05418110,20.5,9.97,76.8
2012-05-28 10:00:00+00:00,USGS-05418110,20.4,9.97,75.4
2012-05-28 10:15:00+00:00,USGS-05418110,20.3,9.98,75.4
2012-05-28 10:30:00+00:00,USGS-05418110,20.2,9.97,76.8
2012-05-28 10:45:00+00:00,USGS-05418110,20.2,9.97,75.4
2012-05-28 11:00:00+00:00,USGS-05418110,20.1,9.97,75.4
2012-05-28 11:15:00+00:00,USGS-05418110,20.1,9.97,75.4
2012-05-28 11:30:00+00:00,USGS-05418110,20.0,9.97,75.4
2012-05-28 11:45:00+00:00,USGS-05418110,20.0,9.96,74.1
2012-05-28 12:00:00+00:00,USGS-05418110,20.0,9.96,75.4
2012-05-28 12:15:00+00:00,USGS-05418110,19.9,9.96,75.4
2012-05-28 12:30:00+00:00,USGS-05418110,19.9,9.96,75.4
2012-05-28 12:45:00+00:00,USGS-05418110,19.9,9.96,74.1
2012-05-28 13:00:00+00:00,USGS-05418110,19.9,9.95,75.4
2012-05-28 13:15:00+00:00,USGS-05418110,19.9,9.96,75.4
2012-05-28 13:30:00+00:00,USGS-05418110,19.9,9.96,75.4
2012-05-28 13:45:00+00:00,USGS-05418110,19.8,9.96,74.1
2012-05-28 14:00:00+00:00,USGS-05418110,19.8,9.95,75.4
2012-05-28 14:15:00+00:00,USGS-05418110,19.8,9.95,75.4
2012-05-28 14:30:00+00:00,USGS-05418110,19.9,9.95,74.1
2012-05-28 14:45:00+00:00,USGS-05418110,20.0,9.95,75.4
2012-05-28 15:00:00+00:00,USGS-05418110,20.1,9.94,75.4
2012-05-28 15:15:00+00:00,USGS-05418110,20.3,9.94,74.1
2012-05-28 15:30:00+00:00,USGS-05418110,20.5,9.93,74.1
2012-05-28 15:45:00+00:00,USGS-05418110,20.6,9.94,75.4
2012-05-28 16:00:00+00:00,USGS-05418110,20.8,9.94,74.1
2012-05-28 16:15:00+00:00,USGS-05418110,21.0,9.94,74.1
2012-05-28 16:30:00+00:00,USGS-05418110,21.2,9.94,75.4
2012-05-28 16:45:00+00:00,USGS-05418110,21.4,9.94,74.1
2012-05-28 17:00:00+00:00,USGS-05418110,21.6,9.94,74.1
2012-05-28 17:15:00+00:00,USGS-05418110,21.9,9.94,74.1
2012-05-28 17:30:00+00:00,USGS-05418110,22.1,9.94,74.1
2012-05-28 17:45:00+00:00,USGS-05418110,22.3,9.94,74.1
2012-05-28 18:00:00+00:00,USGS-05418110,22.5,9.94,74.1
2012-05-28 18:15:00+00:00,USGS-05418110,22.6,9.94,72.8
2012-05-28 18:30:00+00:00,USGS-05418110,22.7,9.95,72.8
2012-05-28 18:45:00+00:00,USGS-05418110,22.8,9.95,72.8
2012-05-28 19:00:00+00:00,USGS-05418110,23.0,9.95,72.8
2012-05-28 19:15:00+00:00,USGS-05418110,23.2,9.95,72.8
2012-05-28 19:30:00+00:00,USGS-05418110,23.5,9.94,72.8
2012-05-28 19:45:00+00:00,USGS-05418110,23.8,9.94,72.8
2012-05-28 20:00:00+00:00,USGS-05418110,23.9,9.94,72.8
2012-05-28 20:15:00+00:00,USGS-05418110,24.0,9.94,72.8
2012-05-28 20:30:00+00:00,USGS-05418110,24.0,9.94,72.8
2012-05-28 20:45:00+00:00,USGS-05418110,24.1,9.94,72.8
2012-05-28 21:00:00+00:00,USGS-05418110,24.2,9.94,72.8
2012-05-28 21:15:00+00:00,USGS-05418110,24.2,9.94,71.5
2012-05-28 21:30:00+00:00,USGS-05418110,24.4,9.93,71.5
2012-05-28 21:45:00+00:00,USGS-05418110,24.4,9.92,71.5
2012-05-28 22:00:00+00:00,USGS-05418110,24.5,9.91,71.5
2012-05-28 22:15:00+00:00,USGS-05418110,24.5,9.9,71.5
2012-05-28 22:30:00+00:00,USGS-05418110,24.5,9.91,71.5
2012-05-28 22:45:00+00:00,USGS-05418110,24.5,9.89,71.5
2012-05-28 23:00:00+00:00,USGS-05418110,24.4,9.88,71.5
2012-05-28 23:15:00+00:00,USGS-05418110,24.4,9.88,71.5
2012-05-28 23:30:00+00:00,USGS-05418110,24.3,9.86,71.5
2012-05-28 23:45:00+00:00,USGS-05418110,24.2,9.83,70.2
2012-05-29 00:00:00+00:00,USGS-05418110,24.0,9.83,71.5
2012-05-29 00:15:00+00:00,USGS-05418110,23.9,9.81,71.5
2012-05-29 00:30:00+00:00,USGS-05418110,23.8,9.8,70.2
2012-05-29 00:45:00+00:00,USGS-05418110,23.6,9.79,70.2
2012-05-29 01:00:00+00:00,USGS-05418110,23.5,9.77,71.5
2012-05-29 01:15:00+00:00,USGS-05418110,23.3,9.75,68.7
2012-05-29 01:30:00+00:00,USGS-05418110,23.1,9.73,70.2
2012-05-29 01:45:00+00:00,USGS-05418110,23.0,9.72,70.2
2012-05-29 02:00:00+00:00,USGS-05418110,22.8,9.68,70.2
2012-05-29 02:15:00+00:00,USGS-05418110,22.6,9.67,70.2
2012-05-29 02:30:00+00:00,USGS-05418110,22.4,9.65,70.2
2012-05-29 02:45:00+00:00,USGS-05418110,22.3,9.64,70.2
2012-05-29 03:00:00+00:00,USGS-05418110,22.1,9.65,70.2
2012-05-29 03:15:00+00:00,USGS-05418110,21.9,9.61,70.2
2012-05-29 03:30:00+00:00,USGS-05418110,21.7,9.61,70.2
2012-05-29 03:45:00+00:00,USGS-05418110,21.6,9.59,68.7
2012-05-29 04:00:00+00:00,USGS-05418110,21.4,9.58,70.2
2012-05-29 04:15:00+00:00,USGS-05418110,21.3,9.56,70.2
2012-05-29 04:30:00+00:00,USGS-05418110,21.1,9.54,68.7
2012-05-29 04:45:00+00:00,USGS-05418110,21.0,9.53,70.2
2012-05-29 05:00:00+00:00,USGS-05418110,20.8,9.51,70.2
2012-05-29 05:15:00+00:00,USGS-05418110,20.7,9.51,68.7
2012-05-29 05:30:00+00:00,USGS-05418110,20.6,9.51,68.7
2012-05-29 05:45:00+00:00,USGS-05418110,20.4,9.49,68.7
2012-05-29 06:00:00+00:00,USGS-05418110,20.3,9.49,68.7
2012-05-29 06:15:00+00:00,USGS-05418110,20.2,9.45,68.7
2012-05-29 06:30:00+00:00,USGS-05418110,20.0,9.47,70.2
2012-05-29 06:45:00+00:00,USGS-05418110,19.9,9.44,68.7
2012-05-29 07:00:00+00:00,USGS-05418110,19.8,9.44,68.7
2012-05-29 07:15:00+00:00,USGS-05418110,19.6,9.43,68.7
2012-05-29 07:30:00+00:00,USGS-05418110,19.5,9.42,67.3
2012-05-29 07:45:00+00:00,USGS-05418110,19.4,9.43,68.7
2012-05-29 08:00:00+00:00,USGS-05418110,19.3,9.43,67.3
2012-05-29 08:15:00+00:00,USGS-05418110,19.2,9.42,67.3
2012-05-29 08:30:00+00:00,USGS-05418110,19.0,9.41,68.7
2012-05-29 08:45:00+00:00,USGS-05418110,18.9,9.41,67.3
2012-05-29 09:00:00+00:00,USGS-05418110,18.8,9.39,68.7
2012-05-29 09:15:00+00:00,USGS-05418110,18.7,9.39,68.7
2012-05-29 09:30:00+00:00,USGS-05418110,18.6,9.39,67.3
2012-05-29 09:45:00+00:00,USGS-05418110,18.5,9.4,67.3
2012-05-29 10:00:00+00:00,USGS-05418110,18.4,9.41,68.7
2012-05-29 10:15:00+00:00,USGS-05418110,18.3,9.39,67.3
2012-05-29 10:30:00+00:00,USGS-05418110,18.2,9.38,68.7
2012-05-29 10:45:00+00:00,USGS-05418110,18.0,9.38,68.7
2012-05-29 11:00:00+00:00,USGS-05418110,17.9,9.37,67.3
2012-05-29 11:15:00+00:00,USGS-05418110,17.8,9.38,68.7
2012-05-29 11:30:00+00:00,USGS-05418110,17.8,9.36,67.3
2012-05-29 11:45:00+00:00,USGS-05418110,17.7,9.38,67.3
2012-05-29 12:00:00+00:00,USGS-05418110,17.6,9.38,67.3
2012-05-29 12:15:00+00:00,USGS-05418110,17.5,9.39,67.3
2012-05-29 12:30:00+00:00,USGS-05418110,17.5,9.38,68.7
2012-05-29 12:45:00+00:00,USGS-05418110,17.4,9.37,65.9
2012-05-29 13:00:00+00:00,USGS-05418110,17.4,9.37,67.3
2012-05-29 13:15:00+00:00,USGS-05418110,17.4,9.37,67.3
2012-05-29 13:30:00+00:00,USGS-05418110,17.4,9.34,67.3
2012-05-29 13:45:00+00:00,USGS-05418110,17.4,9.32,67.3
2012-05-29 14:00:00+00:00,USGS-05418110,17.4,9.33,67.3
2012-05-29 14:15:00+00:00,USGS-05418110,17.4,9.35,67.3
2012-05-29 14:30:00+00:00,USGS-05418110,17.5,9.35,67.3
2012-05-29 14:45:00+00:00,USGS-05418110,17.6,9.34,67.3
2012-05-29 15:00:00+00:00,USGS-05418110,17.7,9.34,67.3
2012-05-29 16:30:00+00:00,USGS-05418110,18.9,9.37,68.7
2012-05-29 16:45:00+00:00,USGS-05418110,19.1,,68.7
2012-05-29 17:00:00+00:00,USGS-05418110,19.4,,68.7
2012-05-29 17:15:00+00:00,USGS-05418110,19.6,,67.3
2012-05-29 17:30:00+00:00,USGS-05418110,19.8,,68.7
2012-05-29 17:45:00+00:00,USGS-05418110,20.1,,67.3
2012-05-29 18:00:00+00:00,USGS-05418110,20.3,,67.3
2012-05-29 18:30:00+00:00,USGS-05418110,20.7,9.41,68.7
2012-05-29 18:45:00+00:00,USGS-05418110,20.9,9.37,68.7
2012-05-29 19:00:00+00:00,USGS-05418110,21.0,9.39,68.7
2012-05-29 19:15:00+00:00,USGS-05418110,21.2,9.38,68.7
2012-05-29 19:30:00+00:00,USGS-05418110,21.4,9.36,68.7
2012-05-29 19:45:00+00:00,USGS-05418110,21.5,9.4,68.7
2012-05-29 20:00:00+00:00,USGS-05418110,21.6,9.4,67.3
2012-05-29 20:15:00+00:00,USGS-05418110,21.8,9.38,67.3
2012-05-29 20:30:00+00:00,USGS-05418110,21.8,9.36,68.7
2012-05-29 20:45:00+00:00,USGS-05418110,21.8,9.37,67.3
2012-05-29 21:00:00+00:00,USGS-05418110,21.9,9.37,67.3
2012-05-29 21:15:00+00:00,USGS-05418110,22.0,9.37,68.7
2012-05-29 21:30:00+00:00,USGS-05418110,21.9,9.36,67.3
2012-05-29 21:45:00+00:00,USGS-05418110,21.9,9.41,67.3
2012-05-29 22:00:00+00:00,USGS-05418110,22.0,9.39,65.9
2012-05-29 22:15:00+00:00,USGS-05418110,21.9,9.38,65.9
2012-05-29 22:30:00+00:00,USGS-05418110,21.8,9.37,67.3
2012-05-29 22:45:00+00:00,USGS-05418110,21.8,9.36,65.9
2012-05-29 23:00:00+00:00,USGS-05418110,21.6,9.36,65.9
2012-05-29 23:15:00+00:00,USGS-05418110,21.5,9.36,67.3
2012-05-29 23:30:00+00:00,USGS-05418110,21.4,9.35,65.9
2012-05-29 23:45:00+00:00,USGS-05418110,21.3,9.34,67.3
2012-05-30 00:00:00+00:00,USGS-05418110,21.1,9.34,67.3
2012-05-30 00:15:00+00:00,USGS-05418110,21.0,9.34,65.9
2012-05-30 00:30:00+00:00,USGS-05418110,20.8,9.34,65.9
2012-05-30 00:45:00+00:00,USGS-05418110,20.6,9.34,65.9
2012-05-30 01:00:00+00:00,USGS-05418110,20.5,9.33,65.9
2012-05-30 01:15:00+00:00,USGS-05418110,20.3,9.33,65.9
2012-05-30 01:30:00+00:00,USGS-05418110,20.1,9.32,65.9
