datetime,site_uid,temp_water,nitrate_con,discharge,stage
2014-05-23 05:00:00+00:00,USGS-05418720,21.2,8.15,,11.85
2014-05-23 05:15:00+00:00,USGS-05418720,21.1,8.15,,11.87
2014-05-23 05:30:00+00:00,USGS-05418720,21.1,8.15,,11.86
2014-05-23 05:45:00+00:00,USGS-05418720,21.0,8.13,,11.86
2014-05-23 06:00:00+00:00,USGS-05418720,21.0,8.13,,11.86
2014-05-23 06:15:00+00:00,USGS-05418720,20.9,8.13,,11.87
2014-05-23 06:30:00+00:00,USGS-05418720,20.8,8.13,,11.84
2014-05-23 06:45:00+00:00,USGS-05418720,20.8,8.13,,11.85
2014-05-23 07:00:00+00:00,USGS-05418720,20.7,8.13,,11.86
2014-05-23 07:15:00+00:00,USGS-05418720,20.7,8.13,,11.85
2014-05-23 07:30:00+00:00,USGS-05418720,20.6,8.12,,11.84
2014-05-23 07:45:00+00:00,USGS-05418720,20.6,8.12,,11.85
2014-05-23 08:00:00+00:00,USGS-05418720,20.5,8.1,,11.84
2014-05-23 08:15:00+00:00,USGS-05418720,20.5,8.1,,11.83
2014-05-23 08:30:00+00:00,USGS-05418720,20.4,8.08,,11.84
2014-05-23 08:45:00+00:00,USGS-05418720,20.4,8.08,,11.82
2014-05-23 09:00:00+00:00,USGS-05418720,20.4,8.08,,11.83
2014-05-23 09:15:00+00:00,USGS-05418720,20.3,8.09,,11.82
2014-05-23 09:30:00+00:00,USGS-05418720,20.2,8.07,,11.82
2014-05-23 09:45:00+00:00,USGS-05418720,20.2,8.06,,11.82
2014-05-23 10:00:00+00:00,USGS-05418720,20.2,8.07,,11.82
2014-05-23 10:15:00+00:00,USGS-05418720,20.1,8.07,,11.81
2014-05-23 10:30:00+00:00,USGS-05418720,20.1,8.07,,11.82
2014-05-23 10:45:00+00:00,USGS-05418720,20.1,8.07,,11.83
2014-05-23 11:00:00+00:00,USGS-05418720,20.0,8.07,,11.81
2014-05-23 11:15:00+00:00,USGS-05418720,20.0,8.08,,11.81
2014-05-23 11:30:00+00:00,USGS-05418720,19.9,8.08,,11.8
2014-05-23 11:45:00+00:00,USGS-05418720,19.9,8.08,,11.81
2014-05-23 12:00:00+00:00,USGS-05418720,19.9,8.07,,11.81
2014-05-23 12:15:00+00:00,USGS-05418720,19.8,8.07,,11.8
2014-05-23 12:30:00+00:00,USGS-05418720,19.8,8.06,,11.8
2014-05-23 12:45:00+00:00,USGS-05418720,19.8,8.08,,11.79
2014-05-23 13:00:00+00:00,USGS-05418720,19.8,8.08,,11.8
2014-05-23 13:15:00+00:00,USGS-05418720,19.8,8.08,,11.78
2014-05-23 13:30:00+00:00,USGS-05418720,19.7,8.08,,11.79
2014-05-23 13:45:00+00:00,USGS-05418720,19.7,8.08,,11.76
2014-05-23 14:00:00+00:00,USGS-05418720,19.7,8.08,,11.76
2014-05-23 14:15:00+00:00,USGS-05418720,19.7,8.08,,11.76
2014-05-23 14:30:00+00:00,USGS-05418720,19.7,8.07,,11.77
2014-05-23 14:45:00+00:00,USGS-05418720,19.6,8.06,,11.78
2014-05-23 15:00:00+00:00,USGS-05418720,19.7,8.05,,11.78
2014-05-23 15:15:00+00:00,USGS-05418720,19.7,8.05,,11.77
2014-05-23 15:30:00+00:00,USGS-05418720,19.7,8.04,,11.79
2014-05-23 15:45:00+00:00,USGS-05418720,19.7,8.03,,11.8
2014-05-23 16:00:00+00:00,USGS-05418720,19.7,8.03,,11.78
2014-05-23 16:15:00+00:00,USGS-05418720,19.7,8.02,,11.76
2014-05-23 16:30:00+00:00,USGS-05418720,19.7,8.01,,11.76
2014-05-23 16:45:00+00:00,USGS-05418720,19.8,7.98,,11.77
2014-05-23 17:00:00+00:00,USGS-05418720,19.8,7.98,,11.76
2014-05-23 17:15:00+00:00,USGS-05418720,19.9,7.97,,11.76
2014-05-23 17:30:00+00:00,USGS-05418720,19.9,7.97,,11.76
2014-05-23 17:45:00+00:00,USGS-05418720,19.9,7.96,,11.77
2014-05-23 18:00:00+00:00,USGS-05418720,20.0,7.96,,11.76
2014-05-23 18:15:00+00:00,USGS-05418720,20.1,7.9,,11.74
2014-05-23 18:30:00+00:00,USGS-05418720,20.1,7.9,,11.74
2014-05-23 18:45:00+00:00,USGS-05418720,20.2,7.91,,11.75
2014-05-23 19:00:00+00:00,USGS-05418720,20.3,7.91,,11.72
2014-05-23 19:15:00+00:00,USGS-05418720,20.4,7.91,,11.73
