FIPS,CENSUS_2020_POP,Economic_typology_2015,Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Rural_Urban_Continuum_Code_2023,Urban_Influence_Code_2024,POVALL_2023,PCTPOVALL_2023,MEDHHINC_2023,Metro_2023,Unemployment_rate_2023,Civilian_labor_force_2023,Employed_2023,Unemployed_2023
19103,152854.0,4.0,3.0,2.0,3.0,4.0,22903.0,15.5,74665.0,1.0,2.4000000000000004,86703.0,84619.0,2084.0
19105,20646.0,0.0,2.0,2.0,2.0,4.0,2004.0,10.3,74193.0,1.0,3.5,10330.0,9967.0,363.0
19107,10033.0,1.0,8.0,7.0,8.0,6.0,1090.0,11.100000000000001,65656.0,0.0,3.3000000000000003,5266.0,5094.0,172.0
19109,14828.0,1.0,7.0,11.0,7.0,8.0,1432.0,10.200000000000001,66667.0,0.0,2.5,8248.0,8043.0,205.0
19111,33555.0,3.0,5.0,8.0,7.0,7.0,4509.0,14.4,60053.0,0.0,4.1000000000000005,14604.0,14005.0,599.0
19113,230299.0,0.0,2.0,2.0,2.0,4.0,22062.0,9.9,73079.0,1.0,3.5,119470.0,115327.0,4143.0
19115,10837.0,3.0,8.0,7.0,8.0,6.0,1014.0,9.8,76120.0,0.0,3.2,5961.0,5769.0,192.0
19117,8634.0,0.0,6.0,6.0,8.0,6.0,1185.0,13.700000000000001,59540.0,0.0,2.4000000000000004,4478.0,4369.0,109.0
19119,11934.0,1.0,8.0,6.0,8.0,6.0,951.0,7.800000000000001,74790.0,0.0,2.0,7209.0,7066.0,143.0
19121,16548.0,0.0,2.0,2.0,2.0,4.0,1185.0,7.0,84509.0,1.0,3.5,8924.0,8615.0,309.0
19123,22190.0,0.0,7.0,8.0,7.0,7.0,2480.0,11.700000000000001,71332.0,0.0,2.6,12201.0,11884.0,317.0
19125,33414.0,3.0,6.0,6.0,6.0,5.0,2576.0,8.0,79709.0,0.0,2.2,19395.0,18962.0,433.0
19127,40105.0,3.0,4.0,5.0,4.0,5.0,4674.0,12.0,64005.0,0.0,6.300000000000001,17428.0,16322.0,1106.0
19129,14484.0,4.0,2.0,2.0,2.0,4.0,1237.0,8.5,82260.0,1.0,2.7,7168.0,6978.0,190.0
19131,10565.0,3.0,7.0,9.0,9.0,9.0,948.0,9.200000000000001,74249.0,0.0,2.3000000000000003,5836.0,5704.0,132.0
19133,8751.0,1.0,6.0,6.0,8.0,6.0,1045.0,12.600000000000001,59814.0,0.0,2.8000000000000003,4396.0,4273.0,123.0
19135,7577.0,3.0,7.0,9.0,9.0,9.0,752.0,10.200000000000001,65959.0,0.0,2.8000000000000003,4171.0,4056.0,115.0
19137,10330.0,0.0,6.0,6.0,6.0,6.0,1286.0,13.0,60487.0,0.0,2.6,4996.0,4864.0,132.0
19139,43235.0,3.0,4.0,5.0,4.0,5.0,4852.0,11.700000000000001,66309.0,0.0,3.2,20636.0,19980.0,656.0
19141,14182.0,1.0,7.0,9.0,7.0,8.0,1247.0,9.1,69914.0,0.0,2.4000000000000004,8237.0,8040.0,197.0
19143,6192.0,1.0,7.0,9.0,9.0,9.0,618.0,10.5,72569.0,0.0,1.9000000000000001,3648.0,3578.0,70.0
19145,15211.0,0.0,6.0,6.0,6.0,6.0,1892.0,13.8,60695.0,0.0,2.6,6570.0,6400.0,170.0
19147,8996.0,1.0,7.0,9.0,9.0,9.0,911.0,10.700000000000001,64952.0,0.0,2.5,4481.0,4368.0,113.0
19149,25698.0,3.0,3.0,2.0,6.0,5.0,2201.0,8.700000000000001,74765.0,0.0,2.1,14842.0,14529.0,313.0
19151,7078.0,1.0,9.0,10.0,9.0,9.0,762.0,11.100000000000001,68654.0,0.0,2.3000000000000003,3996.0,3904.0,92.0
19153,492401.0,0.0,2.0,2.0,2.0,4.0,57161.0,11.5,79509.0,1.0,2.9000000000000004,280238.0,272194.0,8044.0
19155,93667.0,0.0,2.0,2.0,2.0,4.0,10542.0,11.600000000000001,70768.0,1.0,2.9000000000000004,47918.0,46534.0,1384.0
19157,18662.0,0.0,7.0,9.0,6.0,6.0,1725.0,10.3,73434.0,0.0,2.9000000000000004,10292.0,9991.0,301.0
19159,4663.0,1.0,9.0,12.0,9.0,9.0,638.0,14.100000000000001,61463.0,0.0,2.2,2349.0,2297.0,52.0
19161,9814.0,1.0,9.0,10.0,9.0,9.0,956.0,10.0,72395.0,0.0,2.4000000000000004,5305.0,5178.0,127.0
19163,174669.0,0.0,2.0,2.0,2.0,4.0,18741.0,11.0,77100.0,1.0,3.5,87630.0,84595.0,3035.0
19165,11746.0,0.0,6.0,6.0,8.0,6.0,1018.0,8.8,68695.0,0.0,2.4000000000000004,6446.0,6289.0,157.0
19167,35872.0,3.0,7.0,11.0,6.0,6.0,2330.0,6.9,85985.0,0.0,1.9000000000000001,23233.0,22796.0,437.0
19169,98537.0,4.0,3.0,2.0,3.0,4.0,13147.0,14.9,71539.0,1.0,2.1,59645.0,58367.0,1278.0
19171,17135.0,1.0,6.0,6.0,6.0,6.0,2040.0,12.3,66288.0,0.0,3.9000000000000004,9237.0,8874.0,363.0
19173,5896.0,1.0,9.0,10.0,9.0,9.0,763.0,13.0,59116.0,0.0,2.2,3146.0,3076.0,70.0
19175,12138.0,3.0,6.0,6.0,6.0,6.0,1590.0,13.700000000000001,59066.0,0.0,3.0,5959.0,5779.0,180.0
19177,7203.0,3.0,9.0,10.0,9.0,9.0,1064.0,14.8,57666.0,0.0,3.1,3662.0,3550.0,112.0
19179,35437.0,3.0,5.0,8.0,5.0,7.0,4716.0,13.8,61642.0,0.0,3.5,16714.0,16132.0,582.0
19181,52403.0,0.0,2.0,2.0,2.0,4.0,3101.0,5.800000000000001,92695.0,1.0,2.6,29739.0,28966.0,773.0
19183,22565.0,0.0,3.0,2.0,3.0,4.0,2097.0,9.5,75136.0,1.0,2.6,11794.0,11487.0,307.0
19185,6497.0,3.0,9.0,12.0,9.0,9.0,949.0,14.700000000000001,59904.0,0.0,2.9000000000000004,3017.0,2928.0,89.0
19187,36999.0,0.0,5.0,8.0,5.0,7.0,4703.0,14.0,63557.0,0.0,3.1,18643.0,18062.0,581.0
19189,10679.0,0.0,7.0,9.0,9.0,9.0,1138.0,11.4,65086.0,0.0,3.8000000000000003,4922.0,4735.0,187.0
19191,20070.0,0.0,7.0,11.0,7.0,8.0,1437.0,7.9,80932.0,0.0,3.2,11600.0,11227.0,373.0
19193,105941.0,0.0,3.0,2.0,3.0,4.0,13286.0,12.9,65984.0,1.0,2.9000000000000004,55965.0,54358.0,1607.0
19195,7443.0,1.0,9.0,8.0,9.0,7.0,662.0,9.200000000000001,75449.0,0.0,3.0,4027.0,3908.0,119.0
19197,12943.0,1.0,7.0,9.0,9.0,9.0,1366.0,11.0,74189.0,0.0,2.6,6588.0,6418.0,170.0
20000,2937880.0,,,,,,319815.0,11.200000000000001,70316.0,,2.7,1510988.0,1470936.0,40052.0
20001,12526.0,3.0,7.0,11.0,7.0,8.0,1918.0,16.0,54761.0,0.0,2.8000000000000003,6114.0,5942.0,172.0
20003,7836.0,1.0,6.0,4.0,8.0,3.0,898.0,11.600000000000001,61742.0,0.0,2.1,4409.0,4316.0,93.0
20005,16348.0,3.0,6.0,3.0,6.0,2.0,1952.0,13.600000000000001,65818.0,0.0,3.4000000000000004,6752.0,6525.0,227.0
20007,4228.0,2.0,9.0,12.0,9.0,9.0,468.0,11.700000000000001,59514.0,0.0,2.4000000000000004,2259.0,2204.0,55.0
20009,25493.0,2.0,7.0,8.0,7.0,7.0,3666.0,15.0,58568.0,0.0,2.7,12792.0,12451.0,341.0
20011,14360.0,0.0,6.0,4.0,6.0,3.0,2153.0,15.4,54428.0,0.0,3.4000000000000004,6204.0,5993.0,211.0
20013,9508.0,0.0,6.0,6.0,8.0,6.0,1117.0,12.200000000000001,58989.0,0.0,2.8000000000000003,4577.0,4448.0,129.0
20015,67380.0,0.0,2.0,2.0,2.0,4.0,6040.0,9.200000000000001,76742.0,1.0,2.7,33100.0,32218.0,882.0
20017,2572.0,2.0,9.0,10.0,8.0,5.0,274.0,11.4,62302.0,0.0,2.3000000000000003,1238.0,1209.0,29.0
20019,3379.0,2.0,8.0,7.0,9.0,9.0,483.0,14.700000000000001,49510.0,0.0,2.8000000000000003,1385.0,1346.0,39.0
20021,19362.0,3.0,6.0,6.0,3.0,4.0,2858.0,15.200000000000001,55853.0,1.0,2.7,10012.0,9743.0,269.0
20023,2616.0,1.0,9.0,12.0,9.0,9.0,318.0,12.200000000000001,52424.0,0.0,2.5,1219.0,1188.0,31.0
20025,1991.0,1.0,9.0,10.0,9.0,9.0,220.0,12.200000000000001,64998.0,0.0,2.0,1104.0,1082.0,22.0
20027,8117.0,0.0,6.0,6.0,8.0,6.0,855.0,11.0,66389.0,0.0,2.5,3691.0,3597.0,94.0
20029,9032.0,0.0,7.0,9.0,7.0,8.0,1011.0,12.100000000000001,60403.0,0.0,2.8000000000000003,3712.0,3609.0,103.0
20031,8360.0,0.0,6.0,6.0,8.0,6.0,796.0,9.8,67933.0,0.0,3.3000000000000003,3672.0,3551.0,121.0
20033,1689.0,1.0,9.0,12.0,9.0,9.0,193.0,12.100000000000001,51956.0,0.0,2.6,857.0,835.0,22.0
20035,34549.0,3.0,4.0,5.0,4.0,5.0,4896.0,15.200000000000001,57549.0,0.0,3.0,16200.0,15715.0,485.0
20037,38972.0,0.0,4.0,5.0,4.0,5.0,6451.0,17.3,52285.0,0.0,2.8000000000000003,19102.0,18559.0,543.0
20039,2764.0,1.0,9.0,12.0,9.0,9.0,368.0,13.9,54613.0,0.0,2.9000000000000004,1178.0,1144.0,34.0
20041,18402.0,0.0,7.0,9.0,6.0,6.0,1900.0,10.5,63417.0,0.0,2.8000000000000003,8619.0,8374.0,245.0
20043,7510.0,0.0,3.0,2.0,3.0,4.0,870.0,12.3,63765.0,1.0,2.5,4027.0,3926.0,101.0
20045,118785.0,4.0,3.0,2.0,3.0,4.0,14920.0,13.3,68561.0,1.0,2.6,66580.0,64860.0,1720.0
20047,2907.0,1.0,9.0,10.0,9.0,9.0,324.0,12.0,59055.0,0.0,2.3000000000000003,1365.0,1333.0,32.0
20049,2483.0,1.0,8.0,7.0,8.0,6.0,419.0,17.1,48121.0,0.0,2.5,1169.0,1140.0,29.0
20051,28934.0,2.0,5.0,8.0,5.0,7.0,4223.0,15.600000000000001,59048.0,0.0,1.9000000000000001,17173.0,16842.0,331.0
20053,6376.0,0.0,7.0,9.0,9.0,9.0,637.0,12.3,65396.0,0.0,2.4000000000000004,2551.0,2491.0,60.0
20055,38470.0,3.0,5.0,8.0,5.0,7.0,4401.0,11.9,67640.0,0.0,2.1,20564.0,20139.0,425.0
20057,34287.0,3.0,5.0,8.0,5.0,7.0,3847.0,11.600000000000001,68766.0,0.0,2.1,17709.0,17331.0,378.0
20059,25996.0,0.0,6.0,3.0,6.0,2.0,2839.0,11.100000000000001,67883.0,0.0,2.5,14998.0,14621.0,377.0
20061,36739.0,4.0,4.0,5.0,3.0,4.0,3736.0,11.0,56899.0,1.0,3.8000000000000003,11099.0,10673.0,426.0
20063,2718.0,1.0,9.0,12.0,9.0,9.0,254.0,9.4,65003.0,0.0,2.3000000000000003,1306.0,1276.0,30.0
20065,2415.0,2.0,9.0,12.0,9.0,9.0,296.0,12.700000000000001,53247.0,0.0,2.6,1153.0,1123.0,30.0
20067,7352.0,2.0,7.0,9.0,7.0,8.0,792.0,11.200000000000001,65399.0,0.0,2.7,2798.0,2722.0,76.0
20069,5653.0,1.0,9.0,10.0,9.0,9.0,489.0,8.700000000000001,77786.0,0.0,2.0,3172.0,3109.0,63.0
20071,1284.0,1.0,9.0,12.0,9.0,9.0,128.0,11.100000000000001,70566.0,0.0,1.8,765.0,751.0,14.0
20073,6016.0,2.0,6.0,6.0,8.0,6.0,828.0,14.3,59179.0,0.0,2.7,3021.0,2938.0,83.0
20075,2518.0,1.0,9.0,10.0,9.0,9.0,279.0,11.5,72657.0,0.0,1.8,1619.0,1590.0,29.0
20077,5485.0,2.0,8.0,7.0,8.0,6.0,756.0,14.100000000000001,54423.0,0.0,2.3000000000000003,2797.0,2732.0,65.0
20079,34024.0,0.0,2.0,2.0,2.0,4.0,2663.0,8.200000000000001,67078.0,1.0,2.9000000000000004,17372.0,16866.0,506.0
20081,3780.0,1.0,9.0,10.0,9.0,9.0,386.0,10.8,68202.0,0.0,2.0,2115.0,2073.0,42.0
20083,1723.0,1.0,9.0,10.0,9.0,9.0,169.0,10.4,66919.0,0.0,2.2,988.0,966.0,22.0
20085,13232.0,0.0,3.0,2.0,3.0,4.0,1374.0,10.5,73051.0,1.0,2.3000000000000003,7361.0,7189.0,172.0
20087,18368.0,1.0,3.0,2.0,3.0,4.0,1494.0,8.3,81301.0,1.0,2.5,10454.0,10195.0,259.0
20089,2932.0,1.0,9.0,12.0,9.0,9.0,343.0,12.100000000000001,56505.0,0.0,2.8000000000000003,1143.0,1111.0,32.0
20091,609863.0,0.0,1.0,1.0,1.0,1.0,32942.0,5.300000000000001,103085.0,1.0,2.4000000000000004,352969.0,344449.0,8520.0
20093,3983.0,1.0,9.0,8.0,9.0,9.0,383.0,10.200000000000001,71237.0,0.0,2.0,1952.0,1913.0,39.0
20095,7470.0,2.0,2.0,2.0,8.0,6.0,828.0,11.9,54731.0,0.0,2.7,3304.0,3215.0,89.0
20097,2460.0,1.0,9.0,10.0,9.0,9.0,267.0,12.100000000000001,56222.0,0.0,2.5,1185.0,1155.0,30.0
20099,20184.0,0.0,7.0,8.0,7.0,8.0,2997.0,15.5,49874.0,0.0,2.9000000000000004,9384.0,9108.0,276.0
20101,1574.0,1.0,9.0,12.0,9.0,9.0,153.0,10.200000000000001,64875.0,0.0,2.7,704.0,685.0,19.0
20103,81881.0,4.0,1.0,1.0,1.0,1.0,6431.0,8.3,83086.0,1.0,2.7,37723.0,36702.0,1021.0
20105,2939.0,1.0,9.0,10.0,9.0,9.0,339.0,11.8,53667.0,0.0,2.1,1641.0,1606.0,35.0
20107,9591.0,1.0,1.0,1.0,1.0,1.0,1084.0,11.0,62431.0,1.0,3.9000000000000004,4394.0,4224.0,170.0
20109,2762.0,1.0,9.0,12.0,9.0,9.0,269.0,10.200000000000001,60216.0,0.0,1.8,1636.0,1607.0,29.0
20111,32179.0,4.0,4.0,5.0,4.0,5.0,4237.0,13.700000000000001,55659.0,0.0,2.6,16840.0,16400.0,440.0
20113,30223.0,3.0,7.0,8.0,7.0,7.0,2348.0,8.3,78908.0,0.0,2.0,17596.0,17250.0,346.0
20115,11823.0,1.0,6.0,6.0,8.0,6.0,1198.0,10.9,62268.0,0.0,2.5,5945.0,5799.0,146.0
20117,10038.0,0.0,6.0,6.0,8.0,6.0,895.0,9.200000000000001,64514.0,0.0,2.1,5300.0,5187.0,113.0
20119,4055.0,1.0,9.0,10.0,9.0,9.0,368.0,9.600000000000001,71572.0,0.0,2.1,2095.0,2051.0,44.0
20121,34191.0,0.0,1.0,1.0,1.0,1.0,2445.0,7.0,85620.0,1.0,2.6,18198.0,17730.0,468.0
20123,5796.0,0.0,7.0,11.0,9.0,9.0,586.0,10.5,60486.0,0.0,2.0,3321.0,3256.0,65.0
20125,31486.0,3.0,5.0,8.0,7.0,8.0,5142.0,17.3,53379.0,0.0,3.0,14732.0,14293.0,439.0
20127,5386.0,1.0,8.0,6.0,8.0,6.0,611.0,11.700000000000001,65283.0,0.0,2.5,2930.0,2857.0,73.0
20129,2701.0,1.0,9.0,12.0,9.0,9.0,303.0,12.0,58093.0,0.0,2.6,1104.0,1075.0,29.0
20131,10273.0,3.0,6.0,6.0,9.0,9.0,830.0,8.4,74744.0,0.0,1.7000000000000002,5896.0,5795.0,101.0
20133,15904.0,0.0,7.0,9.0,7.0,8.0,2224.0,14.9,53085.0,0.0,3.5,6169.0,5951.0,218.0
20135,2687.0,2.0,9.0,12.0,9.0,9.0,257.0,10.200000000000001,64935.0,0.0,2.4000000000000004,1289.0,1258.0,31.0
20137,5459.0,0.0,7.0,11.0,9.0,9.0,608.0,13.9,57738.0,0.0,2.0,2602.0,2550.0,52.0
20139,15766.0,1.0,3.0,2.0,3.0,4.0,1688.0,10.8,69666.0,1.0,2.6,8082.0,7868.0,214.0
20141,3500.0,1.0,9.0,12.0,9.0,9.0,401.0,12.100000000000001,54638.0,0.0,2.2,1769.0,1730.0,39.0
20143,5735.0,1.0,9.0,8.0,9.0,7.0,581.0,10.200000000000001,66956.0,0.0,2.3000000000000003,3000.0,2931.0,69.0
20145,6253.0,4.0,7.0,9.0,9.0,9.0,685.0,12.8,64704.0,0.0,2.6,2660.0,2592.0,68.0
20147,4981.0,0.0,7.0,11.0,9.0,9.0,474.0,10.100000000000001,59453.0,0.0,2.2,2579.0,2523.0,56.0
20149,25348.0,0.0,3.0,2.0,3.0,4.0,2046.0,7.9,84434.0,1.0,2.3000000000000003,12676.0,12382.0,294.0
20151,9157.0,2.0,7.0,11.0,7.0,8.0,815.0,9.5,61078.0,0.0,2.1,4876.0,4773.0,103.0
20153,2561.0,1.0,9.0,12.0,9.0,9.0,264.0,10.9,63255.0,0.0,1.9000000000000001,1510.0,1481.0,29.0
20155,61898.0,0.0,4.0,5.0,4.0,5.0,6928.0,11.8,62470.0,0.0,2.9000000000000004,28928.0,28095.0,833.0
20157,4674.0,1.0,9.0,12.0,9.0,9.0,542.0,11.9,54981.0,0.0,2.1,2358.0,2309.0,49.0
20159,9427.0,0.0,7.0,9.0,9.0,9.0,923.0,10.600000000000001,62922.0,0.0,2.5,5136.0,5006.0,130.0
20161,71959.0,4.0,3.0,2.0,3.0,4.0,10892.0,18.0,63076.0,1.0,2.6,35130.0,34229.0,901.0
20163,4919.0,0.0,9.0,10.0,9.0,9.0,514.0,11.200000000000001,59998.0,0.0,2.6,2338.0,2278.0,60.0
20165,2956.0,1.0,9.0,10.0,9.0,9.0,341.0,12.4,55709.0,0.0,2.2,1620.0,1584.0,36.0
20167,6691.0,2.0,7.0,9.0,9.0,9.0,868.0,13.100000000000001,55415.0,0.0,2.3000000000000003,3289.0,3212.0,77.0
20169,54303.0,0.0,5.0,8.0,5.0,7.0,5902.0,11.5,63587.0,0.0,2.4000000000000004,30115.0,29383.0,732.0
20171,5151.0,1.0,7.0,9.0,9.0,9.0,381.0,7.9,73436.0,0.0,2.0,2613.0,2562.0,51.0
20173,523824.0,3.0,2.0,2.0,2.0,4.0,70379.0,13.600000000000001,67435.0,1.0,2.9000000000000004,258378.0,250765.0,7613.0
20175,21964.0,3.0,5.0,8.0,7.0,7.0,2975.0,14.4,66540.0,0.0,2.5,9687.0,9444.0,243.0
20177,178909.0,4.0,3.0,2.0,3.0,4.0,21878.0,12.600000000000001,63612.0,1.0,2.7,92894.0,90376.0,2518.0
20179,2447.0,1.0,9.0,12.0,9.0,9.0,261.0,11.0,65350.0,0.0,2.1,1393.0,1364.0,29.0
20181,5927.0,1.0,7.0,11.0,9.0,9.0,768.0,13.700000000000001,57628.0,0.0,2.4000000000000004,2750.0,2685.0,65.0
20183,3570.0,1.0,9.0,12.0,9.0,9.0,421.0,11.9,55568.0,0.0,2.0,2012.0,1971.0,41.0
20185,4072.0,1.0,9.0,10.0,9.0,9.0,532.0,14.0,54808.0,0.0,2.3000000000000003,1890.0,1846.0,44.0
20187,2084.0,1.0,9.0,12.0,9.0,9.0,201.0,10.700000000000001,74063.0,0.0,2.1,1049.0,1027.0,22.0
20189,5250.0,1.0,7.0,9.0,9.0,9.0,524.0,10.5,68600.0,0.0,2.1,2745.0,2686.0,59.0
20191,22382.0,0.0,2.0,2.0,2.0,4.0,2464.0,11.200000000000001,63049.0,1.0,2.7,10861.0,10566.0,295.0
20193,7930.0,0.0,7.0,11.0,7.0,8.0,699.0,9.4,69774.0,0.0,1.9000000000000001,4216.0,4137.0,79.0
20195,2808.0,1.0,9.0,10.0,9.0,9.0,289.0,10.700000000000001,56168.0,0.0,3.0,1285.0,1247.0,38.0
20197,6877.0,1.0,3.0,2.0,3.0,4.0,613.0,9.0,69893.0,1.0,2.6,3774.0,3676.0,98.0
20199,1512.0,1.0,9.0,12.0,9.0,9.0,198.0,13.4,61157.0,0.0,2.2,862.0,843.0,19.0
20201,5530.0,1.0,9.0,12.0,9.0,9.0,611.0,11.3,58302.0,0.0,2.1,2985.0,2921.0,64.0
20203,2152.0,1.0,9.0,12.0,9.0,9.0,215.0,10.5,61825.0,0.0,2.2,1088.0,1064.0,24.0
20205,8624.0,3.0,7.0,10.0,9.0,9.0,1179.0,14.3,54164.0,0.0,3.1,3686.0,3572.0,114.0
20207,3115.0,2.0,9.0,12.0,9.0,9.0,425.0,13.9,40327.0,0.0,3.4000000000000004,1492.0,1442.0,50.0
20209,169245.0,0.0,1.0,1.0,1.0,1.0,27891.0,17.1,61088.0,1.0,3.4000000000000004,78869.0,76210.0,2659.0
21000,4505836.0,,,,,,709405.0,16.1,61099.0,,4.2,2026263.0,1941994.0,84269.0
21001,18903.0,1.0,7.0,9.0,7.0,9.0,3978.0,22.1,45974.0,0.0,5.0,7216.0,6853.0,363.0
21003,20588.0,1.0,3.0,2.0,3.0,4.0,3549.0,16.400000000000002,56483.0,1.0,4.0,8918.0,8562.0,356.0
21005,23852.0,3.0,6.0,3.0,6.0,2.0,2200.0,9.0,78336.0,0.0,3.3000000000000003,12026.0,11627.0,399.0
21007,7728.0,3.0,9.0,8.0,3.0,4.0,1075.0,14.4,69716.0,1.0,4.9,3459.0,3290.0,169.0
21009,44485.0,3.0,6.0,5.0,6.0,5.0,7951.0,18.0,51068.0,0.0,4.4,17675.0,16899.0,776.0
21011,12750.0,1.0,8.0,5.0,8.0,5.0,2289.0,17.8,54247.0,0.0,5.6000000000000005,4571.0,4313.0,258.0
21013,24097.0,2.0,7.0,8.0,7.0,7.0,6547.0,28.900000000000002,35566.0,0.0,5.6000000000000005,8259.0,7795.0,464.0
21015,135968.0,0.0,1.0,1.0,1.0,1.0,10333.0,7.4,89313.0,1.0,3.6,71478.0,68936.0,2542.0
21017,20252.0,3.0,2.0,2.0,2.0,4.0,2832.0,14.200000000000001,61530.0,1.0,3.6,9382.0,9047.0,335.0
21019,48261.0,0.0,2.0,2.0,2.0,4.0,8249.0,18.1,57112.0,1.0,5.6000000000000005,17030.0,16077.0,953.0
21021,30614.0,0.0,7.0,8.0,7.0,7.0,4115.0,14.700000000000001,62541.0,0.0,4.5,12548.0,11980.0,568.0
21023,8400.0,3.0,1.0,1.0,1.0,1.0,1198.0,14.3,64458.0,1.0,4.7,3738.0,3564.0,174.0
21025,13718.0,4.0,7.0,12.0,9.0,9.0,3850.0,30.3,40093.0,0.0,7.5,3155.0,2917.0,238.0
21027,20432.0,1.0,8.0,7.0,8.0,3.0,3419.0,16.5,59267.0,0.0,4.9,7869.0,7485.0,384.0
21029,82217.0,0.0,1.0,1.0,1.0,1.0,7130.0,8.4,75402.0,1.0,4.1000000000000005,42406.0,40677.0,1729.0
21031,12371.0,3.0,3.0,2.0,3.0,4.0,1828.0,15.0,56395.0,1.0,4.5,5031.0,4804.0,227.0
21033,12649.0,0.0,7.0,9.0,7.0,8.0,1940.0,15.8,52719.0,0.0,3.9000000000000004,5714.0,5492.0,222.0
21035,37103.0,4.0,7.0,8.0,7.0,7.0,6130.0,17.6,51424.0,0.0,4.4,17096.0,16346.0,750.0
21037,93076.0,4.0,1.0,1.0,1.0,1.0,9417.0,10.3,80573.0,1.0,3.6,50200.0,48376.0,1824.0
21039,4826.0,1.0,9.0,10.0,3.0,4.0,600.0,12.9,58639.0,1.0,3.9000000000000004,2191.0,2105.0,86.0
21041,10810.0,3.0,6.0,4.0,6.0,3.0,1736.0,16.2,62710.0,0.0,3.5,5460.0,5267.0,193.0
21043,26627.0,0.0,6.0,6.0,2.0,4.0,4922.0,19.200000000000003,50853.0,1.0,7.6000000000000005,9599.0,8871.0,728.0
21045,15941.0,1.0,9.0,10.0,9.0,9.0,3268.0,21.1,42914.0,0.0,4.1000000000000005,6535.0,6266.0,269.0
21047,72748.0,0.0,2.0,2.0,2.0,4.0,11900.0,17.8,54934.0,1.0,5.1000000000000005,24573.0,23327.0,1246.0
21049,36972.0,0.0,2.0,2.0,2.0,4.0,3979.0,10.8,72386.0,1.0,3.8000000000000003,17231.0,16581.0,650.0
21051,20345.0,4.0,7.0,10.0,9.0,7.0,6673.0,37.2,36330.0,0.0,6.4,5071.0,4748.0,323.0
21053,9253.0,3.0,9.0,12.0,9.0,9.0,2120.0,23.6,39877.0,0.0,5.2,3430.0,3252.0,178.0
21055,8990.0,1.0,7.0,9.0,8.0,6.0,1560.0,17.900000000000002,53894.0,0.0,4.1000000000000005,3720.0,3568.0,152.0
21057,5888.0,0.0,9.0,10.0,9.0,9.0,1364.0,23.1,43127.0,0.0,3.4000000000000004,3456.0,3339.0,117.0
21059,103312.0,0.0,3.0,2.0,3.0,4.0,16349.0,16.2,63213.0,1.0,4.3,44563.0,42641.0,1922.0
21061,12126.0,4.0,3.0,2.0,3.0,4.0,1968.0,16.0,56545.0,1.0,5.1000000000000005,4769.0,4527.0,242.0
21063,7354.0,4.0,9.0,12.0,8.0,6.0,1575.0,25.8,43501.0,0.0,8.200000000000001,1879.0,1724.0,155.0
21065,14163.0,0.0,6.0,6.0,8.0,5.0,3136.0,22.700000000000003,45129.0,0.0,5.0,5138.0,4882.0,256.0
21067,322570.0,4.0,2.0,2.0,2.0,4.0,48315.0,15.700000000000001,67320.0,1.0,3.4000000000000004,175552.0,169623.0,5929.0
21069,15082.0,1.0,7.0,9.0,9.0,9.0,2774.0,18.1,50804.0,0.0,4.800000000000001,5886.0,5603.0,283.0
21071,35942.0,2.0,7.0,11.0,7.0,7.0,9052.0,26.5,40604.0,0.0,6.0,10873.0,10222.0,651.0
21073,51541.0,4.0,4.0,3.0,4.0,2.0,5883.0,11.8,66920.0,0.0,3.6,25227.0,24331.0,896.0
21075,6515.0,0.0,9.0,8.0,9.0,9.0,1497.0,25.900000000000002,41088.0,0.0,5.0,2104.0,1999.0,105.0
21077,8690.0,3.0,1.0,1.0,1.0,1.0,1134.0,13.100000000000001,66789.0,1.0,4.0,3951.0,3792.0,159.0
21079,16953.0,0.0,6.0,6.0,8.0,6.0,3104.0,17.6,62980.0,0.0,3.9000000000000004,7901.0,7591.0,310.0
21081,24941.0,0.0,1.0,1.0,1.0,1.0,3268.0,13.0,68309.0,1.0,4.0,11557.0,11089.0,468.0
21083,36649.0,0.0,7.0,8.0,6.0,5.0,6322.0,17.6,53947.0,0.0,4.2,15387.0,14741.0,646.0
21085,26420.0,0.0,6.0,6.0,6.0,6.0,4611.0,17.8,54543.0,0.0,4.6000000000000005,10268.0,9797.0,471.0
21087,11107.0,1.0,8.0,7.0,8.0,5.0,1995.0,17.6,48153.0,0.0,3.8000000000000003,4983.0,4794.0,189.0
21089,35962.0,0.0,2.0,2.0,2.0,4.0,5522.0,15.9,59151.0,1.0,6.5,12840.0,12001.0,839.0
21091,9095.0,3.0,3.0,2.0,8.0,6.0,1049.0,11.9,70998.0,0.0,4.6000000000000005,3710.0,3541.0,169.0
21093,110702.0,4.0,3.0,2.0,3.0,4.0,15567.0,14.200000000000001,65472.0,1.0,4.1000000000000005,47422.0,45471.0,1951.0
21095,26831.0,2.0,7.0,10.0,7.0,9.0,7364.0,29.700000000000003,36916.0,0.0,6.6000000000000005,6329.0,5911.0,418.0
21097,18692.0,3.0,6.0,4.0,6.0,3.0,2651.0,13.9,63689.0,0.0,3.8000000000000003,8776.0,8446.0,330.0
21099,19288.0,3.0,8.0,7.0,8.0,6.0,3438.0,17.7,51921.0,0.0,4.4,7525.0,7194.0,331.0
21101,44793.0,3.0,2.0,2.0,4.0,5.0,5699.0,13.200000000000001,58742.0,0.0,4.0,20182.0,19378.0,804.0
