0|5|37||2|4|5|"Nonflat"|||"78687666"|"135455374"
2|5|34||5|40|75|"Nonflat"|||"78687666"|"135455375"
0|3|9||75|162|250|"Nonflat"|||"78687666"|"135455376"
0|2|3||2|4|5|"Nonflat"|||"78687691"|"135455421"
0|2|3||2|4|5|"Nonflat"|||"78687692"|"135455422"
0|2|3||2|4|5|"Nonflat"|||"78687693"|"135455423"
0|2|3||2|4|5|"Nonflat"|||"78687694"|"135455424"
0|2|3||2|4|5|"Nonflat"|||"78687695"|"135455425"
0|2|3||2|4|5|"Nonflat"|||"78687696"|"135455426"
0|10|20||2|4|5|"Nonflat"|||"78687701"|"135455427"
23|30|37||5|40|75|"Nonflat"|||"78687701"|"135455428"
0|3|6||75|162|250|"Nonflat"|||"78687701"|"135455429"
0|12|23||2|4|5|"Nonflat"|||"78687702"|"135455430"
20|30|40||5|40|75|"Nonflat"|||"78687702"|"135455431"
0|3|6||75|162|250|"Nonflat"|||"78687702"|"135455432"
0|20|20||2|4|5|"Nonflat"|||"78687703"|"135455433"
19|35|40||5|40|75|"Nonflat"|||"78687703"|"135455434"
0|6|9||75|162|250|"Nonflat"|||"78687703"|"135455435"
0|14|28||2|4|5|"Nonflat"|||"78687704"|"135455436"
15|28|40||5|40|75|"Nonflat"|||"78687704"|"135455437"
0|7|14||75|162|250|"Nonflat"|||"78687704"|"135455438"
0|10|20||2|4|5|"Nonflat"|||"78687705"|"135455439"
23|30|37||5|40|75|"Nonflat"|||"78687705"|"135455440"
0|3|6||75|162|250|"Nonflat"|||"78687705"|"135455441"
0|5|20||2|4|5|"Nonflat"|||"78687706"|"135455442"
23|23|37||5|40|75|"Nonflat"|||"78687706"|"135455443"
0|2|6||75|162|250|"Nonflat"|||"78687706"|"135455444"
0|10|20||2|4|5|"Nonflat"|||"78687707"|"135455445"
19|30|40||5|40|75|"Nonflat"|||"78687707"|"135455446"
0|5|9||75|162|250|"Nonflat"|||"78687707"|"135455447"
0|23|23||2|4|5|"Nonflat"|||"78687708"|"135455448"
22|35|40||5|40|75|"Nonflat"|||"78687708"|"135455449"
0|3|3||75|162|250|"Nonflat"|||"78687708"|"135455450"
0|23|23||2|4|5|"Nonflat"|||"78687709"|"135455451"
22|35|40||5|40|75|"Nonflat"|||"78687709"|"135455452"
