"GC"|Yes|"78687682"|"145687782"
"GC-GM"|No |"78687682"|"145687783"
"GC"|No |"78687683"|"145687784"
"GC-GM"|Yes|"78687683"|"145687785"
"GM"|No |"78687683"|"145687786"
"SC"|No |"78687683"|"145687787"
"ML"|Yes|"78687684"|"145687788"
"ML"|Yes|"78687685"|"145687789"
"SM"|Yes|"78687686"|"145687790"
"SP-SM"|No |"78687686"|"145687791"
"CH"|Yes|"78687687"|"145687792"
"CH"|Yes|"78687688"|"145687793"
"CL-ML"|Yes|"78687750"|"145687898"
"SM"|Yes|"78687751"|"145687899"
"CL-ML"|No |"78687752"|"145687900"
"ML"|No |"78687752"|"145687901"
"SC-SM"|Yes|"78687752"|"145687902"
"SM"|No |"78687752"|"145687903"
"CL"|No |"78687759"|"145687913"
"ML"|Yes|"78687759"|"145687914"
"CL-ML"|Yes|"78687760"|"145687915"
"GM"|No |"78687761"|"145687916"
"GP-GM"|No |"78687761"|"145687917"
"SM"|No |"78687761"|"145687918"
"SP-SM"|Yes|"78687761"|"145687919"
"SM"|Yes|"78687756"|"145687909"
"SC-SM"|No |"78687757"|"145687910"
"SM"|Yes|"78687757"|"145687911"
"ML"|Yes|"78687758"|"145687912"
"ML"|No |"78687753"|"145687904"
"SM"|Yes|"78687753"|"145687905"
"ML"|Yes|"78687754"|"145687906"
"SM"|Yes|"78687755"|"145687907"
"SP-SM"|No |"78687755"|"145687908"
"SM"|Yes|"78687762"|"145687920"
"CL-ML"|No |"78687763"|"145687921"
"ML"|No |"78687763"|"145687922"
"SC-SM"|Yes|"78687763"|"145687923"
"SM"|No |"78687763"|"145687924"
"CH"|Yes|"78687764"|"145687925"
"SM"|No |"78687765"|"145687926"
"SC-SM"|No |"78687765"|"145687927"
"ML"|Yes|"78687765"|"145687928"
"CL"|Yes|"78687766"|"145687929"
"SM"|Yes|"78687767"|"145687930"
"CL"|Yes|"78687768"|"145687931"
"CL"|Yes|"78687769"|"145687932"
"CH"|Yes|"78687770"|"145687933"
"CH"|Yes|"78687771"|"145687934"
"CL-ML"|No |"78687772"|"145687935"
"ML"|Yes|"78687772"|"145687936"
"SM"|Yes|"78687773"|"145687937"
"CL"|No |"78687774"|"145687938"
"CL-ML"|Yes|"78687774"|"145687939"
"ML"|No |"78687774"|"145687940"
"SP-SM"|Yes|"78687775"|"145687941"
"CH"|Yes|"78687776"|"145687942"
"CL"|No |"78687777"|"145687943"
"ML"|Yes|"78687777"|"145687944"
"CH"|Yes|"78687778"|"145687945"
"CL"|No |"78687778"|"145687946"
"ML"|Yes|"78687779"|"145687947"
"SM"|Yes|"78687780"|"145687948"
"CH"|Yes|"78687781"|"145687949"
"CL"|No |"78687781"|"145687950"
"CH"|Yes|"78687782"|"145687951"
"ML"|Yes|"78687783"|"145687952"
"SM"|Yes|"78687784"|"145687953"
"CL-ML"|No |"78687785"|"145687954"
"ML"|No |"78687785"|"145687955"
"SC-SM"|Yes|"78687785"|"145687956"
"SM"|No |"78687785"|"145687957"
"SM"|Yes|"78687786"|"145687958"
"CL"|Yes|"78687787"|"145687959"
"ML"|No |"78687787"|"145687960"
"SM"|Yes|"78687788"|"145687961"
"SC-SM"|No |"78687789"|"145687962"
"SM"|Yes|"78687789"|"145687963"
"CH"|Yes|"78687790"|"145687964"
"CL"|No |"78687790"|"145687965"
"CH"|Yes|"78687791"|"145687966"
"CL"|No |"78687791"|"145687967"
"SM"|Yes|"78687792"|"145687968"
"SC-SM"|No |"78687793"|"145687969"
"SM"|Yes|"78687793"|"145687970"
"SM"|Yes|"78687794"|"145687971"
"CL"|Yes|"78687795"|"145687972"
"ML"|No |"78687795"|"145687973"
"SM"|Yes|"78687796"|"145687974"
"SP-SM"|No |"78687796"|"145687975"
"SM"|Yes|"78687797"|"145687976"
"SP-SM"|No |"78687797"|"145687977"
"CL"|Yes|"78687798"|"145687978"
"ML"|No |"78687798"|"145687979"
"CL"|Yes|"78687799"|"145687980"
"ML"|No |"78687799"|"145687981"
"SM"|Yes|"78687800"|"145687982"
"SM"|Yes|"78687801"|"145687983"
"SM"|Yes|"78687802"|"145687984"
"CL"|No |"78687803"|"145687985"
"ML"|Yes|"78687803"|"145687986"
"ML"|Yes|"78687804"|"145687987"
"SM"|Yes|"78687805"|"145687988"
"ML"|Yes|"78687806"|"145687989"
"CL-ML"|Yes|"78687807"|"145687990"
"ML"|No |"78687807"|"145687991"
"CL"|Yes|"78687808"|"145687992"
"ML"|No |"78687808"|"145687993"
"ML"|Yes|"78687809"|"145687994"
"ML"|Yes|"78687810"|"145687995"
"CL-ML"|Yes|"78687811"|"145687996"
"ML"|No |"78687811"|"145687997"
"CH"|Yes|"78687812"|"145687998"
"CL-ML"|No |"78687813"|"145687999"
"ML"|Yes|"78687813"|"145688000"
"SM"|Yes|"78687814"|"145688001"
"SM"|No |"78687815"|"145688002"
"SC-SM"|No |"78687815"|"145688003"
"ML"|Yes|"78687815"|"145688004"
"CH"|Yes|"78687816"|"145688005"
"CL-ML"|No |"78687817"|"145688006"
"ML"|Yes|"78687817"|"145688007"
"SM"|Yes|"78687818"|"145688008"
"SM"|Yes|"78687819"|"145688009"
"CH"|Yes|"78687820"|"145688010"
"CL"|No |"78687820"|"145688011"
"ML"|Yes|"78687821"|"145688012"
"ML"|Yes|"78687822"|"145688013"
"SM"|No |"78687822"|"145688014"
