"C1"||"C"||1||23|||48|||||0|0|0|0|0|0|100|100|100|100|100|100|85|90|95|60|70|80||62.7|||0|||0.1|||2.2|||24.2|||36.2|||23.3||||||||10|14|18||||0|0.25|0.5||||1.15|1.25|1.35|||||1.31|||4|9|14|0.15|0.18|0.21|||||18.1|||8.3|||50||0|1.5|2.9|25|27.5|30|5|7.5|10|0|3|6|".49"|".49"|2|4|5|0|0|0|0|7|13|4|6|8|5|12.5|20|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376225"|"78687665"
"2C2"|2|"C"||2||48|||152|||||0|0|0|0|0|0|85|92.5|100|80|87.5|95|40|50|65|5|10|15||95|||0.7|||13|||36.8|||37.4|||7.1|||1.5||||||||2|3.5|5||||0|0.25|0.5||||1.35|1.4|1.45|||||1.47|||42|92|141|0.05|0.06|0.07||12|||8.1|||2.3|||42||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".02"|".02"|2|4|5|0|0|0|0|7|13|4|6|8|2|6|10|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376225"|"78687666"
"Ap"||"A"||||0|||23|||||0|0|0|0|0|0|100|100|100|100|100|100|50|65|80|15|20|25||79.4|||0|||1.9|||12.9|||39.4|||25.2|||16.6||||||||3|4|5||||0|0.25|0.5||||1.4|1.45|1.5|||||1.52|||14|28|42|0.09|0.1|0.11||17.2|||11.3|||3|||43||0|1.5|2.9|0|7|14|0|0|0|0|0|0|".32"|".32"|2|4|5|0|0|0|0|7|13|0|2|4|5|7.5|10|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376225"|"78687667"
"Ap"||"A"||||0|||30|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|75|85|95||23.3|||3.2|||3.7|||4.3|||6.5|||5.6|||29.2||||||||40|47.5|55||||0.5|0.75|1||||1.15|1.2|1.25||||1.44|1.49|1.55||0.42|1|1.4|0.02|0.04|0.05||||30|42.4|43.9|20.8|24.8|28.9|50|52|53|6|7.5|8.9|50|55|60|25|30|35|21|27|35|".24"|".24"|2|4|5|0|0|0|30|60|90|16|24|32|10|15|20|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376244"|"78687689"
"C"||"C"||||30|||152|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|80|85|90||22.1|||3|||3.5|||4.1|||6.2|||5.3|||27.9||||||||45|50|55||||0.5|0.75|1||||1.15|1.2|1.25||||1.44|1.49|1.55||0.42|1|1.4|0.02|0.04|0.05||||41.9|42.9|43.9|23.3|26.1|28.9|50|52|53|6|7.5|8.9|50|55|60|25|30|35|21|27|35|".24"|".24"|5|8|10|0|0|0|30|60|90|16|24|32|10|15|20|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376244"|"78687690"
"Ap"||"A"||||0|||25|||||0|0|0|0|0|0|100|100|100|95|97.5|100|65|75|85|40|45|50||68.8|||0.1|||3.2|||15.6|||33|||16.9|||16.2||||||||10|15|20||||0|0.25|0.5||||1.2|1.28|1.35|||||1.34|||4|9|14|0.13|0.14|0.15|||||18.4|||8.8|||48||0|1.5|2.9|20|22.5|25|0|2.5|5|0|0|0|".20"|".20"|2|4|5|0|0|0|0|7|13|0|1|2|5|10|15|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376247"|"78687691"
"C"||"C"||||25|||152|||||0|0|0|0|0|0|100|100|100|95|97.5|100|80|90|100|60|72.5|85||63.8|||0|||0.1|||2.3|||24.6|||36.8|||23.7||||||||10|12.5|15||||0|0.25|0.5||||1.2|1.28|1.35|||||1.34|||4|9|14|0.16|0.17|0.18|||||17.2|||7.6|||48||0|1.5|2.9|20|22.5|25|5|7.5|10|0|2|6|".49"|".49"|5|8|10|0|0|0|0|7|13|0|1|2|10|15|20|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376247"|"78687692"
"Ap"||"A"||||0|||25|||||0|0|0|0|0|0|100|100|100|95|97.5|100|65|75|85|40|45|50||68.8|||0.1|||3.2|||15.6|||33|||16.9|||16.2||||||||10|15|20||||0|0.25|0.5||||1.25|1.33|1.4|||||1.39|||4|9|14|0.02|0.03|0.04|||||18.7|||9.2|||47||0|1.5|2.9|20|22.5|25|0|2.5|5|0|0|0|".20"|".20"|2|4|5|0|0|0|30|60|90|16|24|32|5|10|15|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376249"|"78687693"
"C"||"C"||||25|||152|||||0|0|0|0|0|0|100|100|100|95|97.5|100|80|90|100|60|72.5|85||63.8|||0|||0.1|||2.3|||24.6|||36.8|||23.7||||||||10|12.5|15||||0|0.25|0.5||||1.2|1.28|1.35|||||1.34|||4|9|14|0.03|0.05|0.06|||||17.2|||7.6|||48||0|1.5|2.9|20|22.5|25|5|7.5|10|0|2|6|".49"|".49"|5|8|10|0|0|0|30|60|90|16|24|32|5|10|15|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376249"|"78687694"
"Ap"||"A"||||0|||25|||||0|0|0|0|0|0|100|100|100|95|97.5|100|90|95|100|70|75|80||34.7|||3|||4.3|||6|||11|||10.4|||32.8||||||||30|32.5|35||||0|0.25|0.5||||1.2|1.28|1.35|||||1.46|||1.4|3|4|0.19|0.2|0.21|||||31.2|||17.5|||48||3|4.5|5.9|35|37.5|40|10|12.5|15|6|9|12|".24"|".24"|2|4|5|0|0|0|0|7|13|0|1|2|10|15|20|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376250"|"78687695"
"C"||"C"||||25|||152|||||0|0|0|0|0|0|100|100|100|95|97.5|100|80|90|100|60|72.5|85||63.8|||0|||0.1|||2.3|||24.6|||36.8|||23.7||||||||10|12.5|15||||0|0.25|0.5||||1.35|1.4|1.45|||||1.46|||4|9|14|0.16|0.17|0.18|||||17.9|||8.3|||44||0|1.5|2.9|20|22.5|25|5|7.5|10|0|2|6|".49"|".49"|2|4|5|0|0|0|0|7|13|0|1|2|10|15|20|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376250"|"78687696"
"Ap"||"A"||||0|||30|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|70|75|80||7|||0|||0|||0.2|||1.9|||4.9|||69.5||||||||20|23.5|27||||0|0.25|0.5||||1.45|1.5|1.55|||||1.57|||4|9|14|0.16|0.17|0.18|||||29.4|||14.4|||41||0|1.5|2.9|20|25|30|0|5|10|0|2|6|".55"|".55"|2|4|5|0|0|0|0|7|13|2|3|4|8|11.5|15|||||||7.9|8.2|8.4|||||||||||||||||||||||||||||||||"26376253"|"78687697"
