"Loam"||"159742201"|"162465731"
"Very fine sandy loam"||"159742202"|"162465732"
"Sand"||"159742203"|"162465733"
"Loamy fine sand"||"159742204"|"162465734"
"Clay"||"159742236"|"162465766"
"Clay"||"159742237"|"162465767"
"Fine sandy loam"||"159742238"|"162465768"
"Loam"||"159742239"|"162465769"
"Silt loam"||"159742240"|"162465770"
"Very fine sandy loam"||"159742241"|"162465771"
"Fine sandy loam"||"159742242"|"162465772"
"Loam"||"159742243"|"162465773"
"Silt loam"||"159742244"|"162465774"
"Very fine sandy loam"||"159742245"|"162465775"
"Clay loam"||"159742246"|"162465776"
"Loam"||"159742247"|"162465777"
"Silt loam"||"159742248"|"162465778"
"Very fine sandy loam"||"159742249"|"162465779"
"Silt loam"||"159742250"|"162465780"
"Silt loam"||"159742251"|"162465781"
"Silty clay loam"||"159742252"|"162465782"
"Loam"||"159742253"|"162465783"
"Silt loam"||"159742254"|"162465784"
"Silt loam"||"159742255"|"162465785"
"Sandy loam"||"159742256"|"162465786"
"Sandy clay loam"||"159742257"|"162465787"
"Sandy clay loam"||"159742258"|"162465788"
"Loam"||"159742259"|"162465789"
"Sandy loam"||"159742260"|"162465790"
"Sandy loam"||"159742261"|"162465791"
"Coarse sand"||"159742262"|"162465792"
"Loamy coarse sand"||"159742263"|"162465793"
"Sandy loam"||"159742264"|"162465794"
"Loam"||"159742265"|"162465795"
"Sandy clay loam"||"159742266"|"162465796"
"Loam"||"159742267"|"162465797"
"Sandy loam"||"159742268"|"162465798"
"Silt loam"||"159742269"|"162465799"
"Sandy clay loam"||"159742270"|"162465800"
"Loam"||"159742271"|"162465801"
"Loamy sand"||"159742272"|"162465802"
"Sandy loam"||"159742273"|"162465803"
"Loam"||"159742274"|"162465804"
"Silty clay loam"||"159742275"|"162465805"
"Clay"||"159742276"|"162465806"
"Silty clay"||"159742277"|"162465807"
"Silty clay loam"||"159742278"|"162465808"
"Clay"||"159742279"|"162465809"
"Silty clay"||"159742280"|"162465810"
"Loam"||"159742281"|"162465811"
"Very fine sandy loam"||"159742282"|"162465812"
"Sand"||"159742283"|"162465813"
"Sandy loam"||"159742284"|"162465814"
"Loamy sand"||"159742285"|"162465815"
"Fine sand"||"159742286"|"162465816"
"Loamy sand"||"159742287"|"162465817"
"Fine sand"||"159742288"|"162465818"
"Loamy sand"||"159742289"|"162465819"
"Fine sand"||"159742290"|"162465820"
"Loam"||"159742447"|"162465821"
"Loam"||"159742448"|"162465822"
"Loam"||"159742449"|"162465823"
"Loam"||"159742450"|"162465824"
|"Bedrock"|"159742451"|"162465825"
"Sandy loam"||"159742295"|"162465826"
"Sandy loam"||"159742296"|"162465827"
"Clay loam"||"159742297"|"162465828"
"Clay"||"159742298"|"162465829"
"Silty clay"||"159742299"|"162465830"
"Silty clay loam"||"159742300"|"162465831"
"Clay loam"||"159742301"|"162465832"
"Sandy loam"||"159742302"|"162465833"
"Clay loam"||"159742302"|"162465834"
"Clay"||"159742303"|"162465835"
"Silty clay"||"159742304"|"162465836"
"Silty clay loam"||"159742305"|"162465837"
"Silt"||"159742306"|"162465838"
