"A-4"|Yes|"78687665"|"128567546"
"A-1"|Yes|"78687666"|"128567547"
"A-2"|No |"78687666"|"128567548"
"A-3"|No |"78687666"|"128567549"
"A-2"|Yes|"78687667"|"128567550"
"A-7"|Yes|"78687689"|"128567577"
"A-7"|Yes|"78687690"|"128567578"
"A-4"|Yes|"78687691"|"128567579"
"A-4"|Yes|"78687692"|"128567580"
"A-4"|Yes|"78687693"|"128567581"
"A-4"|Yes|"78687694"|"128567582"
"A-6"|Yes|"78687695"|"128567583"
"A-4"|Yes|"78687696"|"128567584"
"A-4"|Yes|"78687697"|"128567585"
"A-6"|Yes|"78687698"|"128567586"
"A-7"|No |"78687698"|"128567587"
"A-4"|Yes|"78687699"|"128567588"
"A-6"|No |"78687699"|"128567589"
"A-4"|Yes|"78687700"|"128567590"
"A-6"|No |"78687700"|"128567591"
"A-1"|Yes|"78687701"|"128567592"
"A-1"|Yes|"78687702"|"128567593"
"A-2"|No |"78687702"|"128567594"
"A-2"|No |"78687703"|"128567596"
"A-1"|Yes|"78687703"|"128567595"
"A-1"|Yes|"78687704"|"128567597"
"A-1"|Yes|"78687705"|"128567598"
"A-1"|Yes|"78687706"|"128567599"
"A-2"|No |"78687706"|"128567600"
"A-1"|Yes|"78687707"|"128567601"
"A-2"|No |"78687707"|"128567602"
"A-1"|Yes|"78687708"|"128567603"
"A-2"|No |"78687708"|"128567604"
"A-1"|Yes|"78687709"|"128567605"
"A-2"|No |"78687709"|"128567606"
"A-1"|Yes|"78687710"|"128567607"
"A-4"|Yes|"78687711"|"128567608"
"A-7"|Yes|"78687712"|"128567609"
"A-7"|Yes|"78687713"|"128567610"
"A-6"|Yes|"78687714"|"128567611"
"A-7"|No |"78687714"|"128567612"
"A-7"|Yes|"78687715"|"128567613"
"A-4"|Yes|"78687716"|"128567614"
"A-4"|Yes|"78687717"|"128567615"
"A-1"|Yes|"78687718"|"128567616"
"A-2"|No |"78687718"|"128567617"
"A-3"|No |"78687718"|"128567618"
"A-4"|Yes|"78687719"|"128567619"
"A-2"|No |"78687720"|"128567621"
"A-1"|Yes|"78687720"|"128567620"
"A-1"|Yes|"78687721"|"128567622"
"A-2"|Yes|"78687722"|"128567623"
"A-1"|Yes|"78687723"|"128567624"
"A-1"|Yes|"78687724"|"128567625"
"A-2"|No |"78687724"|"128567626"
"A-1"|Yes|"78687725"|"128567627"
"A-2-4"|Yes|"78687823"|"128567755"
"A-2-4"|Yes|"78687824"|"128567756"
"A-2-4"|Yes|"78687825"|"128567757"
"A-2-4"|Yes|"78687826"|"128567758"
"A-4"|Yes|"78687728"|"128567632"
"A-2"|Yes|"78687729"|"128567633"
"A-4"|No |"78687729"|"128567634"
"A-7"|Yes|"78687730"|"128567635"
"A-6"|Yes|"78687731"|"128567636"
"A-7"|No |"78687731"|"128567637"
"A-2"|Yes|"78687732"|"128567638"
"A-4"|No |"78687732"|"128567639"
"A-7"|Yes|"78687733"|"128567640"
"A-4"|Yes|"78687734"|"128567641"
