"mixed"|"26376225"|"20868271"
"smectitic"|"26376244"|"20868278"
"mixed"|"26376247"|"20868279"
"mixed"|"26376249"|"20868280"
"mixed"|"26376250"|"20868281"
"mixed"|"26376253"|"20868282"
"mixed"|"26376255"|"20868283"
"mixed"|"26376257"|"20868284"
"mixed"|"26376258"|"20868285"
"mixed"|"26376260"|"20868286"
"mixed"|"26376261"|"20868287"
"smectitic"|"26376262"|"20868288"
"smectitic"|"26376265"|"20868289"
"mixed"|"26376267"|"20868290"
"mixed"|"26376268"|"20868291"
"mixed"|"26376270"|"20868292"
"mixed"|"26376273"|"20868293"
"mixed"|"26376276"|"20868294"
"mixed"|"26376278"|"20868295"
"mixed"|"26376279"|"20868296"
"mixed"|"26376282"|"20868297"
"mixed"|"26376284"|"20868298"
"mixed"|"26376300"|"20868309"
"mixed"|"26376303"|"20868310"
"mixed"|"26376304"|"20868311"
"mixed"|"26376306"|"20868312"
"mixed"|"26376307"|"20868313"
"mixed"|"26376309"|"20868314"
"mixed"|"26376232"|"20868272"
"mixed"|"26376235"|"20868273"
"mixed"|"26376236"|"20868274"
"mixed"|"26376237"|"20868275"
"mixed"|"26376239"|"20868276"
"smectitic"|"26376242"|"20868277"
"mixed"|"26376311"|"20868315"
"mixed"|"26376314"|"20868316"
"mixed"|"26376315"|"20868317"
"mixed"|"26376318"|"20868318"
"mixed"|"26376319"|"20868319"
"smectitic"|"26376321"|"20868320"
"mixed"|"26376324"|"20868321"
"mixed"|"26376326"|"20868322"
"smectitic"|"26376327"|"20868323"
"mixed"|"26376327"|"20868324"
"smectitic"|"26376329"|"20868325"
"mixed"|"26376329"|"20868326"
"smectitic"|"26376331"|"20868327"
"smectitic"|"26376333"|"20868328"
"mixed"|"26376335"|"20868329"
"mixed"|"26376337"|"20868330"
"mixed"|"26376339"|"20868331"
"mixed"|"26376341"|"20868332"
"mixed"|"26376343"|"20868333"
"mixed"|"26376345"|"20868334"
"mixed"|"26376348"|"20868335"
"mixed"|"26376285"|"20868299"
"mixed"|"26376286"|"20868300"
"mixed"|"26376289"|"20868301"
"mixed"|"26376291"|"20868302"
"mixed"|"26376292"|"20868303"
"mixed"|"26376295"|"20868304"
"smectitic"|"26376295"|"20868305"
"smectitic"|"26376297"|"20868306"
"mixed"|"26376297"|"20868307"
"smectitic"|"26376298"|"20868308"
